Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Meister Bäcker Brötchen ,1 Portion ,154.0,0.6,31.0,5.2,Bäcker Görtz
Bäcker Premium Krüstchen,1 Brötchen ,205.0,1.4,40.0,6.8,Bäcker Görtz
Bäcker Premium Krüstchen,100.0,256.0,1.8,50.0,8.5,Bäcker Görtz
Bäcker Kruste Schinken,1 Portion ,400.0,11.4,53.2,16.8,Bäcker Görtz
Bäcker Brötchen Glutenfrei,1 Brötchen ,140.0,0.8,31.1,1.5,Bäcker Görtz
Bäcker Brötchen ,1 Brötchen ,151.0,0.6,30.3,5.2,Bäcker Görtz
Bäcker-Krönchen,100.0,252.0,1.3,50.1,8.0,Bäcker Görtz
Bäcker Brötchen ,100.0,254.0,1.0,51.0,8.7,Bäcker Görtz
Bäcker Brötchen ,100.0,302.0,2.5,58.0,9.9,Bäcker Görtz
Olivenstange ,100.0,290.0,12.16,36.33,8.44,Bäcker Peter
Butterbrezel,100.0,295.0,7.15,49.14,8.09,Bäcker Peter
Mohnschnecke,100.0,381.0,18.54,46.14,7.35,Bäcker Peter
Mamorkuchen,100.0,377.0,18.1,47.66,5.66,Bäcker Peter
Käsebrötchen,100.0,364.0,11.63,49.24,14.77,Bäcker Peter
Apfelkuchen,100.0,184.0,6.3,29.33,2.17,Bäcker Peter
Laugenbrezel Käse,100.0,301.0,11.03,39.49,10.57,Bäcker Peter
Knusperstange,100.0,313.0,15.62,32.14,10.8,Bäcker Peter
Mohnkuchen,100.0,331.0,19.46,30.76,8.5,Bäcker Peter
Rosinenbrötchen,100.0,335.0,6.06,59.94,8.57,Bäcker Peter
Zitronenkuchen,100.0,369.0,17.73,46.84,5.51,Bäcker Peter
Rosinenschnecke,100.0,389.0,17.13,51.77,6.29,Bäcker Peter
Nussecken,100.0,512.0,28.42,51.94,12.2,Bäcker Peter
Micken,100.0,284.0,7.4,46.7,7.7,Bäcker Peter
Blaubeer Muffin,100.0,326.0,14.92,44.18,3.64,Bäcker Peter
Schokocroissant,100.0,357.0,18.43,40.07,7.27,Bäcker Peter
Käse Croissant,100.0,527.0,33.61,41.75,14.68,Bäcker Peter
Mehrkornbrötchen,100.0,270.0,3.51,48.67,9.84,Bäcker Peter
Cookie,100.0,474.0,21.53,61.98,7.84,Bäcker Peter
Quarktasche,100.0,337.0,14.05,45.71,6.5,Bäcker Peter
Rührei Brötchen,100.0,233.0,10.85,24.06,9.46,Bäcker Peter
Apfel Muffin,100.0,293.0,13.34,39.4,3.61,Bäcker Peter
"Röggelchen (L, V)",100.0,249.0,0.93,51.49,7.87,Bäcker Peter
Schokobrötchen 24,100.0,328.0,9.95,49.88,8.64,Bäcker Peter
Buttercroissant,100.0,436.0,25.02,44.73,7.92,Bäcker Peter
Puddingbrezel,100.0,277.0,12.9,34.94,5.19,Bäcker Peter
Mandarinenschmand,100.0,219.0,14.4,19.78,2.42,Bäcker Peter
"Peter Brötchen (L, V)",100.0,291.0,1.63,59.12,8.98,Bäcker Peter
Laugenstange,100.0,418.0,24.77,40.68,8.41,Bäcker Peter
"Dinkeling 36 (L, V)",100.0,253.0,2.18,48.5,9.06,Bäcker Peter
"Vitis Brötchen (L, V)",100.0,286.0,5.79,47.56,10.13,Bäcker Peter
Laugenkrönchen,100.0,308.0,6.57,53.28,8.36,Bäcker Peter
Dinkelcroissant 41,100.0,283.0,2.92,52.47,10.68,Bäcker Peter
Schinkentomaten Stange,100.0,280.0,12.2,32.4,9.99,Bäcker Peter
Doppel-Schoko Muffin,100.0,437.0,27.63,41.83,5.52,Bäcker Peter
Kochschinken Käsebrötchen mit Krautsalat,100.0,260.0,14.56,21.81,10.08,Bäcker Peter
Peperoni-Feta-Stange,100.0,310.0,15.38,31.95,10.65,Bäcker Peter
"Mohnbrötchen (L, V)",100.0,317.0,6.09,54.17,10.76,Bäcker Peter
"Peter Bestes 6 (L, V, W)",100.0,195.0,1.22,39.27,6.25,Bäcker Peter
Dinkel Mandelhörnchen $,100.0,450.0,25.55,40.58,14.54,Bäcker Peter
Laugenkrönchen Körner,100.0,361.0,12.1,49.9,12.71,Bäcker Peter
"Dinkel Sportsfreund (L, V)",100.0,253.0,4.08,44.44,8.99,Bäcker Peter
"Planted Chicken & Herbs (L, V)",100.0,264.0,13.96,29.95,11.98,Bäcker Peter
Butter Stuten 18,100.0,281.0,6.52,47.45,7.59,Bäcker Peter
"das Zwiebel Baguette 43 (L, V)",100.0,226.0,1.54,45.34,7.01,Bäcker Peter
"Sesambrötchen (L, V)",100.0,327.0,6.98,54.83,10.44,Bäcker Peter
Käsemandarinen Kuchen,100.0,190.0,8.46,20.67,7.13,Bäcker Peter
Dinkel Streuselkuchen,100.0,387.0,15.37,54.54,7.33,Bäcker Peter
"Dinkeling Körner 36 (L, V)",100.0,309.0,5.09,53.62,11.35,Bäcker Peter
"Bärenkruste 45 (L, V)",100.0,209.0,1.07,41.31,7.8,Bäcker Peter
"Malzkrüstchen 45 (L, V)",100.0,215.0,2.66,39.2,7.77,Bäcker Peter
"Dinkelheidebrötchen (L, V)",100.0,284.0,5.36,47.33,10.62,Bäcker Peter
Peter Pan 20,100.0,244.0,3.73,44.67,7.34,Bäcker Peter
Zucker Butterbrezel,100.0,311.0,6.19,56.02,7.01,Bäcker Peter
Schoko-Kirsch Muffin,100.0,307.0,14.89,39.51,3.81,Bäcker Peter
Bacon&Egg Dinkel Sportsfreund,100.0,260.0,12.95,23.78,11.86,Bäcker Peter
"Dinkel Krustenbrot 45 (L, V)",100.0,190.0,0.99,37.54,7.02,Bäcker Peter
"Dinkel Kartoffelbrot (L, V) 45",100.0,209.0,2.5,37.9,7.96,Bäcker Peter
"Peterkern 6 (L, V)",100.0,211.0,4.53,33.18,8.87,Bäcker Peter
"100% Dinkel Kürbis (L, V)",100.0,303.0,7.73,44.89,12.3,Bäcker Peter
"Geroggtes 36 (L, V)",100.0,249.0,0.93,51.41,7.9,Bäcker Peter
Dinkelzopf Natur,100.0,292.0,7.89,46.16,8.59,Bäcker Peter
"Dinkel Porridge 45 (L, V)",100.0,221.0,1.79,42.27,8.12,Bäcker Peter
"Dinkelfit 45 (L, V)",100.0,244.0,4.09,40.89,10.17,Bäcker Peter
Dinkel Baguette Provencale,100.0,266.0,7.66,41.09,7.6,Bäcker Peter
Peterliner,100.0,222.0,4.32,39.09,6.01,Bäcker Peter
"Rustikales Dinkel Kassler 45 (L, V)",100.0,201.0,0.85,40.43,7.3,Bäcker Peter
Essener Rosinen Peter 18,100.0,286.0,5.41,51.48,6.61,Bäcker Peter
Knuth mit Hagelzucker,100.0,455.0,1564.0,6632.0,1171.9,Bäcker Peter
"das Dinkel Baguette 39 (L, V)",100.0,247.0,2.25,46.74,9.08,Bäcker Peter
"Mohn- / Sesamröggelchen (L, V)",100.0,291.0,6.3,48.09,9.86,Bäcker Peter
"Weltmeister (L, V)",100.0,284.0,5.99,46.9,9.8,Bäcker Peter
"Dinkelkartoffelbröt. mit Bio Hanfnüssen 36 (L, V)",100.0,249.0,4.36,41.92,9.37,Bäcker Peter
Knuth,100.0,303.0,10.43,44.22,7.81,Bäcker Peter
Weihnachtscookie $,100.0,522.0,28.76,57.08,8.77,Bäcker Peter
Geroggtes mit Ei,100.0,368.0,26.71,19.33,12.7,Bäcker Peter
Käse Laugenkrönchen,100.0,351.0,24.97,22.4,9.4,Bäcker Peter
"Dinkeling Walnuss 36 (L, V)",100.0,360.0,16.72,41.38,10.84,Bäcker Peter
"1905Er (L, V)",100.0,199.0,1.13,40.16,6.49,Bäcker Peter
"das Baguette 43 (L, V)",100.0,231.0,1.57,46.38,7.18,Bäcker Peter
Schoko Butterbrezel,100.0,309.0,8.34,49.26,8.69,Bäcker Peter
D.Ami,100.0,377.0,7.41,70.69,5.94,Bäcker Peter
Weichkäse-Körner Dinkeling,100.0,334.0,23.86,20.42,9.91,Bäcker Peter
Dinkel Curry Käse 45,100.0,366.0,23.64,26.89,11.4,Bäcker Peter
"5-Elemente-Brot 45 (L, V)",100.0,268.0,6.9,40.29,10.56,Bäcker Peter
"Peter´S Safari Eistee 0,4 L",1 Portion ,144.0,0.0,5.1,0.0,Bäcker Peter
"Peter´S Highball 0,2 L",1 Portion ,124.0,0.0,7.6,0.1,Bäcker Peter
Meister Bäcker Brötchen Dinkel,1 Brötchen ,168.0,3.0,26.0,7.2,Bäcker Peter
Meister Bäcker Brötchen Dinkel,100.0,278.0,5.0,43.0,12.0,Bäcker Peter
Bäcker Kruste Tomate Käse,1 Portion ,376.0,10.9,49.8,15.5,Bäcker Peter
Peter`S N`Iceburger,1 Portion,409.0,17.0,44.0,8.0,Bäcker Peter
Meister Bäcker Brötchen ,1 Portion ,154.0,0.6,31.0,5.2,Bäcker Peter
Pikanter Peter Burger,1 Portion,822.0,40.0,75.0,33.0,Bäcker Peter
Doppelter Peter Burger,1 Portion,146.0,106.0,52.0,73.0,Bäcker Peter
Bäcker Premium Krüstchen,1 Brötchen ,205.0,1.4,40.0,6.8,Bäcker Peter
Bäcker Premium Krüstchen,100.0,256.0,1.8,50.0,8.5,Bäcker Peter
Bäcker Kruste Schinken,1 Portion ,400.0,11.4,53.2,16.8,Bäcker Peter
Peter´S Lieblingsbrot,1 Portion,667.0,20.0,103.0,2.0,Bäcker Peter
Bäcker Brötchen Glutenfrei,1 Brötchen ,140.0,0.8,31.1,1.5,Bäcker Peter
Bäcker Brötchen ,1 Brötchen ,151.0,0.6,30.3,5.2,Bäcker Peter
Bäcker-Krönchen,100.0,252.0,1.3,50.1,8.0,Bäcker Peter
Bäcker Brötchen ,100.0,254.0,1.0,51.0,8.7,Bäcker Peter
Peter Pumpkin,100.0,25.0,0.5,4.5,1.0,Bäcker Peter
Bäcker Brötchen ,100.0,302.0,2.5,58.0,9.9,Bäcker Peter
Mohnschnecke ,1 Schnecke ,490.0,19.0,69.0,9.6,Backfactory
Geflügelrolle,1 Rolle ,276.0,18.4,17.9,9.6,Backfactory
Spritzgebäck,100.0,531.0,29.4,59.2,6.1,Backfactory
Backfischbrötchen,1 Brötchen ,654.0,28.0,51.0,20.0,Backfactory
Kürbiskernbrötchen,1 Brötchen ,229.0,5.7,36.5,7.9,Backfactory
Chicken-Wrap,1 Wrap ,397.0,20.0,30.0,22.0,Backfactory
Börekschnecke ,100.0,310.0,19.1,26.5,7.0,Backfactory
Weizenbrötchen,1 Brötchen ,199.0,1.75,37.8,6.65,Backfactory
Ciabatta Tomate Mozzarella,1 Portion,532.0,22.0,60.0,21.0,Backfactory
Laugenstange ,1 Stange ,313.0,4.8,58.0,9.5,Backfactory
Käseschnecke,1 Käseschnecke ,270.0,14.8,25.0,9.3,Backfactory
Käsebrötchen,1 Portion,227.0,6.9,31.3,9.5,Backfactory
Franzbrötchen,100.0,224.0,8.7,24.2,12.2,Backfactory
Hähnchenschnitzel Brötchen,1 Portion,478.0,18.6,51.5,24.6,Backfactory
Würstchen im Schlafrock,1 Stück ,436.0,33.8,18.1,14.9,Backfactory
Bienenstichplunder,100.0,281.0,13.0,34.0,5.6,Backfactory
Laugenstange,100.0,285.0,4.4,52.7,8.6,Backfactory
Tomate Mozzarella Panini,100.0,215.0,6.3,29.1,9.6,Backfactory
Schokobrötchen,100.0,356.0,18.5,41.6,5.8,Backfactory
Frischkäsebrezel,1 Stück ,447.0,17.0,60.0,13.0,Backfactory
Laugenbrezel,100.0,279.0,5.2,49.9,8.0,Backfactory
Fitness Bagel,1 Bagel ,493.0,19.0,62.0,15.0,Backfactory
Nuß-Nougat-Croissant,1 Portion,398.0,20.0,46.0,7.4,Backfactory
Laugenspitz Tomate & Mozzarella,1 Brötchen ,466.0,27.0,40.0,14.0,Backfactory
Vanilleplunder,1 Plunder ,256.0,10.0,40.0,5.0,Backfactory
Thunfisch Wrap,1 Portion,303.0,19.0,14.0,18.0,Backfactory
Ciabatta Brötchen,100.0,243.0,0.8,48.3,8.6,Backfactory
Quark mit Mandarinen,100.0,127.0,8.56,4.8,7.51,Backfactory
Pizza Margherita,1 Portion,259.0,8.8,33.2,11.8,Backfactory
Laugen-Butter-Croissant ,100.0,376.0,20.1,41.7,7.0,Backfactory
Baguette,100.0,262.0,1.0,55.4,7.9,Backfactory
Rustino Crunchy Chicken,1 Portion,454.0,17.0,56.0,18.0,Backfactory
Vital Kekse,100.0,523.0,29.2,52.5,10.9,Backfactory
Laugenspitz Pute & Gouda,100.0,276.0,16.0,21.0,11.0,Backfactory
Hot Ciabatta Spiegelei & Bacon,1 Portion ,541.0,25.0,60.0,17.0,Backfactory
Rosenbrötchen,100.0,244.0,2.3,46.0,7.8,Backfactory
Vollkornbrot,100.0,196.0,1.7,38.6,6.6,Backfactory
Berliner Ballen,100.0,372.0,20.0,39.61,8.78,Backfactory
Frischkäsebagel,1 Bagel,472.0,19.0,64.0,11.0,Backfactory
Sesambagel,1 Stück ,285.0,4.4,52.3,8.0,Backfactory
Mini-Donut Zucker,100.0,400.0,19.8,47.8,6.8,Backfactory
Hot Ciabatta Chicken,1 Portion ,565.0,20.0,64.0,28.0,Backfactory
Tomatenstrudel,100.0,238.0,7.6,34.1,8.2,Backfactory
Laugenkonfekt,100.0,272.0,5.72,44.81,9.16,Backfactory
Laugenzopf Ei,1 Portion,523.0,21.0,65.0,18.0,Backfactory
Panini Rustico,1 Stück ,195.0,0.7,41.0,5.9,Backfactory
Kirsch-Creme-Tasche,100.0,319.0,17.0,36.0,4.7,Backfactory
Kirsch-Vanille-Strudel,1 Stück ,349.0,15.12,47.28,5.76,Backfactory
Pizza Salami,100.0,233.0,10.3,25.9,9.1,Backfactory
Rustino Chicken Nugget,1 Stück,428.0,14.0,58.0,16.0,Backfactory
Pizza Thunfisch,1 Portion ,405.0,15.0,44.0,20.0,Backfactory
Weizenbrötchen Ei,1 Semmel ,363.0,17.0,40.0,13.0,Backfactory
Salat mit Hähnchen,100.0,47.0,1.98,2.8,3.33,Backfactory
Cookie Double Choco,1 Stück ,369.0,17.0,50.0,4.0,Backfactory
Laugenzopf Chicken BBQ,1 Stück ,407.0,6.5,71.0,16.0,Backfactory
Apfel-Quark-Traum,100.0,303.0,15.2,35.6,6.0,Backfactory
Hähnchenknusperbrötchen,1 Brötchen ,531.0,22.0,53.0,25.0,Backfactory
Rustino Chicken BBQ,1 Portion,409.0,14.0,48.0,20.0,Backfactory
XL-Muffin Schokolade,100.0,454.0,26.0,48.0,6.3,Backfactory
Crunchy Chicken-Wrap,1 Stück ,332.0,18.0,31.0,11.0,Backfactory
Roggenkrüstchen,1 Stück ,199.0,1.0,41.6,6.4,Backfactory
Vanille-Knusperstange,100.0,290.0,11.0,41.0,5.0,Backfactory
Salat mit Thunfisch ,100.0,51.0,3.49,0.36,4.65,Backfactory
Schoko-Knuffi,1 Stück ,333.0,9.79,51.04,9.35,Backfactory
Kirsch-Vanille-Strudel,100.0,291.0,12.6,39.4,4.8,Backfactory
Rustino Backfisch,100.0,270.0,12.0,33.0,8.2,Backfactory
Vollkornbatzen,100.0,205.0,1.1,39.2,5.3,Backfactory
Bagel Little Italy ,1 Bagel ,521.0,16.5,64.1,26.8,Backfactory
Krustenbrot,100.0,202.0,0.8,43.1,5.7,Backfactory
Mehrkornbaguette Veggie,1 Portion,579.0,32.0,46.0,24.0,Backfactory
Zimt-Knuffi,100.0,307.0,9.4,47.0,8.1,Backfactory
Laugenspitz Sweet Chili Chicken,1 Brötchen,475.0,21.0,49.0,22.0,Backfactory
Kirsch-Knusperstange,100.0,306.0,16.0,35.0,4.0,Backfactory
Vollkornschnitte Pute,1 Portion ,407.0,9.3,56.6,16.1,Backfactory
Mehrkorn-Panini Gouda,1 Brötchen ,410.0,19.0,41.0,15.0,Backfactory
Weltmeisterstange,1 Stück ,276.0,7.4,43.1,9.2,Backfactory
Frischkäse Stulle,100.0,135.0,4.61,18.21,5.11,Backfactory
Vollkornsemmel,1 semmel ,257.0,3.0,48.0,9.0,Backhaus Hackner
Breze,1 breze ,282.0,1.8,57.0,8.3,Backhaus Hackner
Brezenzopf,100.0,283.0,1.6,57.8,8.4,Backhaus Hackner
Kraftkornbrot,100.0,277.0,5.96,42.43,11.08,Backhaus Hackner
Sonnenkrusterl,1 Portion ,279.0,11.0,32.0,10.0,Backhaus Hackner
Nussschnecke,100.0,464.0,28.3,46.3,6.3,Backhaus Hackner
Fitness Brot,100.0,243.0,10.7,9.3,27.2,Backhaus Hackner
Dinkelvollkornsemmel,1 Semmel ,278.0,7.6,43.0,11.0,Backhaus Hackner
Eiländer,100.0,283.0,19.7,16.8,10.0,Backhaus Hackner
Sonnenkrusterl,100.0,349.0,14.0,40.0,13.0,Backhaus Hackner
Bavaria-Eck,100.0,242.0,13.2,21.6,9.3,Backhaus Hackner
Dinkel-Max,100.0,278.0,2.1,55.7,8.3,Backhaus Hackner
Dinkelvollkornbrot,100.0,293.0,10.9,36.7,9.6,Backhaus Hackner
Chicken Star,100.0,211.0,11.7,17.8,8.9,Backhaus Hackner
Börek Käse (220G),100.0,345.0,22.8,28.6,7.4,BackWerk
Spinat-Feta-Snack (125G),100.0,300.0,14.8,33.0,2.2,BackWerk
Crunchy Chicken (201G),100.0,194.0,5.2,25.9,10.3,BackWerk
Berliner / Krapfen (60G),100.0,391.0,18.9,46.6,6.6,BackWerk
Schokocreme-Croissant (110G),100.0,395.0,19.3,46.3,7.6,BackWerk
Geflügelrolle (165G),100.0,291.0,19.0,21.0,8.0,BackWerk
Panini Chili Chicken (235G),100.0,248.0,8.6,30.0,12.1,BackWerk
Pizza Margherita (193G),100.0,255.0,6.5,37.2,10.7,BackWerk
Käsebrötchen (100G),100.0,288.0,7.9,40.8,11.8,BackWerk
Laugenbrezel (160G),100.0,316.0,4.7,57.7,10.2,BackWerk
Laugenzopf Vital (225G),100.0,183.0,5.5,24.5,8.2,BackWerk
Rustico Ei (214G),100.0,249.0,13.6,19.6,11.0,BackWerk
Baguette BBQ Chicken (320G),100.0,174.0,4.2,22.6,11.5,BackWerk
Baguette Thunfisch (246G),100.0,126.0,1.7,22.7,5.1,BackWerk
Kaiserbrötchen (70G),100.0,244.0,1.5,48.0,8.0,BackWerk
Geflügelrolle mit Käse (165G),100.0,310.0,21.0,18.7,10.6,BackWerk
Pane Falafel (210G),100.0,265.0,11.0,35.0,6.9,BackWerk
Hot Dog Classic (195G),100.0,232.0,10.3,25.4,8.5,BackWerk
Ciabatta (110G),100.0,249.0,2.3,48.0,8.2,BackWerk
Mocca Schoko,100.0,62.0,1.7,8.8,2.4,BackWerk
Rustico (85G),100.0,332.0,9.5,47.0,12.0,BackWerk
Pane Caprese (180G),100.0,203.0,5.6,28.6,9.2,BackWerk
Vanillestange (105G),100.0,292.0,18.0,28.3,3.5,BackWerk
Tomaten-Paprika-Snack (125G),100.0,297.0,13.4,36.0,6.9,BackWerk
Crunchy Chicken Käse (221G),100.0,220.0,7.7,25.1,11.8,BackWerk
Sattmacher-Stulle (234G),100.0,214.0,9.8,17.7,12.7,BackWerk
