Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Evobar White Strawberry Crunch,1 Riegel ,195.0,5.6,17.0,23.0,Evo Sports Fuel
Evo Bar White Strawberry Crunch,1 Riegel ,195.0,5.6,17.0,23.0,Evo Sports Fuel
Flavup Vanilla Cream,100.0,229.0,0.5,20.0,0.7,Evo Sports Fuel
Total Body Fuel Sour Apple,100.0,3.0,0.0,0.7,0.2,Evo Sports Fuel
MAN Iso Sports Drink,100.0,19.0,0.0,4.3,0.0,Evo Sports Fuel
Fuel Post-Workout Rice,1 Portion ,211.0,1.3,35.0,11.0,Evo Sports Fuel
Sports Nutrition Liquid Gel,1 Portion ,113.0,0.0,28.1,0.0,Evo Sports Fuel
Basic Iso Sports Drink,100.0,18.0,0.1,4.1,0.1,Evo Sports Fuel
Fuel Pre-Workout Pasta,1 Portion ,228.0,1.6,41.0,15.0,Evo Sports Fuel
Whole Fuel Blend Vegan,100.0,436.0,13.0,44.0,30.0,Evo Sports Fuel
Rocket Fuel Energy Bar ,100.0,370.0,10.2,64.5,5.5,Evo Sports Fuel
Protein Plus Sports Fruicy,100.0,55.0,0.7,4.1,8.0,Evo Sports Fuel
Iso-Sports Drink,100.0,16.0,0.0,3.7,0.0,Evo Sports Fuel
ProteinPlus Sports Milk,100.0,69.0,1.0,5.0,10.0,Evo Sports Fuel
Sports Wild Cherry,100.0,18.0,0.0,4.1,0.0,Evo Sports Fuel
Chicken Pepper Fuel,100.0,94.0,3.7,3.8,10.7,Evo Sports Fuel
Total Body Fuel,100.0,3.0,0.0,0.7,0.2,Evo Sports Fuel
Isotonic Sports Drink,1 Portion ,143.0,0.0,32.8,0.0,Evo Sports Fuel
Isotonic Sports Drink,1 Portion ,128.0,0.0,31.9,0.0,Evo Sports Fuel
Isotonic Sports Drink,100.0,375.0,0.0,86.7,0.0,Evo Sports Fuel
Sports ISO,100.0,18.0,0.01,4.4,0.03,Evo Sports Fuel
Sports Pancakes,100.0,364.0,3.6,46.6,34.5,Evo Sports Fuel
Protein Fuel,1 Shot ,122.0,0.0,0.0,30.0,Evo Sports Fuel
Whole Fuel,100.0,423.0,15.0,40.0,30.0,Evo Sports Fuel
Sports Nutrition,2 gestr. Dosierlöffel ,150.0,0.0,34.7,0.0,Evo Sports Fuel
Sriracha Scharfe Chilisauce,100.0,139.0,1.2,28.0,2.3,Exotic Food
Chiliöl,100.0,806.0,89.2,0.5,0.5,Exotic Food
Tom Yum Suppe,100.0,60.0,4.4,3.9,0.8,Exotic Food
Kokosnussmilch Light,100.0,57.0,6.0,0.5,0.5,Exotic Food
Süße Chillisauce,100.0,229.0,0.5,55.0,0.5,Exotic Food
Mangosauce,100.0,294.0,0.6,71.3,1.3,Exotic Food
Reisnudeln,100.0,339.0,0.8,76.0,7.0,Exotic Food
Sriracha Sehr Scharfe Chilisauce,100.0,177.0,2.0,34.8,2.2,Exotic Food
Fischsauce,100.0,91.0,0.5,10.0,13.0,Exotic Food
Koriander Gehackt ,100.0,128.0,10.0,6.0,2.3,Exotic Food
Fit Food Snacking Beeren-Nuss Mix,100.0,453.0,23.2,45.9,11.8,Exotic Food
Street Food Geräucherte Paprika und Zwiebeln ,100.0,363.0,34.0,12.0,1.6,Exotic Food
India Street Food Bombay Curry & Rice,100.0,101.0,4.9,11.3,2.1,Exotic Food
Frucht Nusskern Mischung Exotic Mix,100.0,458.0,24.0,52.0,6.3,Exotic Food
This Is Food Fresh Berry,100.0,100.0,4.6,7.0,6.8,Exotic Food
Street Food Basilikum Getrocknete Tomate,100.0,93.0,0.5,19.0,1.4,Exotic Food
Street Food Zwiebeln und Bacon,100.0,373.0,35.0,12.0,1.8,Exotic Food
This Is Food Classic Choco,100.0,100.0,4.5,7.2,6.7,Exotic Food
Fit Food Snacking Sunny Mix ,100.0,503.0,32.3,37.6,12.4,Exotic Food
Fit Food Snacking Sport Mix,100.0,621.0,50.9,13.6,23.1,Exotic Food
Fit Food Protein Mix,1 Portion ,221.0,16.0,3.5,12.9,Exotic Food
Street Food Jalapeño Salsa,100.0,89.0,0.5,18.0,1.8,Exotic Food
Food in A Bottle,100.0,100.0,4.5,7.0,7.0,Exotic Food
Juicy Energy Drink Exotic,1 Dose ,142.0,0.1,34.7,0.1,Exotic Food
Booster Exotic Absolute Zero,100.0,4.0,0.0,0.6,0.02,Exotic Food
Fit Food Super Mix,100.0,531.0,36.7,23.3,20.7,Exotic Food
Fit Food Vital Mix,100.0,461.0,23.3,47.7,12.0,Exotic Food
Exotic Knusper Müsli,100.0,447.0,18.4,57.1,9.0,Exotic Food
Wok Sauce Exotic,100.0,111.0,1.1,23.9,0.6,Exotic Food
Exotic Früchte-Mix,1 Portion ,106.0,1.0,23.0,0.6,Exotic Food
"Exotic Pitaya - 0,6l",1 Portion,218.0,1.0,45.4,2.6,Exotic Food
"Exotic Pitaya - 0,4l",1 Portion,172.0,1.0,33.2,2.9,Exotic Food
Fruity Taste Exotic,100.0,49.0,0.1,11.7,0.1,Exotic Food
Exotic Früchte-Mix,100.0,354.0,3.3,76.3,2.1,Exotic Food
Exotic-Frucht-Mix ,100.0,336.0,4.9,70.7,1.8,Exotic Food
Exotic Snakefruit Chips,100.0,468.0,21.6,62.0,2.5,Exotic Food
Super Food Riegel ,100.0,336.0,10.0,44.0,9.0,Exotic Food
Super Food Topping,100.0,370.0,11.0,45.5,14.2,Exotic Food
Functional Food Strawberry,100.0,89.0,4.6,4.0,7.2,Exotic Food
Falafel Street Food ,100.0,70.0,3.2,6.1,2.8,Exotic Food
Super Food Brot ,100.0,237.0,9.8,9.4,23.0,Exotic Food
This Is Food,1 Flasche ,500.0,23.0,35.0,34.0,Exotic Food
Street Food Asia,100.0,69.0,1.9,10.5,1.6,Exotic Food
Street Food India,100.0,95.0,5.0,9.3,2.1,Exotic Food
Super Food Mix,100.0,479.0,28.0,38.0,15.0,Exotic Food
Fruit Snack Exotic,100.0,345.0,0.1,83.8,1.0,Exotic Food
Topfen Creme Exotic,100.0,116.0,3.0,16.3,5.6,Exotic Food
Porridge Exotic Fruits,100.0,343.0,4.7,60.0,9.7,Exotic Food
Petit Dessert Exotic,1 Portion ,251.0,11.2,33.4,3.9,Exotic Food
Classic Food Colours ,100.0,233.0,0.0,58.0,0.0,Exotic Food
Street Food Zaziki,100.0,327.0,31.0,8.3,1.6,Exotic Food
Complete Food Shake,100.0,400.0,12.0,37.0,30.0,Exotic Food
Exotic Direktsaft,1 Glas ,121.0,0.25,27.0,1.3,Exotic Food
Exotic Curry,1 Portion ,496.0,17.5,63.0,20.3,Exotic Food
Exotic Mix,100.0,402.0,17.6,54.3,3.1,Exotic Food
Exotic Sauce,100.0,173.0,1.5,39.0,0.4,Exotic Food
Eistee Exotic,100.0,29.0,0.0,6.9,0.0,Exotic Food
Exotic Mix,100.0,402.0,17.6,54.3,3.1,Exotic Food
Maxx Exotic,1 Portion ,129.0,4.6,20.4,0.9,Exotic Food
Studentenfutter Exotic,100.0,453.0,22.3,54.0,5.7,Exotic Food
Big Exotic,1 Portion ,128.0,3.9,21.9,1.2,Exotic Food
Studentenfutter Exotic,100.0,461.0,23.3,53.7,5.8,Exotic Food
Knabberkram Exotic,100.0,530.0,36.0,37.0,11.0,Exotic Food
Vita Exotic,1 Glas ,95.0,0.0,23.3,0.0,Exotic Food
Exotic Curry,1 Portion ,496.0,17.5,63.0,20.3,Exotic Food
Studentenfutter Exotic,100.0,444.0,21.4,53.6,5.7,Exotic Food
Eistee Exotic,100.0,20.0,0.1,4.7,0.1,Exotic Food
Studentenfutter Exotic,100.0,445.0,21.6,52.1,6.5,Exotic Food
Studentenfutter Exotic,100.0,467.0,24.0,53.0,6.0,Exotic Food
Exotic-Mix,100.0,406.0,14.2,62.7,4.6,Exotic Food
Tropical Exotic,100.0,3.0,0.0,0.0,0.0,Exotic Food
Solero Exotic,100.0,161.0,5.0,27.0,1.7,Exotic Food
Exotic China,100.0,84.0,3.6,11.0,1.3,Exotic Food
Splash Exotic,100.0,28.0,0.1,6.7,0.1,Exotic Food
Fit Food,100.0,639.0,54.6,11.5,21.9,Exotic Food
Drink Food,1 Portion ,330.0,16.0,29.0,16.0,Exotic Food
Power Food,2 Berwork  ,158.0,3.5,0.1,28.6,Exotic Food
Solero Exotic,1 Eis ,98.0,2.1,18.0,1.2,Exotic Food
Studentenfutter Exotic,100.0,446.0,22.0,53.0,4.7,Exotic Food
Exotic Spiesse ,100.0,175.0,9.3,1.5,21.0,Exotic Food
Gevlügel-Exotic,100.0,257.0,19.0,16.0,5.0,Exotic Food
Fanta Exotic,100.0,53.0,0.0,13.2,0.0,Exotic Food
Exotic,100.0,26.0,0.0,6.3,0.0,Exotic Food
Exotic ,1 Eis  ,98.0,1.8,18.7,1.3,Exotic Food
Exotic ,100.0,45.0,0.0,11.0,0.0,Exotic Food
Exotic,100.0,49.0,0.1,10.7,0.5,Exotic Food
Organic Black Bean Spaghetti,100.0,336.0,4.5,17.8,45.1,Explore Asian
Organic Edamame & Mung Bean Fettuccine ,100.0,335.0,4.2,16.8,47.2,Explore Asian
Organic Soybean Spaghetti ,100.0,343.0,4.8,20.5,44.7,Explore Asian
Oriental Chicken Pad Thai With Asian Vegetables,1 Meal ,493.0,17.7,16.3,61.9,Explore Asian
Asian Take-Out Szechuan Knoblauch Nudeln,1 Packung ,405.0,5.7,75.6,9.9,Explore Asian
Asian Taste Chicken Tikka Masala,1 Portion ,361.0,7.0,49.0,24.5,Explore Asian
Sensational Filet-Stückchen Asian Style,100.0,172.0,8.4,3.6,17.7,Explore Asian
Asian Take-Out Süß & Sauer ,100.0,125.0,1.5,24.1,2.9,Explore Asian
Asian Sauce With Soja,100.0,246.0,0.0,58.0,2.8,Explore Asian
Tasty Meal Asian Spices,1 Portion ,162.0,2.3,12.0,17.3,Explore Asian
Thunfisch Salat Asian Style,100.0,124.0,4.1,10.0,10.6,Explore Asian
Asian Style Chicken Teriyaki,100.0,58.0,1.7,3.2,6.4,Explore Asian
Asian Peanut Chicken,1 Portion ,614.0,32.4,32.4,44.6,Explore Asian
Asian Mix,100.0,400.0,5.7,77.0,9.9,Explore Asian
Asian-Selection,100.0,252.0,11.5,28.8,7.4,Explore Asian
Edamame Spaghetti,100.0,327.0,6.6,13.1,42.2,Explore Cuisine
Organic Bio Black Bean Spagetti ,100.0,325.0,5.3,14.3,45.3,Explore Cuisine
Green Lentil Lasagne,100.0,339.0,2.3,56.0,20.5,Explore Cuisine
Red Lentil Spaghetti ,100.0,349.0,1.9,57.8,22.6,Explore Cuisine
Edamame & Mung Bean Fettuccine,100.0,325.0,6.9,11.3,42.3,Explore Cuisine
Soybean Spaghetti ,100.0,333.0,7.3,12.9,42.2,Explore Cuisine
Spaghetti aus Schwarzen Bohnen,100.0,325.0,5.3,14.3,45.3,Explore Cuisine
Chickpea Spaghetti,100.0,361.0,5.2,51.8,23.4,Explore Cuisine
Green Cuisine Veganes Schlemmer-Filet Á La Bordelaise,100.0,231.0,14.0,18.0,7.1,Explore Cuisine
Creme à La Cuisine Zum Schlagen 21%,100.0,215.0,21.0,4.4,1.9,Explore Cuisine
Green Cuisine Lasagne mit Veganem Hack,100.0,116.0,3.9,14.0,6.1,Explore Cuisine
Green Cuisine Vegetarische Pulled BBQ Stripes,100.0,226.0,10.0,4.7,27.0,Explore Cuisine
Green Cuisine Lasagne mit Veganem Hack ,1 Portion  ,522.0,18.0,62.0,28.0,Explore Cuisine
Creme à La Cuisine Zum Schlagen ,100.0,197.0,19.0,3.9,2.1,Explore Cuisine
Creme à La Cuisine Zum Kochen ,100.0,158.0,15.0,4.1,1.9,Explore Cuisine
Green Cuisine Vegane Kartoffel Hähnchen Pfanne,100.0,92.0,3.9,8.9,4.1,Explore Cuisine
Green Cuisine Vegane Kartoffel Hähnchen Pfanne,1 Portion ,393.0,17.0,36.0,19.0,Explore Cuisine
Green Cuisine Vegetarische Mini-Schnitzel ,100.0,200.0,6.0,17.0,17.0,Explore Cuisine
Green Cuisine Pasta in Rahmsoße,100.0,124.0,4.3,15.0,5.5,Explore Cuisine
Green Cuisine Vegane Chicken Nuggets ,100.0,305.0,16.0,25.0,12.0,Explore Cuisine
"Green Cuisine Vegane ""Chicken"" Dinos",100.0,305.0,17.0,24.0,11.0,Explore Cuisine
Cuisine Omega-3 Pflanzenöl,1 Portion ,85.0,9.0,0.5,0.5,Explore Cuisine
Creme de La Cuisine ,100.0,93.0,7.0,5.6,1.8,Explore Cuisine
Green Cuisine Vegane Burger ,100.0,237.0,17.0,3.9,14.0,Explore Cuisine
Green Cuisine Linguine Bolognese ,100.0,97.0,3.2,12.0,3.9,Explore Cuisine
Green Cuisine Vegetarisches Hühnerfrikassee ,100.0,99.0,3.7,10.0,4.9,Explore Cuisine
Green Cuisine Vegane Hackbällchen,100.0,224.0,15.0,4.0,16.0,Explore Cuisine
Green Cuisine Linguine Bolognese ,1 Portion ,388.0,13.0,48.0,16.0,Explore Cuisine
Green Cuisine Vegetarische Hackbällchen,100.0,224.0,15.0,4.0,16.0,Explore Cuisine
Green Cuisine Bami Goreng,100.0,101.0,1.7,15.0,5.1,Explore Cuisine
Cuisine Vega,100.0,153.0,12.0,9.7,0.4,Explore Cuisine
Soja Cuisine,100.0,172.0,16.0,3.3,3.4,Explore Cuisine
Hafer Cuisine,100.0,84.0,7.4,3.5,0.7,Explore Cuisine
Kokos Cuisine ,100.0,170.0,17.0,2.6,1.3,Explore Cuisine
Mandel Cuisine ,100.0,51.0,4.2,1.6,1.2,Explore Cuisine
Cuisine Soya,100.0,151.0,15.0,1.2,2.0,Explore Cuisine
Kokos Cuisine,100.0,109.0,9.0,6.1,0.8,Explore Cuisine
Kokos Cuisine,100.0,130.0,13.0,2.1,1.1,Explore Cuisine
Hafer-Cuisine,100.0,125.0,9.8,8.1,0.6,Explore Cuisine
Soja Cuisine ,100.0,175.0,16.0,4.3,3.1,Explore Cuisine
Hafer Cuisine,100.0,94.0,7.7,5.6,0.3,Explore Cuisine
Dinkel Cuisine,100.0,85.0,7.0,4.2,1.0,Explore Cuisine
Rice Cuisine,100.0,96.0,7.9,5.4,0.4,Explore Cuisine
Reis Cuisine,100.0,94.0,7.0,7.2,0.2,Explore Cuisine
Soya Cuisine,100.0,184.0,17.0,4.3,3.0,Explore Cuisine
Sojacreme Cuisine,100.0,173.0,15.9,4.3,3.1,Explore Cuisine
Rice Cuisine,100.0,96.0,7.9,5.4,0.4,Explore Cuisine
Soja Cuisine,100.0,169.0,16.8,1.6,2.0,Explore Cuisine
Coconut - Cuisine,100.0,100.0,8.8,2.3,1.2,Explore Cuisine
Cuisine Mandel,100.0,93.0,8.5,1.0,1.3,Explore Cuisine
Reis-Cuisine,100.0,177.0,7.7,25.0,1.7,Explore Cuisine
Gratin Cuisine,100.0,102.0,3.7,17.0,0.5,Explore Cuisine
Kokos Cuisine,100.0,98.0,9.1,3.1,0.8,Explore Cuisine
Reis Cuisine,100.0,163.0,6.7,23.0,2.0,Explore Cuisine
Hafer Cuisine,100.0,79.0,6.7,3.5,0.6,Explore Cuisine
Mandel Cuisine ,100.0,83.0,8.7,0.2,0.8,Explore Cuisine
Cuisine,100.0,151.0,15.0,1.2,2.0,Explore Cuisine
Cuisine,100.0,830.0,92.0,0.5,0.5,Explore Cuisine
Cuisine,1 EL ,52.0,5.2,0.5,0.6,Explore Cuisine
"Fitline Frischkäse 0,2%",100.0,62.0,0.2,3.5,10.4,Exquisa
"Körniger Frischkäse Fitline 0,8%",100.0,65.0,0.8,1.0,13.0,Exquisa
"0,2% Fitline Kräuter",100.0,64.0,0.2,4.5,10.0,Exquisa
"0,2% Fitline Frischkäse ",100.0,62.0,0.2,3.5,10.4,Exquisa
Der Sahnige,100.0,235.0,22.0,3.2,5.5,Exquisa
"Fitline 0,2% Paprika-Chili",100.0,64.0,0.2,4.5,10.0,Exquisa
"Quark Creme Natur 0,2%",100.0,52.0,0.2,3.7,8.5,Exquisa
Zero Quark-Joghurt-Creme Gebrannte Mandel,100.0,49.0,0.2,3.9,7.4,Exquisa
ZERO Quark-Joghurt-Creme Typ Bratapfel ,100.0,50.0,0.2,4.1,7.4,Exquisa
Balance 4%,100.0,91.0,4.0,3.1,10.0,Exquisa
Sahnige,100.0,238.0,22.5,3.0,5.5,Exquisa
Röstzwiebel,100.0,177.0,14.6,4.2,6.5,Exquisa
Frischkäse mit Joghurt 14%,100.0,169.0,14.0,3.5,7.0,Exquisa
Quark Creme,100.0,52.0,0.2,3.7,8.5,Exquisa
Exquisa Fitline Protein Heidelbeere,100.0,68.0,0.2,5.7,10.3,Exquisa
Creation Meerrettich,100.0,231.0,21.5,3.5,5.1,Exquisa
"Exquisa Fitline Kräuter 0,2% Fett ",100.0,68.0,0.2,5.4,10.0,Exquisa
Cheesecake Lemon,1 Portion ,216.0,9.8,26.6,5.39,Exquisa
Fitline Protein Quark-Joghurt-Creme Erdbeere  ,100.0,58.0,0.2,6.0,7.5,Exquisa
Fitline Protein Vanille,100.0,68.0,0.2,6.2,10.0,Exquisa
Exquisa Protein ,100.0,92.0,4.0,3.8,9.5,Exquisa
"Quark-Genuss Orange 0,2%",100.0,82.0,0.2,12.7,6.8,Exquisa
Frischkäse 5%,100.0,102.0,5.0,3.8,9.5,Exquisa
Frischkäse mit Joghurt Kräuter ,100.0,171.0,14.0,3.6,7.1,Exquisa
Creation Schnittlauch,100.0,160.0,12.6,3.7,7.1,Exquisa
Pikante Kräuter,100.0,154.0,12.2,3.3,7.0,Exquisa
Fitline Protein Quark-Joghurt-Creme Typ Bratapfel,100.0,68.0,0.2,6.1,10.0,Exquisa
Quark Genuss Vanilla,100.0,91.0,0.2,15.5,6.5,Exquisa
Quark Genuss,100.0,97.0,1.4,14.2,6.6,Exquisa
Balance Reich an Protein,100.0,91.0,4.0,3.1,10.0,Exquisa
Fitline Quark-Joghurt-Creme Protein Pfirsich-Maracuja,100.0,58.0,0.2,6.2,7.4,Exquisa
Fitline Protein Gebrannte Mandel,100.0,68.0,0.2,6.2,10.0,Exquisa
Vegan Kräuter,100.0,187.0,18.7,0.9,2.6,Exquisa
Der Sahnige Doppelrahmstufe,100.0,238.0,22.5,3.0,5.5,Exquisa
Creation Erdbeere,100.0,287.0,23.0,15.0,4.5,Exquisa
Sahnige Laktosefrei,100.0,242.0,23.0,2.9,5.6,Exquisa
Quark Genuss Typ Bratapfel,1 Becher ,132.0,0.3,22.2,10.0,Exquisa
Brotaufstrich Balance,100.0,116.0,8.0,3.3,7.5,Exquisa
Balance 5%,100.0,102.0,5.0,3.8,9.5,Exquisa
Creation Ananas-Mango,100.0,276.0,22.0,14.0,5.0,Exquisa
Fitline Protein Natur ,100.0,62.0,0.2,3.6,11.0,Exquisa
Quark Creme auf Kirschen ,100.0,75.0,0.2,12.5,5.8,Exquisa
Früchtchen Ananas-Mango,100.0,261.0,20.5,14.0,5.0,Exquisa
Quark Genuss Orange,100.0,89.0,0.2,14.8,6.5,Exquisa
Quark Genuss Latte Macchiato ,100.0,91.0,0.2,15.6,6.6,Exquisa
Quark Genuss Mango,100.0,81.0,0.2,12.4,7.0,Exquisa
Frischkäse Scheiben,100.0,351.0,34.0,2.5,8.2,Exquisa
Liptauer Mild,100.0,130.0,10.0,4.0,5.8,Exquisa
Quark Creme auf Erdbeeren,100.0,76.0,0.2,12.5,6.1,Exquisa
High Protein Pudding Schoko,100.0,84.0,1.6,6.9,10.1,Exquisa
Quark-Joghurt Früchtchen Heidelbeere,100.0,113.0,2.9,16.3,5.2,Exquisa
Früchtchen Erdbeere,100.0,279.0,22.0,15.0,5.0,Exquisa
Quark Creme auf Pfirsich-Maracuja,100.0,79.0,0.2,13.0,6.1,Exquisa
Quark Genuss Aprikose-Vanilla,100.0,88.0,0.2,14.5,6.6,Exquisa
Quark-Joghurt Früchtchen Kirsche,100.0,84.0,2.0,10.5,5.8,Exquisa
Milder Skyr Kirsche,100.0,73.0,0.2,7.5,9.7,Exquisa
Kräuter Quark,100.0,139.0,10.0,3.8,8.2,Exquisa
À La Indisches Curry,100.0,168.0,12.5,6.0,7.1,Exquisa
Exquisa-Scheiben aus Frischkäse Mediterrane Kräuter,100.0,344.0,33.0,3.0,8.2,Exquisa
Creation Gegrilltes Gemüse,100.0,149.0,11.7,3.8,6.6,Exquisa
Exquisa-Scheiben aus Frischkäse,100.0,351.0,34.0,2.5,8.2,Exquisa
Genießer Quark Erdbeere,100.0,132.0,6.2,13.6,5.3,Exquisa
Gartengemüse,100.0,156.0,12.0,4.2,7.3,Exquisa
Der Cremig-Feine Spekulatius Winter,100.0,115.0,3.5,14.6,5.7,Exquisa
Quark Genuss Kirsch-Banane,100.0,84.0,0.2,14.0,6.5,Exquisa
Scheiben aus Frischkäse,100.0,344.0,33.0,3.0,8.2,Exquisa
À La Mango-Curry,100.0,177.0,13.0,7.7,6.9,Exquisa
Quark Creme nach Griechischer Art ,100.0,118.0,4.9,12.7,5.6,Exquisa
Olive und Getrocknete Tomate,100.0,161.0,13.1,3.4,6.8,Exquisa
Fitline Quark-Joghurt-Creme Protein Himbeere-Rhabarber ,100.0,68.0,0.2,6.0,10.0,Exquisa
Genießer Quark Limone,100.0,130.0,6.2,13.3,5.2,Exquisa
Fitline Protein Zitrone-Buttermilchgeschmack,100.0,69.0,0.2,6.1,10.0,Exquisa
Quark Genuss Himbeer-Rhabarber,100.0,86.0,0.2,14.4,6.5,Exquisa
Creation Kokos,100.0,205.0,13.4,14.7,5.8,Exquisa
Scheiben mit Frischkäse ,100.0,351.0,34.0,2.5,8.2,Exquisa
Exquisa-Scheiben Honig-Feige-Senf,100.0,344.0,30.0,10.0,7.3,Exquisa
Genießerquark Karamell,100.0,138.0,6.4,14.7,5.3,Exquisa
Cremig-Feine Himbeere,100.0,112.0,3.5,14.2,5.7,Exquisa
Quark Genuss Orange-Limette,100.0,86.0,0.2,14.5,6.5,Exquisa
Der Cremig-Feine Mango ,100.0,113.0,3.5,14.5,5.7,Exquisa
Iso-Drink,100.0,19.0,0.0,4.3,0.0,Extaler
Apfelschorle,100.0,27.0,0.1,6.4,0.1,Extaler
Wasser,1 Flasche ,0.0,0.0,0.0,0.0,Extaler
Aktiv Schorle Birne-Pflaume,100.0,26.0,0.1,6.5,0.1,Extaler
Traubenschorle,100.0,37.0,0.1,8.9,0.1,Extaler
Aktiv Schorle ,1 Portion ,32.0,0.1,7.7,0.1,Extaler
Mineralquell Classic,100.0,0.0,0.0,0.0,0.0,Extaler
Mineralwasser Medium,100.0,0.0,0.0,0.0,0.0,Extaler
Orangenlimonade,100.0,41.0,0.0,10.0,0.0,Extaler
Zitronenlimonade,100.0,34.0,0.0,8.4,0.0,Extaler
Vegetarische Schnitzel,100.0,260.0,13.0,21.3,14.6,Eyckeler Malt
Vegetarische Burger ,100.0,295.0,17.1,16.3,17.4,Eyckeler Malt
Vegetarische Würstchen,100.0,175.0,9.0,3.0,19.0,Eyckeler Malt
Vegetarisches Gyros,100.0,245.0,16.7,1.4,19.5,Eyckeler Malt
Malt Wheaties ,100.0,383.0,1.9,75.1,10.0,Eyckeler Malt
WPC 80 Full Chocolate,100.0,381.0,8.0,6.4,70.0,F2 Full Force Nutrition
WPI 90 Full Chocolate ,100.0,363.0,1.7,4.8,80.0,F2 Full Force Nutrition
Flav'n Tasty Full Chocolate,100.0,238.0,5.3,19.0,11.3,F2 Full Force Nutrition
Sports Nutrition Liquid Gel,1 Portion ,113.0,0.0,28.1,0.0,F2 Full Force Nutrition
Strong Force Zero,100.0,3.0,0.0,0.0,0.0,F2 Full Force Nutrition
Strong Force Zero,100.0,3.0,0.0,0.0,0.0,F2 Full Force Nutrition
Intra Force Blueberry,1 Portion ,179.0,0.0,32.0,10.0,F2 Full Force Nutrition
Full Fruit Gum,100.0,173.0,0.0,72.0,0.0,F2 Full Force Nutrition
Full Mass Attack,1 Portion ,280.0,4.0,34.0,26.4,F2 Full Force Nutrition
50% Full Protein ,100.0,351.0,7.4,30.0,49.0,F2 Full Force Nutrition
Flapjack ,100.0,476.0,23.0,61.0,4.7,Fa Engineered Nutrition
Mass,100.0,376.0,2.5,68.0,20.0,Fa Engineered Nutrition
Bad Ass Whey,100.0,358.0,7.6,4.3,76.0,Fa Engineered Nutrition
Almond Butter,100.0,653.0,55.8,6.5,25.4,Fa Engineered Nutrition
Protein Pancakes,100.0,383.0,7.7,45.0,31.1,Fa Engineered Nutrition
Peanut Butter Crunchy,100.0,596.0,46.0,11.6,29.6,Fa Engineered Nutrition
Prime ,1 Riegel ,200.0,6.8,14.3,19.5,Fa Engineered Nutrition
Vitarade,100.0,356.0,0.0,89.0,0.0,Fa Engineered Nutrition
Sports Nutrition Liquid Gel,1 Portion ,113.0,0.0,28.1,0.0,Fa Engineered Nutrition
Sports Nutrition,2 gestr. Dosierlöffel ,150.0,0.0,34.7,0.0,Fa Engineered Nutrition
Pizzabrötchen Salami,100.0,273.0,12.6,27.4,11.5,Fabio's
Pizzabrötchen Peperoni,1 Stück ,146.0,4.0,21.4,4.8,Fabio's
Salami-Käse Sandwich,1 Packung ,635.0,44.0,37.9,20.5,Fabry's
Hähnchenbrust Sandwich,1 Packung ,416.0,21.2,38.5,16.6,Fabry's
