Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Sauce a La Hollandaise,100.0,143.0,12.4,5.5,1.2,A & P
Schlemmerfilet A La Bordelaise,100.0,115.0,5.0,3.9,13.4,A & P
Creme A La Kokos,100.0,634.0,48.6,43.9,5.2,A & P
A-Z Langzeit-Vitamine,1 Tablette,0.0,0.0,0.0,0.0,A & P
One in A Vanillion ,100.0,49.0,0.0,12.0,0.0,A & P
Food in A Bottle,100.0,100.0,4.5,7.0,7.0,A & P
Schlemmerfilet A La Bordelaise,100.0,148.0,7.5,6.1,13.0,A & P
A+C+E Vitamingetränk,100.0,37.0,0.0,8.9,0.0,A & P
Creme A La Vanille,100.0,169.0,9.7,16.0,4.5,A & P
Gemüsepfanne a la Ratatouille,100.0,52.0,3.1,4.0,1.0,A & P
One in A Vanillion,1 Smoothie ,128.0,0.0,31.0,0.0,A & P
Snack a Whey (12.6g),1 Waffel ,69.0,4.4,2.4,4.8,A & P
Sauce A La Hollandaise,100.0,78.0,2.3,10.0,4.1,A & P
Creme A La Vanille,100.0,169.0,9.7,16.0,4.5,A & P
Wildlachsfilet A La Toskana,100.0,128.0,4.4,2.1,20.1,A & P
Garnelen a La Provence,100.0,66.0,1.0,1.3,13.0,A & P
Ahornsirup Grad A,100.0,269.0,0.5,67.0,0.5,A & P
A-Z Depot,1 Tablette,2.0,0.1,0.2,0.1,A & P
A Dozen Cakes,100.0,421.0,20.0,54.0,5.0,A & P
Snack a Whey,100.0,520.0,31.9,23.4,36.6,A & P
Once a Day,2 Kapseln ,14.0,1.0,0.0,0.5,A & P
A+C+E,100.0,42.0,0.5,9.8,0.5,A & P
A-Z Depot,1 Tablette ,1.0,0.5,0.5,0.5,A & P
Olive A Rondelle,100.0,198.0,20.0,2.3,1.3,A & P
A-Z Komplett,1 Tablette,1.0,0.5,0.5,0.5,A & P
Ahornsirup Grad A,100.0,356.0,0.0,89.0,0.5,A & P
Plus Provitamin A,100.0,42.0,0.5,9.6,0.5,A & P
A-C-E,100.0,15.0,0.0,3.2,0.0,A & P
Croco P!K,100.0,354.0,0.5,81.0,6.0,A & P
P-Boost,100.0,223.0,0.0,0.0,55.0,A & P
Root Beer,1 Dose ,170.0,0.0,47.0,0.0,A&W
Cream Soda,1 Dose ,170.0,0.0,46.0,0.0,A&W
Smooth Peanut Butter with a Pinch of Sea Salt,100.0,590.0,45.5,11.5,29.3,A&W
Beanz in A Rich Tomato Sauce ohne Zuckerzusatz,100.0,66.0,0.2,9.5,4.6,A&W
A Tiny Little Something Just For You ,100.0,559.0,35.0,54.0,6.2,A&W
Quark Genuss mit Joghurt A La Apfelkuchen,1 Becher ,152.0,5.0,21.0,5.8,A&W
Joghurt mit der Ecke a la Wien ,100.0,123.0,4.4,16.1,3.8,A&W
I am a Tasty 50% Protein Bar,100.0,368.0,11.0,26.0,50.0,A&W
Choco Crossies Crunchy Moments A La Tiramisu,100.0,529.0,29.4,58.6,6.7,A&W
Apollo Creed L. A. Burger Style,100.0,532.0,33.0,51.0,5.5,A&W
Rote Linsen & Karotten a la Reis,100.0,340.0,1.5,56.0,22.0,A&W
Peanut Butter Baklava A La Makina,100.0,581.0,47.6,19.2,16.0,A&W
What-A-Lotta Chocolate Cookie Core,100.0,300.0,18.0,30.0,4.3,A&W
A La Mousse Au Chocolat Blanc,100.0,441.0,16.6,66.2,5.8,A&W
Riesen Garnelen Gewürzt A La Provencal,100.0,59.0,1.2,1.1,11.0,A&W
Gemüse Pfanne Bio A La Ratatouille,100.0,48.0,1.9,5.4,1.3,A&W
A la Tomate Basilikum (20g),1 Scheibe ,70.0,5.6,0.2,4.6,A&W
Mini-Eclairs a La Vanille,1 Stück ,54.0,3.7,3.9,0.9,A&W
Milch Reis A La Kompott,100.0,111.0,2.0,20.2,2.8,A&W
Samt Birne A La Vanillekipferl ,100.0,213.0,0.2,51.2,0.3,A&W
Kichererbsen & Mais A La Reis,100.0,354.0,4.6,54.0,19.0,A&W
Erbsen & Zucchini A La Reis,100.0,340.0,1.7,55.0,22.0,A&W
Creme A La Cuisine Vegan,100.0,172.0,16.0,7.4,0.5,A&W
Winter Edition A La Vanillekipferl,100.0,542.0,32.0,57.0,6.0,A&W
Sir Choc-A-Lot (Schokoladenkuchen),1 Portion,610.0,31.0,72.0,6.5,A&W
Chocolate Cake in A Cup,1 Portion ,161.0,1.7,30.0,5.2,A&W
A la Tomate Basilikum (20g),1 Teller ,53.0,0.8,9.6,1.6,A&W
Schlemmer-Filet A La Bordelaise,100.0,130.0,6.5,4.3,13.3,A&W
Ofen Baguette a la Flammkuchen ,100.0,296.0,12.0,38.0,7.5,A&W
Samt Kirsche A La Karamell,100.0,220.0,0.2,52.7,0.5,A&W
Schlemmer Filet A La Italia ,100.0,79.0,2.4,4.2,10.0,A&W
Samt Kirsche A La Zimtstern,100.0,203.0,0.2,48.6,0.5,A&W
A+B+C+E Vitamingetränk ,100.0,37.0,0.0,9.0,0.0,A&W
A la Tomate Basilikum (21.8g),1 Scheibe ,78.0,6.3,0.2,5.0,A&W
A la Tomate Basilikum (21.8g),100.0,26.0,0.5,4.9,0.9,A&W
Tortilla con Sabor A Bacon,100.0,166.0,9.5,13.7,5.6,A&W
A Taste of Delicious Coconut,1 Stück ,118.0,6.2,14.0,1.4,A&W
Gnocchi a la Caprese,100.0,171.0,9.0,16.0,6.0,A&W
Sauce a la Bernaise ,100.0,176.0,17.7,3.6,0.5,A&W
Bio Ahornsirup Grad A,100.0,359.0,0.0,89.0,0.5,A&W
Trüffel a la Vanille ,100.0,593.0,42.0,48.0,6.3,A&W
Sir Gainz A Lot,100.0,388.0,1.8,49.0,42.0,A&W
Pasta a La Bolognese ,1 Portion ,267.0,6.6,35.7,13.2,A&W
Chocolatey Love A-Fair,100.0,271.0,16.0,27.0,4.1,A&W
Schnitzel A La Carbonara,100.0,171.0,9.0,13.0,9.0,A&W
Wildlachs A La Florentin,100.0,115.0,5.0,10.0,7.0,A&W
Schlemmerfilet A La Italia,100.0,79.0,2.4,4.2,10.0,A&W
Baguette A La Provence,100.0,280.0,12.0,31.0,11.0,A&W
Calamares A La Romana,100.0,214.0,5.4,35.0,6.4,A&W
Schlemmerfilet A La Italiano,100.0,73.0,2.2,3.2,9.9,A&W
Garnelen A La Provence,100.0,117.0,5.6,0.7,16.0,A&W
Pasta A La Carbonara,1 Portion ,325.0,4.2,58.9,11.6,A&W
Trüffel A La Tiramisu,1 Stück ,97.0,5.3,10.6,1.0,A&W
A+C+E Vitamingetränk,1 Glas ,110.0,0.3,25.8,0.5,A&W
Schlemmerfilet A La Italia ,100.0,98.0,5.8,1.0,10.1,A&W
Calamar a La Gallega,100.0,266.0,22.6,1.6,14.0,A&W
Sauce a La Hollandaise,100.0,143.0,12.4,5.5,1.2,A&W
Schlemmerfilet A La Bordelaise,100.0,115.0,5.0,3.9,13.4,A&W
Creme A La Kokos,100.0,634.0,48.6,43.9,5.2,A&W
A-Z Langzeit-Vitamine,1 Tablette,0.0,0.0,0.0,0.0,A&W
One in A Vanillion ,100.0,49.0,0.0,12.0,0.0,A&W
Food in A Bottle,100.0,100.0,4.5,7.0,7.0,A&W
Schlemmerfilet A La Bordelaise,100.0,148.0,7.5,6.1,13.0,A&W
A+C+E Vitamingetränk,100.0,37.0,0.0,8.9,0.0,A&W
Creme A La Vanille,100.0,169.0,9.7,16.0,4.5,A&W
Gemüsepfanne a la Ratatouille,100.0,52.0,3.1,4.0,1.0,A&W
One in A Vanillion,1 Smoothie ,128.0,0.0,31.0,0.0,A&W
Snack a Whey (12.6g),1 Waffel ,69.0,4.4,2.4,4.8,A&W
Sauce A La Hollandaise,100.0,78.0,2.3,10.0,4.1,A&W
Creme A La Vanille,100.0,169.0,9.7,16.0,4.5,A&W
Wildlachsfilet A La Toskana,100.0,128.0,4.4,2.1,20.1,A&W
Garnelen a La Provence,100.0,66.0,1.0,1.3,13.0,A&W
Nut Chicken Broccoli W/ Sweet Potato,1 Portion ,540.0,18.9,45.0,40.5,A&W
"Peter Bestes 6 (L, V, W)",100.0,195.0,1.22,39.27,6.25,A&W
Chicken Bella Italia W/ Spinach Gnocchi,100.0,133.0,2.6,18.2,7.9,A&W
Ahornsirup Grad A,100.0,269.0,0.5,67.0,0.5,A&W
A-Z Depot,1 Tablette,2.0,0.1,0.2,0.1,A&W
A Dozen Cakes,100.0,421.0,20.0,54.0,5.0,A&W
Snack a Whey,100.0,520.0,31.9,23.4,36.6,A&W
Once a Day,2 Kapseln ,14.0,1.0,0.0,0.5,A&W
A+C+E,100.0,42.0,0.5,9.8,0.5,A&W
A-Z Depot,1 Tablette ,1.0,0.5,0.5,0.5,A&W
Olive A Rondelle,100.0,198.0,20.0,2.3,1.3,A&W
A-Z Komplett,1 Tablette,1.0,0.5,0.5,0.5,A&W
Ahornsirup Grad A,100.0,356.0,0.0,89.0,0.5,A&W
Plus Provitamin A,100.0,42.0,0.5,9.6,0.5,A&W
A-C-E,100.0,15.0,0.0,3.2,0.0,A&W
Gołąbki w Sosie Pomidorowym,100.0,52.0,2.0,4.8,3.0,A&W
Kurczak W Galarecie ,100.0,50.0,0.9,1.0,8.6,A&W
Wiener Schnitzel Vom Schwein ,1 Schnitzel ,238.0,9.6,17.9,19.5,Abbelen
Blumenkohl Nuggets ,100.0,179.0,7.7,23.0,3.6,Abbelen
Knusper Haxen,100.0,169.0,6.5,0.2,27.1,Abbelen
Geflügelfrikadellen,100.0,219.0,15.0,6.7,14.0,Abbelen
Feinschmecker Frikadellen,100.0,258.0,19.0,7.0,15.0,Abbelen
Beef Cheese,100.0,252.0,12.0,23.0,13.0,Abbelen
XXL Hähnchenschnitzel,100.0,192.0,7.5,13.0,18.0,Abbelen
Hähnchen Schnitzel,100.0,175.0,6.6,11.5,17.1,Abbelen
Wiener Schnitzel ,100.0,190.0,7.7,14.3,15.6,Abbelen
Chickenburger,100.0,243.0,9.2,26.3,13.0,Abbelen
Mini Frikadellen Bällchen ,3 Stück ,175.0,13.0,6.5,8.1,Abbelen
Partybällchen,100.0,292.0,21.5,10.8,13.5,Abbelen
Mini-Geflügelfrikadellen,100.0,242.0,17.0,9.0,14.0,Abbelen
XXL Schweineschnitzel,100.0,220.0,11.0,13.0,17.0,Abbelen
Pfannen-Frikadellen,100.0,219.0,13.9,7.0,15.9,Abbelen
Royal Cheese Burger,1 Burger ,445.0,22.0,30.0,30.0,Abbelen
Frikadellen,100.0,292.0,21.5,10.8,13.5,Abbelen
Gemüse Frikadellen,100.0,147.0,6.0,15.7,6.2,Abbelen
Mini Burger ,100.0,286.0,13.2,30.9,10.3,Abbelen
Mini-Frikadellen ,100.0,219.0,13.9,7.0,15.9,Abbelen
Big Burger,100.0,243.0,10.0,25.0,12.0,Abbelen
Chicken Nuggets,100.0,298.0,19.7,19.6,9.7,Abbelen
Gemüse Nuggets,100.0,222.0,14.0,13.0,10.0,Abbelen
Cordon Bleu Vom Schwein,100.0,178.0,7.8,9.4,17.4,Abbelen
Hot Dog ,100.0,297.0,17.1,22.5,12.3,Abbelen
Chicken Cheese Burger,100.0,250.0,12.0,23.0,12.0,Abbelen
Klassik Frikadellen ,100.0,295.0,22.0,10.0,14.0,Abbelen
Rib BBQ,100.0,235.0,12.0,22.0,9.1,Abbelen
Frikolinos,100.0,311.0,24.0,11.0,12.0,Abbelen
Chicken Crossis,100.0,229.0,12.3,13.8,14.5,Abbelen
Schweine Cheeseburger,100.0,302.0,16.8,24.4,11.8,Abbelen
Double Rinder Burger,100.0,226.0,10.3,17.8,14.7,Abbelen
Chili Burger,100.0,295.0,16.0,25.0,12.0,Abbelen
Mini Frikadellen 30% Weniger Fett,100.0,230.0,14.0,8.8,17.0,Abbelen
Chicken Pita,100.0,231.0,8.1,26.3,12.1,Abbelen
Mini Frikadellen Geflügel mit Reis,100.0,154.0,7.2,7.0,15.0,Abbelen
High Protein Balls Chicken Paprika,100.0,191.0,9.5,3.0,22.0,Abbelen
Rinder Cheeseburger,100.0,281.0,14.3,23.4,13.9,Abbelen
Mini Frikadellen Light,100.0,239.0,15.0,8.8,17.0,Abbelen
High Protein Balls Chicken Mediterran,100.0,199.0,9.5,3.0,24.0,Abbelen
XXL Rind,100.0,207.0,8.0,21.0,12.0,Abbelen
Westernburger,100.0,256.0,12.9,23.9,10.1,Abbelen
Schweine-Schnitzel,100.0,177.0,6.5,11.0,18.0,Abbelen
Geflügelburger,100.0,291.0,16.0,23.3,12.3,Abbelen
Big Double Burger,100.0,258.0,14.0,15.0,17.0,Abbelen
Putenschnitzel,100.0,181.0,7.5,10.0,18.0,Abbelen
Rib Burger,100.0,289.0,14.7,27.8,10.9,Abbelen
Schinken-Schnitzel,100.0,168.0,6.0,10.0,18.0,Abbelen
Hähnchenbrust-Filetstücke Klassik,100.0,127.0,3.8,1.0,22.0,Abbelen
Mini Gemüse Nuggets,100.0,222.0,14.0,13.0,10.0,Abbelen
Hähnchenbrust-Filetstücke Toskana,100.0,130.0,4.1,1.0,22.0,Abbelen
Softeis Schoko-Vanille,1 Becher ,69.0,1.9,10.7,2.1,Ablig Feinfrost
Hexen-Kerze (Vanille),1 Portion ,73.0,4.8,5.8,1.4,Ablig Feinfrost
Hexenbecher Schoko,100.0,156.0,5.1,22.0,4.8,Ablig Feinfrost
Hexenbecher Schweden,1 Becher ,284.0,11.8,40.0,5.6,Ablig Feinfrost
Hexenbecher Vanille,1 Becher ,239.0,13.0,25.4,3.8,Ablig Feinfrost
Hexenbecher Schwarzwälder Kirsch,1 Portion ,249.0,10.6,34.0,4.5,Ablig Feinfrost
Hexen-Toffee,100.0,340.0,20.0,36.0,3.9,Ablig Feinfrost
Hexenbecher Cocktail,100.0,203.0,11.0,22.0,3.4,Ablig Feinfrost
Softeis Moskauer Art,1 Becher ,88.0,2.5,14.0,2.2,Ablig Feinfrost
Hexenkuss,1 Portion ,150.0,11.0,11.0,1.5,Ablig Feinfrost
Hexenbecher Erdbeer,100.0,140.0,4.1,24.0,1.5,Ablig Feinfrost
Rindersaftschinken ,100.0,89.0,1.3,0.4,19.0,Ablinger
Pikantwurst,100.0,256.0,23.0,0.1,11.0,Ablinger
Pfefferkarree,100.0,165.0,9.0,0.4,20.0,Ablinger
Salzburger Rauchschinken ,100.0,95.0,1.4,0.4,19.0,Ablinger
Festtagsschinken,100.0,162.0,9.2,0.9,19.0,Ablinger
Original Schwarzwälder Schinken,1 Scheibe ,24.0,1.4,0.1,2.7,Abraham
Serrano,1 Scheibe ,31.0,1.6,0.1,4.0,Abraham
Serrano Schinken ,1 Scheibe ,33.0,1.7,0.1,4.3,Abraham
Schwarzwälder Schinken,100.0,208.0,12.0,1.0,24.0,Abraham
Schwarzwälder Schinken Herzhaft Geräuchert ,100.0,208.0,12.0,1.0,24.0,Abraham
Prosciutto Crudo,1 Scheibe ,29.0,1.6,0.1,3.6,Abraham
Bauernschinken,1 Scheibe ,25.0,1.4,0.1,3.1,Abraham
Serrano Schinken,100.0,232.0,12.0,1.0,30.0,Abraham
Knochenschinken,1 Scheibe ,45.0,2.6,0.2,5.1,Abraham
Sportler Schinken,100.0,139.0,3.0,1.0,27.0,Abraham
Bauernschinken,100.0,220.0,12.0,1.0,27.0,Abraham
Schinkenspeck,1 Scheibe ,20.0,1.3,0.1,1.9,Abraham
Kernschinken,1 Scheibe ,38.0,2.1,0.2,4.6,Abraham
Katenschinken,100.0,214.0,14.0,1.0,21.0,Abraham
Schinken Mild Geräuchert ,100.0,114.0,2.0,1.0,23.0,Abraham
Landschinken Mild Geräuchert (11.4g),1 Scheibe ,24.0,1.4,0.1,2.7,Abraham
Landschinken Mild Geräuchert,100.0,208.0,12.0,1.0,24.0,Abraham
Serrano Minis,100.0,173.0,5.0,1.0,31.0,Abraham
Sportler Schinken,1 Portion ,57.0,1.0,0.5,11.5,Abraham
Katenschinken Mild Geräuchert,100.0,208.0,12.0,1.0,24.0,Abraham
Leicht-Schinken,100.0,139.0,3.0,1.0,27.0,Abraham
Kernschinken,100.0,198.0,10.0,1.0,26.0,Abraham
Ammerländer Kernschinken,100.0,225.0,13.0,1.0,26.0,Abraham
Savoyer Schinken,1 Scheibe ,45.0,2.9,0.2,4.6,Abraham
Zarter Leichter Genuss Rohschinken,1 Portion ,29.0,0.5,0.3,5.8,Abraham
Gourmet-Rohschinken Fettreduziert,100.0,139.0,3.0,1.0,27.0,Abraham
Schinken Mild Geräuchert,1 Scheibe ,16.0,0.3,0.1,3.1,Abraham
Serrano Minis,5 Scheiben ,40.0,1.2,0.2,7.2,Abraham
Leichter Genuss Rohschinken,100.0,114.0,2.0,1.0,23.0,Abraham
Schinkenspeck,100.0,223.0,15.0,1.0,21.0,Abraham
Prosciutto Crudo,100.0,224.0,12.0,1.0,28.0,Abraham
Schinkenwürfel,100.0,114.0,2.0,1.0,23.0,Abraham
Ardenner Kernschinken ,1 Scheibe ,36.0,2.0,0.2,4.4,Abraham
Bauernschinken Luftgetrocknet,100.0,238.0,14.0,1.0,27.0,Abraham
Bio Schinkenwürfel Mager,100.0,141.0,5.0,1.0,23.0,Abraham
Pfefferschinken,1 Scheibe  ,16.0,0.3,0.1,3.1,Abraham
Ammerländer Landschinken,1 Scheibe ,24.0,1.4,0.1,2.7,Abraham
Schwarzwälder Schinken (11.4g),1 Scheibe ,24.0,1.4,0.1,2.7,Abraham
Savoyer Schinken,100.0,230.0,12.0,0.5,30.0,Abraham
Landschinken Geräuchert,100.0,220.0,12.0,1.0,27.0,Abraham
Tapitas Serrano Schinken,6 Scheiben ,48.0,1.4,0.3,8.7,Abraham
Edelschinken ,100.0,114.0,2.0,1.0,23.0,Abraham
Schwarzwälder Schinken (17g),1 Scheibe ,35.0,2.0,0.2,4.1,Abraham
Landschinken Luftgetrocknet,100.0,204.0,12.0,1.0,23.0,Abraham
Bio Schinkenwürfel Mild Geräuchert,100.0,250.0,18.0,1.0,21.0,Abraham
Pfefferschinken,100.0,139.0,3.0,1.0,27.0,Abraham
Hähnchenbrust Gepökelt und Geräuchert ,100.0,121.0,2.3,1.0,24.0,Abraham
Jamon Iberico De Cebo,100.0,322.0,22.0,1.0,30.0,Abraham
Sockeye Wildlachs,100.0,133.0,5.0,0.1,22.0,Abrahams
Räucherlachs,100.0,207.0,14.0,0.1,20.1,Abrahams
Senf-Dill-Soße,100.0,267.0,9.8,39.1,2.5,Abrahams
Gravadlachs,100.0,200.0,12.9,2.1,18.9,Abrahams
Bio Räucherlachs,100.0,128.0,5.4,0.1,19.6,Abrahams
Stremellocken,100.0,215.0,14.4,0.0,21.3,Abrahams
Vodka,100.0,230.0,0.0,0.0,0.0,Absolut
Gouda Mild Leicht 17% Fett Absolut,1 Scheibe ,92.0,5.6,0.1,10.3,Absolut
Mini Babybel Absolut Light,1 1 Stück  ,39.0,1.9,0.1,5.4,Absolut
"Kräuterquark 2,2% Fett Absolut",100.0,71.0,2.2,3.8,8.9,Absolut
Gelatine Pulver,100.0,380.0,0.05,0.5,90.0,Abtei
Magnesium 400,1 Tablette  ,0.0,0.0,0.0,0.0,Abtei
Energie Gel ,1 Portion ,103.0,0.1,24.5,0.1,Abtei
Magnesium + Kalium ,1 brausetablette,0.0,0.0,0.0,0.0,Abtei
Kieselerde Intensiv Kapseln,1 Kapsel,0.0,0.0,0.0,0.0,Abtei
Pink Grapefruit,100.0,19.0,0.0,4.3,0.0,Acáo
Quitte Zitrone,100.0,19.0,0.0,4.6,0.0,Acáo
Granatapfel ,100.0,19.0,0.0,4.4,0.0,Acáo
Mate Himbeere,100.0,18.0,0.0,4.4,0.0,Acáo
"Quitte, Zitrone + Guarana",100.0,18.0,0.1,4.6,0.1,Acáo
Maracuja Ingwer,100.0,19.0,0.0,4.3,0.0,Acáo
Tortillas,1 Tortilla ,123.0,3.5,18.5,3.6,Acapulco
6 Tortillas,100.0,334.0,9.6,51.9,9.1,Acapulco
Tortilla Chips Chili,100.0,480.0,22.0,63.0,6.7,Acapulco
Tortilla Chips Sea Salt,100.0,480.0,22.0,63.0,6.7,Acapulco
Tortillas Nature,100.0,334.0,9.6,52.0,9.1,Acapulco
Tortillas Source of Fibre,100.0,335.0,8.7,53.0,8.5,Acapulco
Hagebuttenpulver,100.0,220.0,1.6,49.0,3.0,Achterhof
Kurkuma Pulver,100.0,356.0,9.9,58.2,7.8,Achterhof
Ashwagandha,100.0,277.0,0.3,47.0,3.7,Achterhof
Bio Gerstengras Pulver,100.0,216.0,2.8,26.0,21.8,Achterhof
Bio Reisprotein,100.0,404.0,6.6,0.1,83.0,Achterhof
Erbsenprotein,100.0,379.0,3.0,3.9,80.0,Achterhof
Bio Kakao Pulver,100.0,330.0,11.0,14.5,28.1,Achterhof
Bambusfasern,100.0,199.0,0.4,0.1,0.2,Achterhof
Wasser,1 glas ,0.0,0.0,0.0,0.0,Acqua Panna
Sahne Joghurt Mild Pfirsich Panna Cotta,100.0,143.0,9.0,12.0,2.5,Acqua Panna
Professional Protein Bar Panna Cotta Krokant,1 Riegel ,288.0,9.6,26.0,28.0,Acqua Panna
Sahne Joghurt Mild Himbeer Panna Cotta,100.0,141.0,9.0,11.5,2.5,Acqua Panna
Professional Protein Bar Panna Cotta Krokant ,100.0,411.0,14.0,37.0,40.0,Acqua Panna
Sahne Joghurt Mild Kirsch Panna Cotta,100.0,152.0,8.7,15.1,2.4,Acqua Panna
Sahne Joghurt Mild Aprikose Panna Cotta,100.0,146.0,8.7,13.7,2.4,Acqua Panna
Sahne Joghurt Erdbeer Panna Cotta,1 Becher ,228.0,12.9,22.7,3.6,Acqua Panna
Sahne Joghurt Pfirsich Panna Cotta,100.0,152.0,8.7,15.1,2.4,Acqua Panna
Sahne Joghurt Haselnuss Panna Cotta,100.0,157.0,9.9,14.2,2.7,Acqua Panna
Sahne Joghurt Mango Panna Cotta,100.0,141.0,9.0,11.6,2.5,Acqua Panna
Grand Dessert Typ Panna Cotta,100.0,109.0,4.3,15.0,2.5,Acqua Panna
Chunky Flavour Waldfrucht Panna Cotta,100.0,253.0,1.2,31.1,2.6,Acqua Panna
100% Dairy Whey - Panna Cotta,100.0,381.0,4.1,5.5,80.3,Acqua Panna
Sahne Joghurt Mandarine Panna Cotta,100.0,149.0,8.8,14.1,2.5,Acqua Panna
Sahne Joghurt Pfirsich Panna Cotta,1 Becher ,218.0,12.9,21.3,3.75,Acqua Panna
Sahne Joghurt Kirsch Panna Cotta,100.0,148.0,9.0,13.4,2.5,Acqua Panna
Chunky Flavour Himbeer Panna Cotta,100.0,230.0,0.5,22.0,2.7,Acqua Panna
Espresso Con Panna - Doppio - Double,1 Portion,73.0,6.3,2.6,1.4,Acqua Panna
Sahne Joghurt Heidelbeer Panna Cotta ,100.0,152.0,8.8,14.6,2.5,Acqua Panna
