Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Tofu & Seitan Wiener,100.0,257.0,15.0,4.1,26.0,Treiber Tofu
Wikinger Grill Tofu ,100.0,197.0,11.0,3.0,18.0,Treiber Tofu
Champignon Räucher-Tofu,100.0,165.0,11.0,1.6,13.9,Treiber Tofu
Bio Tofu Chili,100.0,113.0,6.3,1.5,12.0,Treiber Tofu
Mountain Love Tofu,100.0,235.0,19.0,3.0,12.0,Treiber Tofu
Tofu Asia Style,100.0,157.0,8.5,4.8,14.0,Treiber Tofu
Bio Tofu Klassik,100.0,113.0,5.9,0.9,13.1,Treiber Tofu
Lasagne mit Tofu,100.0,311.0,4.1,48.3,11.5,Treiber Tofu
Silken Tofu Firm,100.0,56.0,2.6,0.6,7.1,Treiber Tofu
Bio Tofu Kräuter ,100.0,128.0,7.1,0.7,15.0,Treiber Tofu
Bio-Tofu-Hack,100.0,254.0,18.0,1.3,21.0,Treiber Tofu
Salat Tofu + Quinoa,100.0,68.0,2.4,8.3,3.0,Treiber Tofu
Tofu Aufschnitt Salamito,100.0,212.0,6.4,10.8,27.8,Treiber Tofu
Bio Tofu Geräuchert,100.0,132.0,7.0,1.4,14.5,Treiber Tofu
Nigari Tofu Madagaskar,100.0,140.0,9.6,1.8,13.6,Treiber Tofu
Nigari Tofu Gemüse ,100.0,127.0,7.0,2.3,14.3,Treiber Tofu
Tofu & Seitan Wiener,100.0,257.0,15.0,4.1,26.0,Treiber Tofu
Tofu Al Pomodoro,100.0,237.0,16.0,5.0,17.0,Treiber Tofu
Bio Räucher-Tofu,100.0,138.0,8.0,1.9,14.0,Treiber Tofu
Räucher Tofu Schnittfest,100.0,188.0,10.6,1.3,20.7,Treiber Tofu
Specky Räucher-Tofu,100.0,166.0,10.0,3.0,15.5,Treiber Tofu
Indian Curry Tofu,100.0,112.0,8.5,2.2,11.7,Treiber Tofu
Mandel-Sesam Tofu,100.0,185.0,10.7,3.3,18.8,Treiber Tofu
Tofu-Bratlinge Gemüse,100.0,182.0,6.7,11.2,17.3,Treiber Tofu
"Tofu-Burger ""Classic""",100.0,252.0,15.2,16.6,9.8,Treiber Tofu
Real Smoked Tofu ,100.0,181.0,10.7,0.6,20.6,Treiber Tofu
Räucher Tofu (Bio),100.0,125.0,5.6,5.0,13.5,Treiber Tofu
Tofu Aufschnitt Paprika,100.0,209.0,12.1,3.4,20.4,Treiber Tofu
Tofu Bio Premium,100.0,128.0,8.0,0.8,14.0,Treiber Tofu
Bio Tofu Geräuchert ,100.0,186.0,10.6,1.3,20.7,Treiber Tofu
Tofu Chicken Masala,100.0,185.0,12.8,1.8,15.2,Treiber Tofu
Bio Tofu Natur,100.0,143.0,8.5,0.0,16.0,Treiber Tofu
Salat Quinoa Tofu,100.0,136.0,7.4,12.3,4.2,Treiber Tofu
Bio Tofu Natur,100.0,122.0,7.1,0.5,12.0,Treiber Tofu
Tofu Salat Sunshine,100.0,187.0,16.4,2.1,7.0,Treiber Tofu
Vegetarische Tofu-Bratstreifen,100.0,268.0,16.3,5.0,23.6,Treiber Tofu
Vegetarische Tofu-Würstchen,1 Würstchen ,56.0,2.7,1.0,6.8,Treiber Tofu
Quinoa Tofu Salat ,100.0,102.0,5.2,9.2,4.0,Treiber Tofu
Bio Tofu Geschnetzeltes ,100.0,279.0,19.0,1.2,24.0,Treiber Tofu
Bio Tofu Geräuchert,100.0,186.0,10.6,1.3,20.7,Treiber Tofu
Bio Tofu Chili,100.0,102.0,6.4,0.8,10.0,Treiber Tofu
Bio Tofu Geräuchert,100.0,186.0,11.0,1.3,21.0,Treiber Tofu
Bio-Tofu Geräuchert ,100.0,138.0,8.0,1.9,14.0,Treiber Tofu
Bio Tofu Natur,100.0,137.0,8.0,0.7,15.0,Treiber Tofu
Bio Tofu Pflanzlich ,100.0,143.0,8.0,0.4,16.0,Treiber Tofu
Bio-Tofu Geräuchert,100.0,164.0,9.5,0.7,18.0,Treiber Tofu
Tofu Lange Wiener,100.0,265.0,20.1,6.8,14.8,Treiber Tofu
Deep Fried Tofu,100.0,110.0,6.2,1.3,12.2,Treiber Tofu
Bio Tofu Natur ,100.0,128.0,7.0,1.6,14.0,Treiber Tofu
Tofu Omelett Gemüse,100.0,157.0,10.0,3.0,12.0,Treiber Tofu
Tofu Sesam Mandel,100.0,156.0,11.0,0.9,13.0,Treiber Tofu
Erdnuss Eiweiß Tofu,100.0,215.0,15.0,0.5,15.0,Treiber Tofu
Chili Con Tofu,100.0,101.0,4.1,10.9,3.7,Treiber Tofu
Tofu Indische Art,100.0,151.0,6.8,9.2,13.0,Treiber Tofu
Bio Tofu Natur,100.0,129.0,7.5,1.8,13.0,Treiber Tofu
Orient-Tofu Wildzauber,100.0,194.0,14.3,2.2,13.0,Treiber Tofu
Bio Tofu Natur ,100.0,129.0,7.5,1.8,13.0,Treiber Tofu
Bio Tofu Rosso,100.0,160.0,10.0,3.6,14.0,Treiber Tofu
Bio Tofu Olive,100.0,141.0,8.6,0.6,14.0,Treiber Tofu
Bio Tofu Natur,100.0,149.0,9.0,0.7,16.0,Treiber Tofu
Bio Tofu Geräuchert,100.0,154.0,10.0,0.7,14.0,Treiber Tofu
Veganes Tofu-Sandwich,1 Portion,758.0,30.9,85.2,31.2,Treiber Tofu
Basilikum Tofu,100.0,102.0,5.2,4.0,9.8,Treiber Tofu
Tofu Natur,100.0,122.0,7.7,0.7,12.5,Treiber Tofu
Tofu Geräuchert,1 Portion ,163.0,9.7,1.6,16.9,Treiber Tofu
Bärlauch Tofu,100.0,108.0,6.6,0.6,10.9,Treiber Tofu
Tofu-Bratwürstchen,100.0,247.0,13.6,2.3,27.8,Treiber Tofu
Tofu Classic,100.0,106.0,5.3,0.2,13.1,Treiber Tofu
Räucher-Tofu,100.0,198.0,11.0,0.8,22.0,Treiber Tofu
Tofu Queen,100.0,195.0,9.6,13.5,12.0,Treiber Tofu
Paprika Tofu,100.0,108.0,6.6,1.2,10.3,Treiber Tofu
Tofu Natur,100.0,159.0,9.9,0.6,16.1,Treiber Tofu
Tofu Natur,100.0,105.0,5.3,2.9,10.6,Treiber Tofu
Tofu Rostbräterle,100.0,235.0,14.1,9.6,17.4,Treiber Tofu
Tofu Basilikum,100.0,199.0,13.0,1.8,18.0,Treiber Tofu
Tofu Geschnetzeltes,100.0,316.0,21.5,2.9,26.1,Treiber Tofu
Tofu Grillknacker,100.0,225.0,16.2,6.5,13.4,Treiber Tofu
Tofu Bratwurst ,100.0,237.0,14.0,4.1,25.0,Treiber Tofu
Tofu Natur,100.0,136.0,7.9,1.1,15.0,Treiber Tofu
Tofu Gulasch,100.0,199.0,12.0,2.6,18.0,Treiber Tofu
Tofu Natur,100.0,129.0,6.2,3.1,15.1,Treiber Tofu
Tofu Paprika,100.0,135.0,6.6,4.5,13.0,Treiber Tofu
Tofu Natur,100.0,132.0,8.0,0.5,14.0,Treiber Tofu
Sansibar Tofu,100.0,140.0,9.6,1.8,13.6,Treiber Tofu
Tofu Natur,100.0,137.0,8.0,0.7,15.0,Treiber Tofu
Tofu Spinacia,100.0,155.0,8.1,1.6,18.0,Treiber Tofu
Tofu Würstchen,100.0,249.0,14.0,4.1,25.0,Treiber Tofu
Tofu Basilikum ,100.0,163.0,14.0,0.4,8.6,Treiber Tofu
Tofu Schnittfest,100.0,128.0,7.0,1.6,14.2,Treiber Tofu
Quinoa & Tofu,100.0,79.0,2.8,10.0,2.9,Treiber Tofu
Tofu Natur,100.0,115.0,8.1,0.0,10.0,Treiber Tofu
Tofu Mandelnuss,100.0,182.0,12.7,1.0,14.2,Treiber Tofu
Räucher-Tofu ,100.0,134.0,8.3,0.8,14.0,Treiber Tofu
Tofu-Veganelen,100.0,188.0,14.7,1.5,11.8,Treiber Tofu
Tofu Curcuma,100.0,172.0,9.8,1.9,18.0,Treiber Tofu
Tofu-Bratlinge,100.0,201.0,8.8,6.3,22.0,Treiber Tofu
Tofu Wiener,100.0,215.0,11.3,7.6,20.7,Treiber Tofu
Tofu Geschnetzeltes,100.0,182.0,12.6,1.0,15.6,Treiber Tofu
Tofu Premium,100.0,156.0,9.4,0.6,16.4,Treiber Tofu
Natur-Tofu,100.0,162.0,9.8,0.6,17.0,Treiber Tofu
Tofu Basilikum,100.0,151.0,10.0,1.0,14.0,Treiber Tofu
Chinese Tofu,100.0,51.0,2.2,2.1,5.6,Treiber Tofu
Tofu Geräuchert,100.0,128.0,7.8,0.7,13.0,Treiber Tofu
Tofu Natur,100.0,119.0,6.7,1.3,13.0,Treiber Tofu
Tofu Geräuchert,100.0,163.0,9.2,1.5,18.0,Treiber Tofu
Tofu Geräuchert,100.0,131.0,7.0,1.4,14.5,Treiber Tofu
Tofu Geräuchert,100.0,150.0,9.1,0.4,16.0,Treiber Tofu
Hildegard Tofu,100.0,207.0,16.0,1.5,14.2,Treiber Tofu
Tofu Natur,100.0,116.0,7.1,0.5,12.0,Treiber Tofu
Tofu India,100.0,191.0,9.5,9.6,15.6,Treiber Tofu
Schnittfester Tofu,100.0,143.0,8.0,0.4,16.1,Treiber Tofu
Tortelloni Tofu,100.0,309.0,4.9,54.0,9.7,Treiber Tofu
Tofu Natur,100.0,114.0,6.7,0.6,12.0,Treiber Tofu
Silken Tofu,100.0,46.0,1.9,1.5,5.3,Treiber Tofu
Tofu Natur,100.0,126.0,8.9,0.9,14.2,Treiber Tofu
Tofu Natur,100.0,122.0,7.1,0.5,12.0,Treiber Tofu
Tofu Kräuter ,100.0,188.0,12.0,1.6,17.0,Treiber Tofu
Räucher Tofu,100.0,188.0,10.6,1.3,20.7,Treiber Tofu
Räucher Tofu,100.0,160.0,9.1,0.6,18.0,Treiber Tofu
Tofu Basilikum,100.0,149.0,10.1,0.8,12.3,Treiber Tofu
Tofu Räucher ,100.0,142.0,9.2,0.5,14.3,Treiber Tofu
Tofu Natur,100.0,160.0,9.8,0.5,16.7,Treiber Tofu
Tofu Geräuchert ,100.0,134.0,8.3,0.8,13.6,Treiber Tofu
Geräucherter Tofu,100.0,150.0,8.7,2.4,16.8,Treiber Tofu
Tofu Basilico,100.0,199.0,13.0,1.8,18.0,Treiber Tofu
Tofu Kräuter,100.0,113.0,5.8,1.6,13.2,Treiber Tofu
Tofu Natur,100.0,119.0,7.2,0.8,12.0,Treiber Tofu
Tofu Paprika,100.0,135.0,6.6,4.5,13.0,Treiber Tofu
Tofu Basilikum,100.0,186.0,12.0,1.6,17.0,Treiber Tofu
Tofu-Bratwürstchen,100.0,247.0,13.6,2.3,27.8,Treiber Tofu
Erdnuss-Tofu,100.0,215.0,17.0,0.5,15.0,Treiber Tofu
Räucher Tofu,1 Portion  ,188.0,10.6,1.3,20.7,Treiber Tofu
Tofu Erdnuss,100.0,215.0,17.0,0.5,15.0,Treiber Tofu
Tofu Basilikum ,100.0,149.0,10.0,0.8,12.0,Treiber Tofu
Tofu-Würstchen,100.0,252.0,17.0,7.0,17.0,Treiber Tofu
Räucher Tofu,100.0,128.0,7.3,1.0,14.0,Treiber Tofu
Tofu Curry,100.0,132.0,8.5,2.2,12.0,Treiber Tofu
Tofu Natur ,100.0,119.0,6.7,1.3,13.0,Treiber Tofu
Tofu,100.0,143.0,8.0,0.4,16.0,Treiber Tofu
Tofu,100.0,119.0,5.8,1.2,14.0,Treiber Tofu
Tofu,100.0,162.0,9.8,0.6,17.0,Treiber Tofu
Tofu,100.0,171.0,11.0,2.0,15.0,Treiber Tofu
Tofu ,100.0,119.0,6.7,1.3,13.0,Treiber Tofu
Tofu,100.0,119.0,7.2,0.8,12.0,Treiber Tofu
Tofu,100.0,138.0,8.0,0.7,15.4,Treiber Tofu
Tofu,100.0,132.0,7.5,1.0,15.0,Treiber Tofu
Tofu,100.0,229.0,13.9,1.7,22.6,Treiber Tofu
Cocoa Coconut,1 Riegel ,236.0,12.7,20.3,9.0,Trek
Banana Bread ,1 Riegel ,208.0,9.5,19.8,10.2,Trek
Cocoa Oat ,1 Riegel ,227.0,11.0,21.9,9.2,Trek
Protein Nut Bar Dark Chocolate & Sea Salt,Riegel ,213.0,14.9,6.9,10.3,Trek
Cocoa Chaos ,1 Riegel ,186.0,3.5,27.3,10.0,Trek
Cocoa Chaos,100.0,338.0,6.3,49.6,18.2,Trek
Südtiroler Schüttelbrot,100.0,348.0,3.0,68.4,7.4,Trenker
Vinschgauer Natur,100.0,248.0,1.5,48.2,7.3,Trenker
Laugenperlen,100.0,383.0,6.8,67.0,11.4,Trenker
Grana Padano,100.0,398.0,29.0,0.0,33.0,Trentin
Ricotta,100.0,105.0,6.5,2.6,9.0,Trentin
Pecorino Romano,100.0,384.0,32.0,0.0,26.0,Trentin
Burratina,100.0,240.0,17.0,0.8,14.4,Trentin
Parmigiano Reggiano,100.0,402.0,30.0,0.0,32.0,Trentin
Scamorza Affumicata,100.0,247.0,17.0,1.6,22.0,Trentin
Omas Schwäbische Spätzle,100.0,373.0,3.3,68.6,15.3,Tress
Bandnudeln,100.0,373.0,3.3,68.6,15.3,Tress
Suppennudeln,100.0,367.0,3.0,68.0,15.0,Tress
Nudelreis,100.0,367.0,3.0,68.0,15.0,Tress
Schabspätzle,100.0,373.0,3.3,68.6,15.3,Tress
Bio Thai Nudelsuppe,100.0,77.0,4.2,7.3,1.7,Tress
Bunte Nudeln,100.0,373.0,3.3,68.6,15.3,Tress
Dinkel Spiralen,100.0,344.0,2.8,60.7,14.4,Tress
Dinkel Spätzle,100.0,351.0,2.0,67.0,13.0,Tress
Muschel Nudeln ,100.0,373.0,3.3,68.6,15.3,Tress
Balance ,100.0,154.0,0.8,30.0,4.9,Tress
Veganes Soja Gulasch,100.0,118.0,4.1,14.0,4.2,Tress Brüder
Veganes Curry Typ Butter Chicken,100.0,141.0,7.1,13.0,4.3,Tress Brüder
Bio Kürbis Kokos Suppe ,100.0,62.0,3.6,5.8,0.9,Tress Brüder
Bio Linsen Curry Suppe,100.0,78.0,1.6,10.0,4.4,Tress Brüder
Veganes Pilz Geschnetzeltes,100.0,148.0,7.2,15.0,5.1,Tress Brüder
Veganes Chili Sin Carne,100.0,118.0,3.3,15.0,4.5,Tress Brüder
Bio Tomaten Basilikum Suppe,100.0,38.0,1.0,5.8,0.7,Tress Brüder
Bio Linseneintopf mit Balsamico,100.0,80.0,2.6,9.8,3.8,Tress Brüder
Veganes Rotes Thai Curry,100.0,152.0,7.8,15.0,4.5,Tress Brüder
Bio Gulasch Eintopf mit Paprika ,100.0,101.0,6.4,6.5,3.3,Tress Brüder
Bio Pilz Suppe,100.0,96.0,7.5,4.5,1.7,Tress Brüder
Erbsen Eintopf,100.0,46.0,0.3,7.1,2.5,Tress Brüder
Bio Thai Süsskartoffelsuppe,100.0,61.0,1.5,10.5,0.8,Tress Brüder
Bio Kartoffel Suppe,100.0,41.0,0.7,7.2,0.9,Tress Brüder
Orientalisches Linsen Curry,100.0,130.0,2.3,20.0,5.4,Tress Brüder
Paccheri,100.0,257.0,0.6,52.3,9.1,Tressini
Triangoli Pfifferling,100.0,178.0,4.3,25.9,8.1,Tressini
Mezzalune Lachs,100.0,191.0,3.2,28.3,11.1,Tressini
Quadrone Steinpilz,100.0,225.0,5.5,33.2,9.6,Tressini
Sirup Orange-Mandarine,100.0,18.0,0.1,4.2,0.1,Tri Top
Sirup Kirsche,100.0,17.0,0.1,3.9,0.1,Tri Top
Sirup Himbeere ,100.0,78.0,0.0,17.0,0.0,Tri Top
Pink Grapefruit,100.0,18.0,0.0,4.0,0.0,Tri Top
Sirup Schwarze Johannisbeere ,100.0,16.0,0.1,3.7,0.1,Tri Top
Sirup Cola-Mix,100.0,152.0,0.0,36.0,0.0,Tri Top
Sirup Pfirsich-Maracuja,100.0,16.0,0.1,3.7,0.1,Tri Top
Sirup Holunderblüte,100.0,15.0,0.1,3.4,0.1,Tri Top
Sirup Waldmeister ,100.0,12.0,0.0,2.7,0.0,Tri Top
Sirup Beeren-Mix,100.0,15.0,0.0,3.4,0.0,Tri Top
Tri Blend,100.0,376.0,5.5,24.0,51.0,Tri Top
Top,1 Riegel ,106.0,5.3,13.2,1.1,Tri Top
Top,100.0,94.0,3.0,13.3,2.8,Tri Top
Choc Salt Caramel Riegel,100.0,472.0,25.0,48.0,11.0,Tribe
Türkisch Pfeffer,100.0,373.0,0.0,93.0,0.0,Trimex
Gourmet Brownie,1 Brownie ,338.0,14.0,35.0,18.0,Tri-O-Plex
Carb Control White Cookie-O,100.0,396.0,14.1,27.0,45.0,Tri-O-Plex
"O-Saft Frisch Gepresst - 0,33L",100.0,47.0,0.2,8.3,1.0,Tri-O-Plex
"O-Saft Frisch Gepresst - 0,2L",100.0,111.0,0.5,19.0,2.3,Tri-O-Plex
Pro-Plex Erdbeer-Joghurt,1 Riegel ,127.0,3.9,12.3,9.8,Tri-O-Plex
Pro-Plex Cookies & Cream,1Riegel ,140.0,5.3,12.0,12.0,Tri-O-Plex
Pro-Plex Protein Bar,1 riegel ,136.0,3.5,14.0,11.0,Tri-O-Plex
Protein Choc Cookie-O,100.0,574.0,43.0,28.0,22.0,Tri-O-Plex
H²O Apfel-Kiwi,100.0,15.0,0.0,3.7,0.0,Tri-O-Plex
Whey Plex Schoko,100.0,379.0,8.3,6.3,69.7,Tri-O-Plex
Saure Glühwürmchen,100.0,335.0,0.0,78.0,4.3,Trolli
Apfelringe,100.0,335.0,0.0,77.0,4.4,Trolli
Dinorex,100.0,344.0,0.0,84.0,0.2,Trolli
Mini Burger,100.0,339.0,0.1,77.0,5.5,Trolli
Pfirsichringe,100.0,336.0,0.0,78.0,4.8,Trolli
Glotzer,100.0,315.0,0.2,72.0,3.8,Trolli
Fruchtgummi Mix ,100.0,335.0,0.1,77.0,5.1,Trolli
Colaflaschen,100.0,334.0,0.2,76.0,5.4,Trolli
Gummi Bears,100.0,337.0,0.2,75.5,6.9,Trolli
Dracula,100.0,339.0,0.1,79.0,5.2,Trolli
Rote Früchte Mini Ringe,100.0,336.0,0.0,79.0,4.5,Trolli
Squiggle Twist,100.0,333.0,0.1,75.0,5.8,Trolli
The Squiggles,100.0,334.0,0.1,76.0,5.9,Trolli
Bizzl Mix,100.0,348.0,0.0,84.9,0.1,Trolli
Wurrli,100.0,334.0,0.1,77.0,5.4,Trolli
Kiss,100.0,345.0,0.0,80.0,4.8,Trolli
Playmouse,100.0,337.0,0.1,77.0,5.4,Trolli
Milch Kuh,100.0,357.0,0.3,82.0,5.6,Trolli
Saure Erdbeeren,100.0,351.0,0.1,85.0,0.2,Trolli
Fun For All,100.0,336.0,0.1,77.0,5.4,Trolli
Mmmh! Fruchtgummi,100.0,340.0,0.9,80.4,1.8,Trolli
Superbrain,100.0,328.0,0.1,75.0,5.0,Trolli
Haifische,100.0,336.0,0.1,77.0,5.2,Trolli
Peach Mallow,100.0,346.0,0.0,84.0,2.3,Trolli
Apfelgarten,100.0,346.0,0.0,84.0,0.2,Trolli
Bunte Kuh,100.0,335.0,0.1,81.0,0.9,Trolli
Spaghetti Sour,100.0,349.0,0.4,82.0,2.6,Trolli
Vitamin Gummis,100.0,334.0,0.2,76.0,5.3,Trolli
Bytes,100.0,336.0,0.1,75.0,7.5,Trolli
Choco Bananas ,100.0,379.0,4.5,82.0,2.3,Trolli
Spaghettini Sour,100.0,349.0,0.4,82.0,2.6,Trolli
Happy Bears Day,100.0,338.0,0.2,77.0,5.4,Trolli
Wine Gums,100.0,346.0,0.1,79.0,5.8,Trolli
Lakritz Mix,100.0,343.0,0.1,82.0,4.0,Trolli
Sour Stixi,100.0,333.0,0.1,75.0,4.7,Trolli
Hot Dog,100.0,338.0,0.1,77.0,5.5,Trolli
Pingummi,100.0,336.0,0.1,78.0,4.3,Trolli
Yoghurt Fruit Gums,100.0,335.0,0.2,79.0,2.6,Trolli
Applemallow,100.0,352.0,0.2,85.0,2.1,Trolli
Hasenparty,100.0,335.0,0.1,77.0,5.2,Trolli
Blob,100.0,337.0,0.1,78.0,4.6,Trolli
Für Dich von Ganzem Herzen ,100.0,331.0,0.1,77.0,5.3,Trolli
Yofruit,100.0,334.0,0.2,76.0,4.4,Trolli
Lakritz Stark,100.0,326.0,0.1,78.0,3.1,Trolli
Soft & Fruity,100.0,343.0,0.3,78.0,5.5,Trolli
Walderdbeeren,100.0,334.0,0.1,76.0,6.0,Trolli
