Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Sweet Chili Linsen Chips,100.0,463.0,19.0,60.0,12.0,Heimatgut
Mandelmus Weiss,100.0,665.0,58.0,5.9,26.0,Heimatgut
Erdnussmus Crunchy,100.0,632.0,51.0,9.8,31.0,Heimatgut
Tortilla Rolls Meersalz,100.0,502.0,26.0,59.0,6.0,Heimatgut
Schokolade Kokos Chips,100.0,609.0,45.4,44.3,5.9,Heimatgut
Frucht & Nuss Dattel Kakao,100.0,407.0,17.0,48.0,11.0,Heimatgut
Grünkohl Chips ,100.0,596.0,49.5,25.8,17.9,Heimatgut
Erdnuss Quinoa Flips,100.0,446.0,20.0,55.0,9.9,Heimatgut
Quinoa Laugen Sticks,100.0,368.0,7.6,63.0,10.0,Heimatgut
Vegan Protein Bar Chocolate Hazelnut,100.0,525.0,33.0,34.0,21.0,Heimatgut
Cashewmus,100.0,620.0,48.0,25.0,20.0,Heimatgut
Cacao Nibs,100.0,559.0,38.5,42.9,10.3,Heimatgut
Kokos Chips ,100.0,645.0,50.0,43.0,4.0,Heimatgut
Reis Pops ,100.0,453.0,20.8,54.1,8.3,Heimatgut
Erdnuss Haferflips,100.0,463.0,20.0,58.0,10.0,Heimatgut
Wirsingchips Sour Cream & Onion,1 Packung ,140.0,7.4,5.0,9.0,Heimatgut
Karamell Kokoschips,100.0,603.0,44.4,45.5,5.3,Heimatgut
Erdnuss Quinoa Flips ,1 Portion ,139.0,6.3,16.8,3.0,Heimatgut
Hafersticks,100.0,422.0,9.8,71.0,9.1,Heimatgut
Original Protein Flips,100.0,383.0,11.8,44.3,20.2,Heimatgut
Jagdwurst,100.0,263.0,22.6,1.3,13.6,Heimatland
Mettwurst Fein ,100.0,480.0,47.6,1.6,11.4,Heimatland
Knacker mit Kümmel,100.0,264.0,19.8,1.0,20.5,Heimatland
Echte Pfefferbeißer,100.0,303.0,24.8,0.5,19.7,Heimatland
Käse-Bockwurst,100.0,310.0,28.0,1.0,13.5,Heimatland
Deftige Paprikabeißer,100.0,323.0,28.0,0.7,17.0,Heimatland
Delikatess Bockwurst ,100.0,324.0,30.1,1.5,11.8,Heimatland
Gelbwurst,100.0,293.0,27.4,0.9,10.7,Heimatland
Hausmacher-Krakauer,100.0,272.0,23.6,0.6,14.2,Heimatland
 Fleischwurst ,100.0,302.0,28.1,1.1,11.1,Heimatland
Weizenmehl Type 405,100.0,340.0,1.0,71.0,9.8,Heimatsmühle
Dinkel Vollkornmehl,100.0,334.0,2.0,61.0,12.0,Heimatsmühle
Schoko Müsli ,100.0,377.0,7.5,61.6,10.9,Heimatsmühle
Dinkelmehl Type 630,100.0,352.0,1.3,72.0,12.0,Heimatsmühle
Müsli Grundmischung,100.0,366.0,8.5,52.4,14.1,Heimatsmühle
Dinkel,100.0,338.0,2.7,62.4,11.6,Heimatsmühle
Beeren-Müsli,100.0,348.0,5.4,60.5,9.5,Heimatsmühle
Dinkeldunst Spätzlesmehl,100.0,347.0,2.5,64.0,13.0,Heimatsmühle
Sportiv Müsli,100.0,381.0,7.8,58.8,14.7,Heimatsmühle
Leinsaat,100.0,410.0,30.9,0.0,19.0,Heimatsmühle
Mühlenspätzle,100.0,373.0,3.3,68.6,15.3,Heimatsmühle
Kartoffelpfanne,100.0,104.0,4.2,11.0,4.3,Heimfrost
Penne Drei Käse,100.0,160.0,6.6,18.1,6.2,Heimfrost
Fischpfanne Nordische Art,100.0,79.0,3.2,8.9,3.8,Heimfrost
Puten-Dönerpfanne,100.0,149.0,8.8,3.8,13.0,Heimfrost
Mais,100.0,74.0,1.4,11.6,2.5,Heimfrost
Maiskolben,100.0,78.0,1.9,10.6,3.0,Heimfrost
Maultaschen,100.0,250.0,7.8,31.1,12.0,Heimfrost
Hähnchen Zwiebelkrüstchen,100.0,139.0,3.4,11.3,15.4,Heimfrost
Bier,1 Flasche ,132.0,0.0,11.55,1.65,Heineken
0.0,100.0,21.0,0.0,4.8,0.0,Heineken
Desperados,100.0,59.0,0.0,14.9,0.0,Heineken
Bier Alkoholfrei,100.0,21.0,0.0,4.8,0.0,Heineken
Desperados Mojito,100.0,62.0,0.0,7.0,0.0,Heineken
Apfel Räuber Cider,100.0,51.0,0.0,6.3,0.0,Heineken
"Heineken - 0,33L",1 Portion ,139.0,0.0,10.6,0.0,Heineken
Schokololly,1 Lolly ,79.0,4.5,8.6,1.0,Heinerle
Heinerle,100.0,493.0,34.3,39.9,4.0,Heinerle
Knusper Reis,100.0,380.0,0.5,89.8,3.7,Heinerle
Quark-Joghurt-Mandarinen-Kuchen,100.0,254.0,11.1,31.7,6.2,Heinersdorfer
Kirsch-Streuselkuchen,100.0,276.0,10.5,40.1,4.4,Heinersdorfer
Apfel-Streusel-Kuchen,100.0,213.0,6.8,34.0,2.8,Heinersdorfer
Käse-Kirsch-Kuchen,100.0,226.0,9.2,30.0,5.2,Heinersdorfer
Mohn-Streuselkuchen,100.0,354.0,14.3,50.1,5.8,Heinersdorfer
Käsekuchen,100.0,273.0,13.0,30.6,7.3,Heinersdorfer
Himbeer-Pudding-Kuchen,100.0,224.0,7.7,35.2,3.3,Heinersdorfer
Pflaumen-Streusel-Kuchen,100.0,221.0,8.1,31.9,2.7,Heinersdorfer
Käse-Torte,100.0,243.0,11.0,28.5,7.0,Heinersdorfer
Apfel-Streusel Torte,100.0,244.0,9.3,36.3,2.5,Heinersdorfer
Ragout Fin,100.0,134.0,10.0,2.0,8.0,Heine's
Kräuterleberwurst,100.0,353.0,33.0,1.0,13.0,Heine's
Picnics Classic,100.0,488.0,38.7,3.9,31.0,Heinrich Stumpf
G'streifte,100.0,302.0,26.1,2.4,14.2,Heinrich Stumpf
Gouda,100.0,335.0,27.0,0.0,23.0,Heinrichsthaler
Bärlauchkäse,100.0,326.0,26.0,0.0,23.0,Heinrichsthaler
Emmentaler Gerieben,100.0,381.0,29.0,3.0,27.0,Heinrichsthaler
Käsecreme,100.0,301.0,25.0,8.0,11.0,Heinrichsthaler
Emmen-Taler Reibe Käse,100.0,381.0,29.0,3.0,27.0,Heinrichsthaler
Chilikäse,100.0,326.0,26.0,0.1,23.0,Heinrichsthaler
Elbländer Nussig ,100.0,351.0,27.0,0.0,27.0,Heinrichsthaler
Tilsiter,100.0,321.0,25.0,0.1,24.0,Heinrichsthaler
Bierkäse,100.0,435.0,38.0,0.3,23.0,Heinrichsthaler
Butterkäse,100.0,352.0,28.0,0.1,25.0,Heinrichsthaler
Vegetarische Grillwürste Kräuter,100.0,299.0,23.0,3.0,20.0,Heinrichsthaler
Elbländer Pfeffer,100.0,351.0,27.0,0.1,27.0,Heinrichsthaler
Emmentaler,100.0,369.0,29.0,0.1,27.0,Heinrichsthaler
Käseaufschnitt Light,100.0,269.0,17.0,0.1,29.0,Heinrichsthaler
Grilltaler Natur,100.0,299.0,23.0,3.0,20.0,Heinrichsthaler
Tomato Ketchup,1 EL  ,18.0,0.1,4.0,0.2,Heinz
Tomato Ketchup,100.0,102.0,0.1,23.2,1.2,Heinz
Mayonnaise,100.0,644.0,70.0,3.0,0.8,Heinz
Baked Beans,100.0,79.0,0.2,12.9,4.7,Heinz
Zero Ketchup ,100.0,44.0,0.1,5.4,1.6,Heinz
Ketchup 50% Weniger Zucker ,100.0,64.0,0.1,12.0,1.4,Heinz
Tomato Ketchup Light,1 Portion ,13.0,0.1,2.7,0.1,Heinz
Tomaten Ketchup ohne Zucker ,100.0,44.0,0.1,5.4,1.6,Heinz
Curry Ketchup,100.0,108.0,0.2,23.6,1.2,Heinz
Beanz,100.0,81.0,0.4,15.5,4.8,Heinz
Curry Mango Sauce,100.0,328.0,28.0,18.0,1.6,Heinz
Pommes Frites Sauce,100.0,242.0,21.0,13.0,0.5,Heinz
Beanz ohne Zuckerzusatz,100.0,66.0,0.2,9.5,4.6,Heinz
Tomato Ketchup 50%,100.0,64.0,0.1,12.0,1.4,Heinz
American Burger Sauce,100.0,375.0,36.0,12.0,1.0,Heinz
Tomatenketchup,100.0,102.0,0.1,23.2,1.2,Heinz
Barbecue Sauce,100.0,142.0,0.2,34.0,0.8,Heinz
Knoblauch Sauce,100.0,371.0,35.0,11.0,1.9,Heinz
Mayonnaise das Original,100.0,644.0,70.0,3.0,0.8,Heinz
Sweet Chili Sauce,100.0,179.0,0.1,44.0,0.4,Heinz
Sandwich Spread Naturel,1 Portion ,35.0,2.8,2.2,0.2,Heinz
Curry Sauce ,100.0,259.0,21.0,16.0,1.4,Heinz
Tomato Soup,100.0,62.0,3.2,7.1,0.9,Heinz
Tomato Ketchup Bio,1 tsp ,21.0,0.1,4.7,0.2,Heinz
Asian Sauce With Soja,100.0,246.0,0.0,58.0,2.8,Heinz
Cream Of Tomato Soup ,100.0,54.0,2.3,7.2,0.9,Heinz
Smokey Baconnaise,100.0,497.0,51.6,5.6,1.6,Heinz
Schaschlik Sauce,100.0,120.0,0.4,28.0,1.2,Heinz
Steak Sauce ,100.0,126.0,0.2,29.0,1.2,Heinz
Beanz Hot Chili,100.0,89.0,0.4,14.4,4.8,Heinz
Tomato Passiert,100.0,36.0,0.1,7.3,1.5,Heinz
Hot Sauce Green Jalapeno,100.0,44.0,0.2,9.2,1.0,Heinz
American Sauce,100.0,404.0,37.0,17.0,1.7,Heinz
Sticky BBQ Sauce ,100.0,177.0,0.9,40.0,1.2,Heinz
Beanz Barbecue ,100.0,84.0,0.2,13.8,4.9,Heinz
Kids Tomato Ketchup,100.0,79.0,0.4,16.7,1.7,Heinz
Hot Sauce Chipotle & Garlic,100.0,45.0,0.2,7.9,1.8,Heinz
Curry Gewürz Ketchup Chili,100.0,119.0,0.5,27.0,0.8,Heinz
Mexican Beans,100.0,76.0,0.5,12.9,5.0,Heinz
Salad Cream,100.0,303.0,23.7,20.3,1.3,Heinz
Fiery Chilli Ketchup ,100.0,109.0,0.3,23.5,1.3,Heinz
100% Curry Gewürz Ketchup,100.0,116.0,0.3,27.0,0.7,Heinz
Beanz Bio,100.0,82.0,0.2,13.2,4.9,Heinz
Honig Senf Dressing,100.0,399.0,34.6,20.5,1.2,Heinz
Chili Sauce,100.0,79.0,0.0,18.0,1.0,Heinz
Asia Sauce,100.0,152.0,0.0,37.0,0.3,Heinz
Gebackene Bohnen Barbecue,100.0,74.0,0.4,12.2,3.7,Heinz
Exotic Sauce,100.0,173.0,1.5,39.0,0.4,Heinz
American Mustard Mild,100.0,118.0,5.0,9.3,5.4,Heinz
Joghurt Dressing,100.0,270.0,25.6,10.0,0.6,Heinz
Soja Sauce,100.0,179.0,0.1,41.0,3.8,Heinz
Tomaten Oliven Sauce,100.0,129.0,2.5,23.0,1.4,Heinz
Barbecue Sweet,100.0,172.0,0.1,41.0,0.8,Heinz
Korean Barbecue Sauce,100.0,174.0,0.9,39.1,1.1,Heinz
Street Food Zaziki,100.0,327.0,31.0,8.3,1.6,Heinz
Arrabbiata Pasta Sauce,100.0,71.0,3.7,6.2,1.4,Heinz
Jalapeño Chilli Ketchup,100.0,93.0,0.3,19.3,1.2,Heinz
Fajita Beanz,100.0,79.0,0.8,11.7,4.0,Heinz
Sandwich Spread Tomaat Lente-Ui,100.0,185.0,12.0,16.0,1.5,Heinz
Creamy Black Pepper Ranch Sauce,100.0,485.0,50.1,5.5,2.0,Heinz
Street Food Zwiebeln und Bacon,100.0,373.0,35.0,12.0,1.8,Heinz
American Steak Sauce,100.0,110.0,0.4,26.0,1.3,Heinz
Drei Pfeffer Sauce,100.0,423.0,40.2,12.5,1.9,Heinz
Barbecue Classic,100.0,129.0,0.2,29.0,1.0,Heinz
Macaroni Cheese,100.0,86.0,2.9,11.0,3.7,Heinz
Street Food Basilikum Getrocknete Tomate,100.0,93.0,0.5,19.0,1.4,Heinz
Jalapeño Salsa ,100.0,89.0,0.5,18.0,1.8,Heinz
Culinair Ketchup,100.0,105.0,0.1,24.0,1.4,Heinz
Sun-Dried Tomato Sauce,100.0,120.0,0.1,28.0,1.8,Heinz
Street Food Geräucherte Paprika und Zwiebeln ,100.0,363.0,34.0,12.0,1.6,Heinz
Street Food Jalapeño Salsa,100.0,89.0,0.5,18.0,1.8,Heinz
Sriracha Mix,100.0,571.0,60.0,8.3,0.2,Heinz
Hot Pepper ,100.0,39.0,0.2,6.5,0.5,Heinz
Pasta Sauce Bolognese,100.0,65.0,2.0,6.8,3.8,Heinz
Peri Peri,100.0,70.0,3.1,8.3,0.5,Heinz
Mexican Smokey & Fiery,100.0,109.0,0.3,24.0,1.0,Heinz
Coconut Lime Sauce,100.0,395.0,38.0,12.0,1.1,Heinz
Heinz Pommes Frites Sauce,1 Portion ,63.0,6.0,2.0,0.0,Heinz
Heinz Tomato Ketchup,1 Portion ,18.0,0.0,4.0,0.0,Heinz
Heinz Salat Mayonnaise,1 Portion ,94.0,10.0,1.0,0.0,Heinz
Rote Wurst ,100.0,279.0,25.9,0.2,11.7,Heinzelmann
Schwarzwälderschinken,100.0,238.0,15.0,0.5,19.0,Heinzelmann
Fleischsalat ,100.0,294.0,28.9,3.6,4.8,Heinzelmann
Bauernbratwurst,100.0,326.0,26.3,0.4,21.7,Heinzelmann
Kassler Rücken,100.0,154.0,8.9,0.2,16.5,Heinzelmann
Lyoner Gestiftelt,100.0,259.0,24.5,0.2,11.2,Heinzelmann
Nackte Oberländer ,100.0,250.0,23.1,0.2,11.6,Heinzelmann
Bierschinken,100.0,158.0,9.6,0.2,17.9,Heinzelmann
Pfefferbeisser,100.0,322.0,22.4,0.4,21.7,Heinzelmann
Zwiebelmettwurst,100.0,195.0,13.3,0.2,20.4,Heinzelmann
Feuer Griller,100.0,283.0,26.1,0.2,11.7,Heinzelmann
Hinterschinken Heinzi,100.0,137.0,6.7,0.5,19.0,Heinzelmann
Fleischwurst,100.0,276.0,25.5,0.2,12.2,Heinzelmann
Nuss-Schinken,100.0,144.0,8.9,0.2,16.5,Heinzelmann
Party Crevetten,100.0,88.0,1.0,0.0,18.0,Heiploeg
Pazific Garnelen,100.0,63.0,0.7,0.0,14.0,Heiploeg
Garnelen in Aufguss,100.0,69.0,0.8,0.0,14.0,Heiploeg
Party-Garnelen,100.0,88.0,1.0,0.0,18.0,Heiploeg
Tapas Garnelen Aioli,100.0,215.0,16.6,2.3,12.3,Heiploeg
Nordseekrabbenfleisch,100.0,91.0,1.0,0.0,20.0,Heiploeg
Garnelen in Kräuterbutter,100.0,295.0,26.4,0.8,12.4,Heiploeg
Cocktail-Shrimps,100.0,63.0,0.7,0.0,14.0,Heiploeg
Tapas Garnelen Cocktail ,100.0,182.0,13.0,2.1,13.0,Heiploeg
Garnelen in Knoblauchöl,100.0,164.0,12.0,0.0,14.0,Heiploeg
Louisiana-Flusskrebse,100.0,82.0,1.0,1.2,17.0,Heiploeg
Karibik-Garnelen,100.0,65.0,0.7,0.0,13.0,Heiploeg
Garnelenring,100.0,99.0,2.2,7.3,12.4,Heiploeg
Ofen-Kabeljau Basilikum Pesto,100.0,131.0,7.1,0.9,15.3,Heiploeg
Vegane Brotzeit nach Landjäger Art,100.0,334.0,17.0,4.5,38.0,Heirler
Landjäger Vegan,100.0,334.0,17.0,4.5,38.0,Heirler
Vegane Fleischwurst ,100.0,223.0,12.9,2.2,23.3,Heirler
Bio Molkenpulver,100.0,349.0,0.7,72.0,12.5,Heirler
Wie Wiener-Würstchen,100.0,272.0,18.5,16.4,5.2,Heirler
Wie Geflügelwurst,100.0,284.0,18.8,16.5,6.0,Heirler
Wie Frikadelle,100.0,203.0,11.4,7.8,13.9,Heirler
Molke Klassiker,100.0,32.0,0.1,4.7,3.0,Heirler
wie Frischkäse Tomate Basilikum,100.0,250.0,19.6,9.5,3.9,Heirler
Wie Salami Vegan,100.0,216.0,11.4,3.6,23.6,Heirler
Crispy Protein Bar Crunchy Brownie ,1 Riegel ,166.0,6.5,17.0,15.5,HEJ Nutrition
Crispy Protein Bar Cookies & Cream,1 Riegel  ,168.0,7.0,17.1,14.9,HEJ Nutrition
Crispy Protein Bar Double Chocolate ,1 Portion  ,164.0,7.2,20.0,11.0,HEJ Nutrition
Crispy Protein Bar Double Peanut,1 Portion ,182.0,9.0,19.4,11.3,HEJ Nutrition
Crispy Protein Bar Caramel Peanut,1 Portion ,172.0,8.1,17.6,12.6,HEJ Nutrition
Natural Bite Almond & Sea Salt ,1 Riegel ,229.0,16.8,11.5,6.5,HEJ Nutrition
Natural Bite Chocolate & Nuts,1 Riegel ,234.0,16.5,14.8,5.4,HEJ Nutrition
Crispy Protein Bar White Chocolate Peanut,1 Riegel ,172.0,8.1,19.0,12.0,HEJ Nutrition
Natural Whey Protein - Vanilla,100.0,398.0,6.9,8.1,76.2,HEJ Nutrition
Protein Bar Cookies & Milk,1 Riegel ,199.0,7.9,4.4,19.8,HEJ Nutrition
Crispy Protein Bar Cookies & Cream ,100.0,378.0,16.0,39.0,32.0,HEJ Nutrition
Natural Whey Protein - Chocolate,100.0,395.0,6.9,8.7,73.4,HEJ Nutrition
Natural Bite Crunchy Peanut ,1 Riegel ,223.0,14.9,15.0,6.2,HEJ Nutrition
Protein Bar Brownie (45g),1 Riegel ,168.0,7.2,17.0,14.0,HEJ Nutrition
Protein Bar Brownie,1 Riegel ,201.0,7.9,4.2,19.8,HEJ Nutrition
Oat Red Berries,1 Riegel ,179.0,7.4,21.6,3.6,HEJ Nutrition
Crispy Protein Bar Lemon Cheesecake,1 Riegel ,167.0,6.8,19.0,14.0,HEJ Nutrition
Crispy Protein Bar Double Peanut ,100.0,404.0,20.0,43.0,25.0,HEJ Nutrition
Protein Bar Chocolate Chip,100.0,321.0,11.0,8.0,31.5,HEJ Nutrition
Natural Protein - Vegan Chocolate,1 Scoop ,118.0,2.3,2.0,21.2,HEJ Nutrition
Crispy Protein Bar Chocolate Raspberry,1 Portion ,171.0,8.1,19.8,11.3,HEJ Nutrition
Natural Protein Vegan Vanilla,100.0,395.0,6.5,7.8,73.7,HEJ Nutrition
Natural Whey Protein Cookie Dough,100.0,399.0,6.9,5.5,77.3,HEJ Nutrition
Protein Bar Chocolate Chip,1 Riegel ,193.0,6.6,4.8,18.9,HEJ Nutrition
Crispy Protein Bar Chocolate & Vanilla,1 Portion ,170.0,7.7,20.3,11.3,HEJ Nutrition
Natural Whey Protein - Strawberry Yogurt,100.0,372.0,5.0,8.0,73.6,HEJ Nutrition
Natural Protein - Vegan Chocolate,100.0,395.0,7.6,6.8,70.8,HEJ Nutrition
Natural Whey Protein - Coconut,1 Portion ,119.0,2.4,2.1,22.0,HEJ Nutrition
Roasted Nuts,1 Portion ,222.0,14.8,13.0,6.7,HEJ Nutrition
Natural Bite Blueberry ,1 Riegel  ,231.0,15.7,15.1,5.4,HEJ Nutrition
Natural Bite Organic Coconut,1 Riegel ,236.0,16.2,15.7,5.2,HEJ Nutrition
Natural Bite Vanilla & Cocoa Nibs,1 Riegel ,228.0,15.0,16.0,5.7,HEJ Nutrition
Performance Whey Vanillionaire,100.0,382.0,4.9,7.8,76.2,HEJ Nutrition
Natural Whey Protein Banana,100.0,401.0,7.3,6.7,77.1,HEJ Nutrition
Crispy Protein Bar Caramel Peanut,100.0,381.0,18.0,39.0,28.0,HEJ Nutrition
Crispy Protein Bar Crunchy Brownie,100.0,373.0,16.0,38.0,32.0,HEJ Nutrition
Hejbar ,1 Riegel  ,185.0,6.2,2.7,19.4,HEJ Nutrition
Oat Choco Coconut,1 Riegel ,195.0,10.3,18.8,3.2,HEJ Nutrition
Pure Natural Snack Peanut Butter ,100.0,421.0,23.0,20.0,23.0,HEJ Nutrition
Natural Whey Protein - Mango Passion Fruit,100.0,390.0,7.3,8.4,72.1,HEJ Nutrition
Curry Gewürz Ketchup Delikat,100.0,135.0,0.3,30.6,0.8,Hela
Curry Gewürz Ketchup Scharf,100.0,137.0,0.3,30.8,0.8,Hela
Gewürzketchup ,100.0,135.0,0.3,30.6,0.8,Hela
Gewürz Ketchup Curry 30% Weniger Zucker,100.0,104.0,0.3,23.8,0.8,Hela
Burger Sauce,100.0,133.0,0.5,28.4,2.0,Hela
Tomaten Gewürz Ketchup,100.0,126.0,0.1,29.3,0.9,Hela
Curry Gewürz Ketchup Light,100.0,80.0,0.3,16.8,0.8,Hela
Hamburgersoße,100.0,300.0,27.0,12.0,0.9,Hela
Curry Wurst Sauce,100.0,95.0,0.3,20.4,1.7,Hela
Curry Gewürz Ketchup Delikat Light,100.0,74.0,0.3,16.9,0.9,Hela
Honig Senf Sauce,100.0,228.0,8.2,31.2,3.8,Hela
Schaschlik Gewürz Ketchup,100.0,141.0,0.3,31.6,1.0,Hela
Tomaten Ketchup ohne Zuckerzusatz,100.0,62.0,0.4,10.9,2.0,Hela
Gewürz Ketchup Tomate,100.0,128.0,0.1,29.3,0.8,Hela
Currywurst Sauce,100.0,103.0,0.5,21.5,1.6,Hela
Tomaten Ketchup Fruchtig,100.0,128.0,0.2,29.4,1.4,Hela
Knoblauch Gewürz Ketchup,100.0,136.0,0.4,30.7,1.0,Hela
Curry Gewürz Ketchup Extra Hot,100.0,135.0,0.4,30.2,0.8,Hela
Gewürz Ketchup Schaschlik,100.0,141.0,0.3,31.6,1.0,Hela
Cocktail Sauce,100.0,331.0,31.0,12.0,0.5,Hela
Barbecue Gewürzketchup,100.0,152.0,0.2,35.5,1.0,Hela
Steak & Grill Sauce,100.0,127.0,3.0,22.8,1.4,Hela
Senf,100.0,103.0,6.3,2.6,5.6,Hela
Gewürz Ketchup Pfeffer ,100.0,142.0,0.4,31.2,1.1,Hela
Helle Fritten Sauce,100.0,300.0,27.0,13.0,0.5,Hela
Hamburger Sauce,100.0,232.0,21.0,10.0,0.7,Hela
Gewürz Sauce Asia,100.0,160.0,0.2,37.9,0.8,Hela
Delikatess Senf,100.0,102.0,5.8,5.8,5.1,Hela
Pommes Sauce ,100.0,288.0,26.0,13.0,0.4,Hela
Hot Dog Sauce,100.0,115.0,1.2,23.1,1.8,Hela
Hackfleisch Fertigwürzung,100.0,145.0,3.9,21.0,4.9,Hela
Würz Wunder,100.0,173.0,10.3,15.5,2.9,Hela
Grill Sauce Hickory Honey ,100.0,173.0,0.3,39.3,1.4,Hela
Würzwunder Feine Kräuter,100.0,158.0,10.2,13.4,2.5,Hela
Röstzwiebeln,100.0,656.0,52.3,44.0,4.4,Hela
Salty Peanut-Eis,100.0,156.0,7.1,18.6,3.7,Helador
Eis-Pralinen Mango-Maracuja,1 Eis-Praline ,41.0,2.3,4.3,0.4,Helador
Eis-Pralinen Kokosnuss ,100.0,343.0,24.3,27.0,2.8,Helador
Eis-Pralinen Himbeere,1 Eis-Praline ,40.0,2.1,4.8,0.4,Helador
Kümmel Schnaps,100.0,207.0,0.0,3.5,0.0,Helbing
Frischer Schneewittchenkuchen,100.0,318.0,21.3,27.0,3.0,Helbing
Papageienkuchen,100.0,351.0,15.5,49.0,4.2,Helbing
Frischer Blechkuchen Mandarine Schmand,100.0,231.0,11.93,26.73,3.88,Helbing
Frische Mandarinentorte,100.0,185.0,7.3,27.8,2.1,Helbing
Russischer Zupfkuchen,100.0,299.0,17.0,30.0,7.1,Helbing
Frischer Blechkuchen Eierschecke ,100.0,261.0,12.9,29.4,6.7,Helbing
Frischer Blechkuchen Quark,100.0,270.0,14.0,28.0,8.0,Helbing
Bienenstich ,100.0,342.0,19.9,35.4,5.4,Helbing
Frische Schnitte Creme Brûlée,100.0,356.0,26.0,20.0,6.6,Helbing
Frische Schnitte Pfirsich-Joghurt ,100.0,245.0,16.8,17.8,5.5,Helbing
Frische Schnitte Kirsch-Joghurt ,100.0,239.0,13.0,26.0,4.9,Helbing
Frische Schnitte Eierlikör,100.0,348.0,24.0,28.0,4.6,Helbing
Frische Schnitte Mandarine-Joghurt,100.0,239.0,13.0,26.0,4.9,Helbing
Frische Torteletts ,100.0,346.0,18.1,42.1,3.6,Helbing
Frische Schnitte Erdbeer Cheesecake,100.0,285.0,18.0,24.4,7.0,Helbing
Müsli Snack Schoko,100.0,412.0,15.1,56.7,7.4,Helden
Knusper Snack Paprika,100.0,427.0,15.5,57.4,11.1,Helden
