Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Mehrkornbrötchen,1 Brötchen ,184.0,2.9,31.0,7.0,Brotland
Weizenmild,100.0,240.0,2.7,44.7,7.5,Brotland
Vollkorn Sandwich ,100.0,240.0,3.2,41.0,8.6,Brotland
Roggenkrüstchen,1 Stück ,157.0,0.9,30.0,5.6,Brotland
Frühstücksbrötchen,1 Brötchen ,184.0,2.9,31.0,7.0,Brotland
Kornvielfalt,100.0,229.0,4.9,35.0,7.7,Brotland
Roggenvollkornbrot,1 Scheibe ,144.0,4.3,19.0,4.1,Brotland
Vital + Chia,100.0,248.0,4.5,40.0,8.5,Brotland
Chia Sandwich ,1 Scheibe ,96.0,1.9,15.2,3.5,Brotland
Delikatess Mayonnaise,100.0,680.0,74.9,0.2,1.1,Bruckmann
Remoulade,100.0,707.0,76.8,2.8,0.9,Bruckmann
Krautsalat,100.0,107.0,5.0,12.8,1.0,Bruckmann
Delikatess Remoulade,100.0,707.0,76.8,2.8,0.9,Bruckmann
Sahne-Heringsfilets,100.0,359.0,34.3,4.5,6.7,Bruckmann
Mayonnaise,100.0,680.0,74.9,0.2,1.1,Bruckmann
Feinster Heringssalat Rot,100.0,230.0,18.0,14.0,3.6,Bruckmann
Roter Heringssalat,100.0,272.0,24.4,7.2,4.9,Bruckmann
Fleischsalat,100.0,279.0,26.1,6.9,3.8,Bruckmann
Weißkrautsalat in Dilldressing,100.0,171.0,13.9,8.6,1.4,Bruckmann
Perlgraupen,100.0,345.0,1.4,71.0,9.7,Brüggen
Hafergrütze,100.0,343.0,5.8,58.9,13.9,Brüggen
Gourmet Müsli Früchte ohne Zuckerzusatz,100.0,337.0,4.8,59.8,9.0,Brüggen
Cinn-X,1 Portion ,129.0,3.0,22.4,2.3,Brüggen
Pocketini,100.0,457.0,17.0,66.0,7.3,Brüggen
Schoko Müsli,100.0,392.0,9.2,61.4,11.7,Brüggen
Haferflocken Extrazart,100.0,372.0,7.0,58.7,13.5,Brüggen
Choc'n Crisp,100.0,389.0,2.8,82.2,7.0,Brüggen
Shellinos,100.0,385.0,3.8,73.6,10.2,Brüggen
Snowies,1 Portion ,114.0,0.2,25.6,2.0,Brüggen
Sunny Erdbeer Joghurt,1 Riegel ,110.0,3.6,16.9,1.9,Brüggen
Crunchy Müsli,100.0,468.0,19.7,60.3,8.9,Brüggen
Shellinos,1 Portion ,116.0,1.1,23.2,2.6,Brüggen
Sunny Schoko,1 Riegel ,106.0,3.2,17.1,1.7,Brüggen
Swietwiet,1 Portion ,119.0,1.0,24.4,2.4,Brüggen
Bircher Gourmet Müsli,100.0,374.0,10.2,54.2,11.5,Brüggen
Swietwiet,100.0,391.0,2.9,80.3,8.4,Brüggen
Gerstengraupen,100.0,345.0,1.4,71.0,9.7,Brüggen
Leo Crisp,100.0,391.0,4.6,75.6,8.8,Brüggen
Sunny Cranberry,1 Riegel ,95.0,1.5,18.3,1.5,Brüggen
Sunny Nuss ohne Zuckerzusatz,1 Riegel ,91.0,3.1,16.0,2.0,Brüggen
Crunchy Müsli Zartbitterschokolade und Haselnüsse,100.0,468.0,19.7,60.3,8.9,Brüggen
Sunny Schoko Banane,100.0,441.0,15.7,67.5,5.8,Brüggen
Sunny Schoko Kokos,1 Riegel ,115.0,5.2,15.0,1.6,Brüggen
Knusper Müsli mit Kokosraspel,100.0,462.0,18.1,61.0,9.9,Brüggen
Basis Müsli ,100.0,363.0,5.8,59.5,12.2,Brüggen
Gourmet Müsli Knusper Apfel-Zimt,100.0,406.0,11.2,63.8,8.8,Brüggen
Blütenhonig ,1 Portion ,76.0,4.0,2.9,0.8,Brunch
Paprika Peperoni,100.0,216.0,20.0,5.1,4.0,Brunch
Balance 15% Fett,100.0,167.0,14.0,5.1,5.1,Brunch
Kräuter,100.0,219.0,20.0,4.5,5.3,Brunch
Natur,100.0,219.0,20.0,4.5,5.3,Brunch
Feine Kräuter,1 Portion ,51.0,5.0,0.8,1.1,Brunch
Paprika Peperoni (20g),1 Portion ,42.0,4.0,0.8,0.9,Brunch
Paprika Peperoni (50g),1 Portion ,106.0,10.0,2.0,2.3,Brunch
Knoblauch-Kräuter,100.0,235.0,22.0,5.0,4.3,Brunch
Schoko Creme,1 Portion ,62.0,2.8,7.4,1.0,Brunch
Mango Curry,100.0,217.0,18.0,10.0,3.8,Brunch
Brunch Original,100.0,252.0,24.0,3.3,5.7,Brunch
Tomate & Ricotta,100.0,220.0,20.0,5.8,4.2,Brunch
Balance mit Joghurt,100.0,184.0,16.0,4.7,5.2,Brunch
Balance mit Joghurt,1 Portion ,37.0,3.0,1.4,1.0,Brunch
Tomate & Ricotta,1 Portion ,43.0,4.0,0.9,0.9,Brunch
Legere,1 Portion ,37.0,3.0,1.4,1.0,Brunch
Feine Kräuter,100.0,236.0,22.0,3.8,5.7,Brunch
Curry Sauce,100.0,104.0,6.0,8.3,3.6,Brunch
Champignon,1 Portion ,41.0,4.0,0.8,0.9,Brunch
Indian Curry,100.0,212.0,17.0,11.0,3.7,Brunch
Indianer Curry,1 Portion ,42.0,3.0,2.0,0.7,Brunch
Chill,100.0,219.0,18.0,10.4,3.9,Brunch
Salsa Tomate-Paprika,1 Portion ,40.0,3.6,1.1,0.8,Brunch
Paprika & Grüne Chili,100.0,210.0,20.0,3.3,4.1,Brunch
Kürbiskern-Pesto,100.0,201.0,19.0,3.4,4.1,Brunch
Rote Beete/Rübe,100.0,145.0,11.0,8.3,3.3,Brunch
Blütenhonig ,100.0,326.0,0.0,81.0,0.5,Brunch
Bratapfel ,1 Portion ,46.0,3.6,2.6,0.7,Brunch
Speck & Zwiebeln,100.0,207.0,19.0,4.3,4.6,Brunch
Scharfe Wurzel,100.0,211.0,20.0,3.7,4.0,Brunch
Rosenrot,1 Portion ,41.0,3.8,0.78,0.82,Brunch
Zauber des Orients ,100.0,205.0,19.0,4.2,4.2,Brunch
Dattel & Chili mit Hanfsamen,100.0,208.0,18.0,7.6,3.9,Brunch
Brunch mit Curry Wurst,100.0,230.0,19.0,10.3,4.5,Brunch
Vielseitige Creme Zum Kochen,100.0,144.0,12.0,6.0,2.8,Brunch
Sweet Thai Chili,100.0,217.0,20.0,5.0,4.2,Brunch
Grill à la BBQ Sauce,100.0,217.0,17.0,12.4,3.7,Brunch
Zauber des Orients mit Hummus ,100.0,201.0,19.0,3.2,4.3,Brunch
Buttrig-Frisch,100.0,355.0,36.0,5.7,2.0,Brunch
Adonis,100.0,204.0,19.0,3.8,4.5,Brunch
Zauber des Orients mit Harissa,100.0,205.0,19.0,4.2,4.2,Brunch
Aphrodite,1 Portion ,38.0,3.4,1.2,0.8,Brunch
Brunch-Mix,100.0,210.0,4.7,34.0,4.3,Brunch
Brunch Mix,100.0,259.0,2.7,47.8,9.2,Brunch
Johannisbeerschorle ,100.0,32.0,0.5,7.5,0.5,Brunnthaler
Brunessa Orange-Nektarine,100.0,42.0,0.5,10.0,0.5,Brunnthaler
Iso-Sport Kirsche,100.0,18.0,0.5,4.3,0.5,Brunnthaler
Cola-Mix,100.0,40.0,0.5,9.9,0.5,Brunnthaler
Bruny 10,100.0,42.0,0.5,10.0,0.5,Brunnthaler
Limettenlimonade,100.0,42.0,0.5,10.0,0.5,Brunnthaler
Eistee Pfirsich,100.0,35.0,0.5,8.4,0.5,Brunnthaler
Apfelschorle,100.0,27.0,0.5,6.3,0.5,Brunnthaler
Orange Mango Maracuja,100.0,41.0,0.5,9.4,0.5,Brunnthaler
Eistee Zitrone,100.0,34.0,0.5,8.3,0.5,Brunnthaler
Vegetarische Bolognese,100.0,78.0,2.0,9.5,3.5,Bruno Fischer
Karibischer Süßkartoffel Eintopf,100.0,40.0,0.8,7.0,0.6,Bruno Fischer
Gemüse Bolognese,100.0,79.0,1.8,9.7,4.0,Bruno Fischer
Kartoffel Püree,100.0,72.0,1.5,11.5,2.6,Bruno Fischer
Pasta Pizza Sauce,100.0,69.0,0.1,12.9,2.5,Bruno Fischer
Kinder Tomatensauce,100.0,93.0,2.0,14.4,2.3,Bruno Fischer
Nuss-Paprika,100.0,152.0,8.8,11.1,4.7,Bruno Fischer
Semmel Knödel,100.0,98.0,0.2,19.1,4.5,Bruno Fischer
Bruno Brownie Bliss Balls,1 Kugel ,75.0,2.6,11.0,1.0,Bruno Fischer
Fischer-Frühstück,100.0,228.0,18.0,4.2,12.0,Bruno Fischer
Vanilleeis,100.0,192.0,8.7,24.6,3.9,Bruno Gelato
Malaga,100.0,183.0,7.3,25.8,3.6,Bruno Gelato
Cioccomenta,100.0,208.0,10.0,25.3,3.7,Bruno Gelato
Spaghetti Eis mit Sahne,100.0,202.0,9.6,25.2,3.4,Bruno Gelato
Amarena,100.0,200.0,7.3,30.9,2.8,Bruno Gelato
Heiße Liebe,100.0,216.0,10.4,26.7,3.4,Bruno Gelato
Eistorte Eierlikör,100.0,209.0,8.7,25.7,4.1,Bruno Gelato
Crunchy Donut,100.0,209.0,10.3,25.7,3.4,Bruno Gelato
Mango Sorbet,100.0,141.0,2.1,29.1,1.0,Bruno Gelato
Azzurro,100.0,180.0,8.0,23.4,3.6,Bruno Gelato
Quark Lime,100.0,214.0,6.5,36.2,2.2,Bruno Gelato
Irish Cream,100.0,198.0,7.5,29.0,3.5,Bruno Gelato
Joghurt Arancia,100.0,193.0,7.2,28.7,3.2,Bruno Gelato
Coccobello,100.0,217.0,10.9,25.3,4.3,Bruno Gelato
Coppa Di Gelato Tiramisu (150ml),1 Becher ,153.0,7.1,21.0,1.5,Bruno Gelato
Coppa Di Gelato Tiramisu ,100.0,102.0,4.7,14.0,1.0,Bruno Gelato
Il Gelato Premium Eis,100.0,287.0,19.0,25.0,3.1,Bruno Gelato
Coppa Di Gelato Amarena,1 Portion ,155.0,6.6,22.5,1.1,Bruno Gelato
Gelato 150 Calories Chocolate ,1 Portion ,137.0,4.9,16.2,4.2,Bruno Gelato
Bruno Brownie Bliss Balls,1 Kugel ,75.0,2.6,11.0,1.0,Bruno Gelato
Gelato Chocolate Drizzle,100.0,190.0,6.8,22.5,5.9,Bruno Gelato
Gelato Orange Stracciatella,100.0,168.0,3.1,32.0,2.6,Bruno Gelato
Gelato al Caffè,100.0,118.0,5.3,15.6,1.7,Bruno Gelato
Gelato Caramel Swirl,100.0,192.0,7.5,22.9,5.1,Bruno Gelato
Minions Gelato,1 Eis ,72.0,1.7,12.0,1.7,Bruno Gelato
Gelato Orange,100.0,156.0,2.5,31.0,2.0,Bruno Gelato
Amino X,1 Scoop ,44.0,0.0,1.0,10.0,BSN
Syntha 6,1 Portion ,200.0,6.0,15.0,22.0,BSN
True Mass 1200,100.0,390.0,5.0,67.0,17.0,BSN
Syntha 6 Edge,100.0,397.0,9.4,11.0,63.0,BSN
N.O.-Xplode 2.0,1 Messlöffel ,52.0,0.0,9.0,4.0,BSN
True Mass,1 Portion ,630.0,16.0,76.0,46.0,BSN
Gefriergetrocknete Erdbeeren ,100.0,290.0,3.0,47.0,7.0,Buah
Gefriergetrocknete Ananas,100.0,350.0,1.3,80.0,2.6,Buah
Gefriergetrocknete Blaubeeren,100.0,290.0,4.0,38.0,4.0,Buah
Gefriergetrocknete Mango,100.0,344.0,1.5,79.0,2.6,Buah
Feige,100.0,368.0,4.2,68.0,4.9,Buah
Banane,100.0,364.0,0.7,80.0,4.6,Buah
Himbeere,100.0,263.0,1.9,30.0,8.1,Buah
Mango,100.0,357.0,1.8,89.0,3.6,Buah
Apfel,100.0,372.0,1.4,79.3,2.2,Buah
Kaubonbon Mango Maracuja,100.0,310.0,0.8,69.0,2.6,Buah
Rinder-Bockwürste,100.0,293.0,27.0,0.5,12.0,Buchonia
Bio Paprika Lyoner,100.0,132.0,8.9,0.9,12.1,Buchonia
Rinder-Mettwürstchen,100.0,216.0,16.0,0.0,18.0,Buchonia
Hinterschinken,100.0,93.0,1.3,0.1,20.3,Buchonia
Bio Bacon,100.0,302.0,26.0,0.3,16.8,Buchonia
Bio Wiener Würstchen,100.0,145.0,9.0,1.0,14.8,Buchonia
Bio Bergsalami  ,100.0,319.0,25.3,0.8,22.1,Buchonia
Bio Schinken-Zwiebel-Mettwurst,100.0,196.0,13.6,1.1,17.4,Buchonia
Lachsschinken,100.0,128.0,2.4,0.0,26.4,Buchonia
Wellenspätzle,100.0,355.0,2.5,70.0,13.0,Bucki
Nudeln,100.0,361.0,2.5,70.0,13.0,Bucki
Faden-Nestchen,100.0,355.0,2.5,70.0,13.0,Bucki
Bier,1 Flasche ,136.0,0.0,9.9,1.32,Budweiser
Alkoholfreies Bier,100.0,16.0,0.0,3.1,0.2,Budweiser
Maultaschen Original Schwäbisch,1 Maultasche ,100.0,3.0,14.2,4.0,Buerger
Gemüse Maultaschen ,100.0,178.0,4.1,27.0,6.9,Buerger
Rindfleisch Maultaschen,100.0,171.0,5.0,23.0,7.5,Buerger
Maultaschen Original Schwäbisch,100.0,200.0,8.6,20.0,9.6,Buerger
Maultaschen,100.0,178.0,3.7,28.5,7.7,Buerger
Grießklößchen,100.0,216.0,13.8,17.3,5.7,Buerger
Suppenmaultaschen,100.0,208.0,6.1,28.0,9.2,Buerger
Maultaschen Vegetarisch,100.0,154.0,1.1,26.9,9.2,Buerger
Maultaschen Traditionell Schwäbisch,100.0,200.0,8.6,20.0,9.6,Buerger
Markklößchen,100.0,314.0,22.0,21.1,8.0,Buerger
Gerollte Maultaschen,100.0,193.0,7.3,23.4,8.3,Buerger
Schwäbische Schupfnudeln,100.0,185.0,2.5,34.0,5.3,Buerger
Maultaschen Unsere Besten,100.0,171.0,5.5,21.7,8.6,Buerger
Maultaschen Geschnitten,100.0,198.0,6.3,27.2,8.2,Buerger
Kartoffel-Schupfnudeln,100.0,173.0,1.3,35.9,4.5,Buerger
Kalbfleischtaschen,100.0,154.0,3.7,21.0,7.9,Buerger
Hochzeitssuppe,100.0,217.0,11.0,21.4,7.9,Buerger
Semmelknödel,100.0,152.0,1.6,27.6,6.7,Buerger
Suppenmaultaschen mit Gemüse,100.0,202.0,2.1,36.7,9.0,Buerger
Krautschupfnudeln,100.0,96.0,1.7,16.7,3.5,Buerger
Spinatknödel,100.0,188.0,5.0,26.3,9.3,Buerger
Schwäbische Eierspätzle ,100.0,170.0,3.7,27.5,6.6,Buerger
Tortelloni Käse,100.0,257.0,3.0,46.3,11.2,Buerger
Maultaschen Frischkäse-Spinat,100.0,169.0,2.5,28.0,8.6,Buerger
Fitness Maultaschen,100.0,149.0,3.0,21.5,7.8,Buerger
Fleischtaschen Gerollt,100.0,187.0,6.7,23.3,8.4,Buerger
Pfannkuchen ,100.0,192.0,5.8,28.4,6.0,Buerger
Maultaschen Leichter Genuss,100.0,167.0,2.9,25.4,8.7,Buerger
Protein Cookie,1 portion ,180.0,11.0,17.0,8.0,Buff Bake
Protein Cookie White Chocolate Peanut Butter,1/2 Cookie ,180.0,10.0,17.0,8.0,Buff Bake
Bake & Break Partybrot Käse-Zwiebel,1 Portion ,137.0,3.1,21.4,5.1,Buff Bake
Bake & Break Partybrot Tomate Olive,100.0,252.0,3.2,42.5,11.3,Buff Bake
Bake Rolls Sour Cream & Onion,100.0,443.0,14.5,62.0,14.0,Buff Bake
Mexican Bake mit Würzigem Hähnchen,1 Portion ,728.0,23.65,63.2,52.49,Buff Bake
Bake Rolls Tomate Olive,100.0,446.0,14.5,62.0,14.0,Buff Bake
Bake & Break Partybrot Classic,1 Portion ,192.0,1.8,36.0,5.7,Buff Bake
Bake Rolls Fruit&Nuts ,100.0,414.0,12.0,62.0,13.0,Buff Bake
Bake Rolls Meersalz,100.0,441.0,14.5,62.0,14.0,Buff Bake
Haselnussmehl,100.0,284.0,14.0,18.0,21.0,Buffbody
Mandelmehl,100.0,385.0,14.5,7.0,47.7,Buffbody
Erdnussmehl,100.0,341.0,8.0,23.0,50.0,Buffbody
Leinsamenmehl,100.0,257.0,12.0,0.1,36.8,Buffbody
Macadamianussmehl ,100.0,320.0,26.0,1.0,30.0,Buffbody
"Mandelmehl, Entölt",100.0,293.0,12.0,3.5,40.0,Buffbody
"Hanfmehl, Entölt ",100.0,348.0,12.5,4.0,41.44,Buffbody
Insekten Burger ,100.0,191.0,14.0,1.9,10.0,Bug Foundation
BBQ Grillsteak Aus Dem Bug,100.0,166.0,10.0,0.5,19.0,Bug Foundation
Rindersteak aus dem Bug,100.0,144.0,7.0,0.2,20.0,Bug Foundation
Grillsteak aus dem Bug,100.0,168.0,10.0,0.5,19.0,Bug Foundation
Rinderbraten Vom Bug,100.0,129.0,5.3,0.0,20.2,Bug Foundation
Delverde,100.0,357.0,1.4,72.0,12.5,Buitoni
Integrale Eliche,100.0,347.0,2.2,65.5,12.5,Buitoni
Linguine,100.0,356.0,1.9,71.8,11.5,Buitoni
Eliche,100.0,357.0,1.4,72.0,12.5,Buitoni
Penne Rigate,100.0,357.0,1.4,72.0,12.5,Buitoni
Tortiglioni,100.0,357.0,1.4,72.0,12.5,Buitoni
Farfalle ,100.0,357.0,1.4,72.0,12.5,Buitoni
Spaghetti,100.0,357.0,1.4,72.0,12.5,Buitoni
Cellentani,100.0,357.0,1.4,72.0,12.5,Buitoni
Fusilli,100.0,356.0,1.9,71.8,11.5,Buitoni
Vollkornnudeln,100.0,350.0,2.4,66.0,12.5,Buitoni
Integrale Penne Rigate,100.0,347.0,2.2,65.5,12.5,Buitoni
Gnocchi,100.0,357.0,1.4,72.0,12.5,Buitoni
Eliche Tricolore,100.0,358.0,1.8,71.1,12.5,Buitoni
Gabelletti,100.0,350.0,1.9,71.8,11.5,Buitoni
Nudel,100.0,356.0,1.9,71.8,11.5,Buitoni
Spaghettini,100.0,356.0,1.9,71.8,11.5,Buitoni
Tagliatelle,100.0,357.0,1.4,72.0,12.5,Buitoni
Integrale Spaghetti ,100.0,350.0,2.4,66.0,12.5,Buitoni
Tortellini Pilze,100.0,261.0,6.9,40.0,8.8,Buitoni
Integrale Vollkorn,100.0,347.0,2.2,65.5,12.5,Buitoni
Penne Lisce ,100.0,350.0,1.9,71.8,11.5,Buitoni
Cappelletti Roher Schinken,100.0,304.0,8.3,43.0,13.0,Buitoni
Sauce Carbonara,100.0,80.0,5.6,4.4,3.2,Buitoni
Klassik Zwieback,100.0,400.0,5.8,73.4,11.4,Buitoni
Capellini,100.0,356.0,1.9,71.8,11.5,Buitoni
Maccheroni,100.0,356.0,1.9,71.8,11.5,Buitoni
Tomaten-Sauce Mozzarella,100.0,125.0,9.9,6.6,1.8,Buitoni
Riccioli,100.0,356.0,1.9,71.8,11.5,Buitoni
Un Amore Di Pasta ,100.0,356.0,1.9,71.8,11.5,Buitoni
Balance,100.0,190.0,16.0,3.3,7.8,Buko
Der Sahnige,100.0,252.0,25.0,3.0,4.5,Buko
India,100.0,207.0,16.0,8.3,6.9,Buko
Toskana,100.0,179.0,14.0,5.3,7.3,Buko
Pikante Kräuter ,100.0,241.0,23.0,3.9,4.9,Buko
Balance 17%,1 Portion ,40.0,3.0,1.0,2.0,Buko
Garten-Kräuter,100.0,201.0,17.0,3.5,7.3,Buko
Frischkäse India,100.0,210.0,17.0,8.0,7.5,Buko
Balance 17%,100.0,199.0,16.7,3.0,8.7,Buko
Buko Skyr,100.0,139.0,9.0,3.7,11.0,Buko
Frischkäse Frühlingszwiebeln,100.0,178.0,15.0,4.1,7.2,Buko
Frischkäse,100.0,137.0,9.0,3.2,10.4,Buko
Frischkäse Balance,100.0,199.0,16.0,3.3,7.8,Buko
Pikante Kräuter Balance ,100.0,189.0,15.0,4.1,7.7,Buko
Jalapeno ,100.0,177.0,15.0,3.8,7.2,Buko
Ananas,100.0,236.0,20.0,11.0,3.8,Buko
Tomate & Hartkäse,100.0,184.0,15.0,4.0,7.6,Buko
Frischkäse mit Mildem Ziegenkäse,100.0,191.0,16.0,3.2,8.2,Buko
Ziegenfrischkäse,100.0,200.0,16.8,2.9,9.0,Buko
Gerösteter Knoblauch mit Thymian,100.0,178.0,15.0,4.2,7.2,Buko
Buko Verfeinert mit Mildem Ziegenkäse ,100.0,191.0,16.0,3.2,8.2,Buko
Buko Frischkäsecreme Tomate & Mediterrane Kräuter,100.0,204.0,16.0,5.9,8.7,Buko
Buko Pikante Kräuter Balance,100.0,189.0,15.0,4.1,7.7,Buko
Buko der Sahnige,100.0,252.0,25.0,3.0,4.5,Buko
Buko Frühlings-Zwiebeln,100.0,178.0,15.0,4.1,7.2,Buko
Buko Leicht & Fit,100.0,137.0,9.0,3.2,10.0,Buko
Buko Tomate & Hartkäse,100.0,184.0,15.0,4.0,7.6,Buko
Buko mit Skyr,100.0,139.0,9.0,3.6,10.0,Buko
Buko Toskana,100.0,179.0,14.0,5.3,7.3,Buko
Buko Jalapeno,100.0,232.0,22.0,4.0,4.2,Buko
Buko Gartenkräuter,100.0,201.0,17.0,3.5,7.3,Buko
Buko Balance,100.0,190.0,16.0,3.3,7.8,Buko
Buko Ananas ,100.0,240.0,20.0,10.0,4.0,Buko
Buko Schnittlauch,100.0,333.0,30.9,4.6,9.2,Buko
Pure Whey Protein Vanilla ,100.0,376.0,4.0,9.1,75.0,Bulk Powders
Pure Whey Protein Chocolate,1 Scoop ,114.0,1.2,3.6,22.0,Bulk Powders
Pure Whey Protein,100.0,377.0,4.0,11.0,73.0,Bulk Powders
Crunchy Peanut Butter,100.0,627.0,51.0,12.0,28.0,Bulk Powders
Pure Whey Protein Unflavoured,100.0,387.0,7.0,4.0,77.0,Bulk Powders
Vegan Protein Powder Chocolate Peanut,100.0,371.0,6.1,10.3,65.5,Bulk Powders
Clear Whey Isolate,1 Portion ,86.0,0.2,1.2,20.0,Bulk Powders
Maltodextrin,100.0,396.0,0.0,99.0,0.0,Bulk Powders
Cluster Dextrin,100.0,392.0,0.0,98.0,0.0,Bulk Powders
Ultra Fine Scottish Oats,100.0,361.0,8.1,61.1,11.0,Bulk Powders
Smooth Roasted Peanut Butter,100.0,616.0,49.0,12.0,28.0,Bulk Powders
Erdnussbutter,100.0,564.0,46.1,11.8,29.1,Bulk Powders
Vegan Protein Powder White Chocolate Coconut,100.0,371.0,6.1,10.0,66.0,Bulk Powders
Pure Whey Isolate 90 Vanilla,1 Portion  ,110.0,0.2,1.8,25.0,Bulk Powders
Pure Whey Protein Banana,1 Portion ,125.0,2.5,2.6,22.9,Bulk Powders
Pure Whey Isolate 90,100.0,360.0,1.0,5.0,81.0,Bulk Powders
Smooth Peanut Butter ,100.0,627.0,51.0,12.0,28.0,Bulk Powders
Pure Whey Protein Chocolate Cookies,100.0,417.0,7.5,10.0,75.0,Bulk Powders
Mass Gainer Powder,100.0,387.0,6.6,49.0,30.0,Bulk Powders
Pure Whey Isolate 90 Chocolate,100.0,360.0,1.0,5.0,81.0,Bulk Powders
Pure Whey Protein Salted Caramel ,100.0,373.0,4.0,10.0,73.0,Bulk Powders
Macro Munch High Protein Bar,100.0,374.0,14.0,27.0,32.2,Bulk Powders
Pure Whey Isolate 97 Unflavoured,1 Scoop ,112.0,0.09,0.0,29.3,Bulk Powders
Vitafiber ,100.0,258.0,0.0,33.0,0.0,Bulk Powders
Pure Whey Protein White Chocolate,100.0,417.0,7.5,10.0,75.0,Bulk Powders
Essential Mass Gainer,100.0,365.0,3.0,63.0,20.0,Bulk Powders
Micellar Casein Vanilla,100.0,354.0,1.85,3.4,83.0,Bulk Powders
Matcha Green Tea Powder,100.0,318.0,4.0,28.0,29.0,Bulk Powders
Pure Whey Speculoos ,100.0,407.0,7.5,8.7,76.3,Bulk Powders
Liquid Egg Whites,100.0,50.0,0.5,1.1,11.2,Bulk Powders
Protein Pancake Mix Original,100.0,366.0,2.3,13.8,72.0,Bulk Powders
