Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Bandnudeln mit Lachs & Broccoli,1 Packung ,405.0,8.5,56.0,24.0,Crop's
Reis-Gemüse-Mix,100.0,80.0,1.8,13.6,2.4,Crop's
Steam Express ,100.0,75.0,1.6,10.7,3.0,Crop's
Italienische Mischung,100.0,56.0,4.2,2.3,2.2,Crop's
Beerenmischung,100.0,39.0,0.5,5.8,0.9,Crop's
Kaisermischung,100.0,44.0,3.0,2.4,1.9,Crop's
Erdbeeren,100.0,30.0,0.0,5.2,0.7,Crop's
Steam Express Kaisermischung ,100.0,40.0,1.5,3.5,1.7,Crop's
Fruit & Veggies For Smoothies,100.0,63.0,0.5,12.0,1.0,Crop's
Mango ,100.0,66.0,0.0,14.0,1.6,Crop's
"Himbeeren, Tiefgefroren",100.0,35.0,0.0,4.5,1.4,Crop's
Zarte Haferflocken ,100.0,372.0,7.0,58.7,13.5,Crownfield
Cornflakes,100.0,379.0,0.8,84.0,7.3,Crownfield
Kernige Haferflocken,100.0,372.0,7.0,58.7,13.5,Crownfield
Nougat Bits,100.0,445.0,15.4,67.0,7.2,Crownfield
Knusper Schoko Müsli,100.0,450.0,15.9,63.3,9.9,Crownfield
Bio Organic Haferflocken Zart,100.0,371.0,6.7,59.5,13.2,Crownfield
Choco Shells,100.0,379.0,2.1,76.3,10.7,Crownfield
Müsli Schokolade ohne Zuckerzusatz,1 Riegel ,91.0,2.2,17.2,1.8,Crownfield
Choco Quik,100.0,385.0,2.9,76.1,10.0,Crownfield
Knusper Schoko & Keks Hafer Müsli,100.0,445.0,14.2,66.3,9.9,Crownfield
Tiger Crunch,100.0,389.0,3.9,76.6,9.0,Crownfield
Vollkorn Haferpops,100.0,401.0,5.7,74.4,10.2,Crownfield
Knusper Müsli Weniger Süß,100.0,430.0,12.2,65.4,11.1,Crownfield
Schoko Müsli Weniger Süß ,100.0,399.0,10.1,61.2,11.6,Crownfield
Haferflocken,100.0,372.0,7.0,58.7,13.5,Crownfield
Nougat Bits ,1 Schale ,326.0,11.0,47.7,7.5,Crownfield
Zimtinos,100.0,427.0,10.3,74.7,6.7,Crownfield
Golden Puffs,100.0,382.0,1.9,80.3,8.5,Crownfield
Müsli Riegel Schoko,1 Riegel ,91.0,2.1,17.5,2.0,Crownfield
Knuspermüsli Weniger Süß,100.0,430.0,12.2,65.4,11.0,Crownfield
Früchte Hafer Müsli,100.0,338.0,4.1,62.8,8.2,Crownfield
"Premium Müsli mit Früchten, Nüssen Und Kernen",100.0,407.0,12.3,61.7,8.7,Crownfield
Premium Granola Super Beerig,100.0,440.0,14.9,62.8,10.1,Crownfield
Frosted Flakes,100.0,380.0,0.7,86.1,5.7,Crownfield
Neo Bits,100.0,447.0,14.9,68.7,7.2,Crownfield
Müsli Früchte ,100.0,345.0,5.6,60.1,8.8,Crownfield
Milk Bits,100.0,441.0,14.1,68.5,8.3,Crownfield
Früchtemüsli,100.0,336.0,4.4,61.4,8.0,Crownfield
Premium Granola Super Nutty,100.0,474.0,21.6,55.4,11.0,Crownfield
Nuss-Riegel ,1 Riegel ,218.0,14.8,13.7,6.2,Crownfield
Cornflakes Honig & Erdnüsse,100.0,394.0,3.9,81.0,7.0,Crownfield
Müsli Riegel Schoko & Banane,1 Riegel ,112.0,4.1,16.3,1.7,Crownfield
Protein Müsli Nuss,100.0,423.0,14.0,40.8,29.1,Crownfield
Haferflocken,1 Portion  ,149.0,2.8,23.5,5.4,Crownfield
Müsli Schoko Weniger Süß,100.0,391.0,10.1,59.3,11.6,Crownfield
Bio Basis Müsli 5-Korn-Mix,100.0,352.0,5.7,58.3,11.6,Crownfield
Premium Knuspermüsli Triple Choc,100.0,440.0,14.8,63.2,10.1,Crownfield
Fruit Rings,100.0,379.0,0.8,80.8,9.9,Crownfield
Müsli Schokolade,1 Riegel ,111.0,4.0,16.4,2.0,Crownfield
Vollkorn Müsli Traube Nuss,100.0,375.0,10.6,53.6,10.8,Crownfield
Bio Knuspermüsli Früchte,100.0,422.0,11.9,66.9,7.8,Crownfield
Traube Nuss Vollkorn Müsli,100.0,372.0,8.7,56.5,11.3,Crownfield
Bio Vollkorn Müsli Schoko,100.0,402.0,11.5,58.8,11.3,Crownfield
Cereal Cookie,100.0,377.0,2.5,75.5,8.9,Crownfield
Choco Puffs,1 Portion + 125ml fettarme Milch ,177.0,3.4,28.7,7.0,Crownfield
Bran Flakes,100.0,357.0,2.0,67.3,10.0,Crownfield
Nougat Pillows,100.0,437.0,15.2,65.4,7.2,Crownfield
Choco Rice Bar ,1 Riegel ,83.0,2.7,13.2,0.8,Crownfield
Honey Hoops,100.0,379.0,2.4,76.5,8.8,Crownfield
Bio Vollkorn Müsli Früchte ,100.0,367.0,7.7,61.5,8.2,Crownfield
Bio Organic Knusper Müsli Früchte,100.0,435.0,14.1,63.3,9.6,Crownfield
Bio Vollkorn Müsli Bircher,100.0,360.0,6.5,60.7,9.5,Crownfield
Knusper Kokosmüsli,100.0,439.0,13.9,66.0,8.4,Crownfield
Crunchy Flakes ,100.0,394.0,3.9,81.0,7.1,Crownfield
Knuspermüsli mit Nüssen und Honig,100.0,464.0,18.7,59.9,10.4,Crownfield
Choco Pillows,100.0,446.0,15.0,68.0,7.0,Crownfield
Protein Topping Schoko-Waffeln,100.0,487.0,24.7,41.3,21.6,Crownfield
Müsli Weiße Schokolade,100.0,366.0,8.3,74.4,6.0,Crownfield
Choco Moons,1 Portion + 125ml 1.5% Milch ,175.0,3.2,29.3,6.2,Crownfield
Nougat Kissen,100.0,451.0,15.0,71.6,5.7,Crownfield
Choco Moons ,100.0,382.0,3.3,71.9,11.7,Crownfield
Müsliriegel Haselnuss,100.0,403.0,15.3,62.2,8.0,Crownfield
Granola Honig,100.0,413.0,12.2,55.1,11.3,Crownfield
Bio Organic Chia Samen,100.0,415.0,27.5,2.7,19.0,Crownfield
Muesli Crunchy Heidelbeere,100.0,388.0,6.8,65.8,11.2,Crownfield
Honey Rings,100.0,364.0,2.2,72.9,8.8,Crownfield
Special Flakes Schokolade,100.0,404.0,7.1,73.0,8.5,Crownfield
Milch Kissen,100.0,452.0,14.5,73.6,6.2,Crownfield
Mandel-Nuss-Flakes,100.0,406.0,9.3,64.4,10.8,Crownfield
Malt Wheaties ,100.0,383.0,1.9,75.1,10.0,Crownfield
Bio Müsli Dinkel Früchte,100.0,348.0,2.7,66.6,9.5,Crownfield
Protein Topping Joghurt Banane,100.0,431.0,12.8,53.4,24.1,Crownfield
Dinkelglück Müsli ,100.0,396.0,10.5,57.3,13.9,Crownfield
Genuss Erdnuss und Vollmilchschokolade,1 Riegel ,128.0,8.2,8.5,4.3,Crownfield
Honig-Choco Puffs,100.0,418.0,7.9,76.3,8.2,Crownfield
Fruit Rings,1 Portion mit 125ml fettarmer Milch ,174.0,2.5,31.4,5.9,Crownfield
Müsli Cranberry-Kirsch + Joghurt ,1 Riegel ,94.0,2.9,17.5,1.6,Crownfield
Flakes Natur ,100.0,373.0,1.4,77.8,8.9,Crownfield
Bergfreunde Müsli,100.0,408.0,13.7,53.0,13.9,Crownfield
Müsli Crunchy Zimt Nuss ,100.0,430.0,15.1,57.1,12.7,Crownfield
Special Flakes Red Berries,100.0,373.0,1.4,78.0,8.5,Crownfield
Special Flakes Choco Clusters ,100.0,399.0,6.4,74.6,6.9,Crownfield
Rice Snaps ,100.0,382.0,1.4,85.5,6.3,Crownfield
Bran Flakes,1 Portion mit 125ml fettarme Milch ,166.0,2.6,26.2,7.0,Crownfield
Crowni Schoko-Cornflakes,1 Riegel ,132.0,4.0,22.4,1.4,Crownfield
Müsli Weiße Schokolade ,1 Riegel ,92.0,2.1,18.6,1.5,Crownfield
Bio Vollkorn Organic Müsli Bircher,100.0,374.0,8.0,61.2,9.3,Crownfield
Bio Organic Leinsamen Ganz ,100.0,518.0,42.2,0.9,18.3,Crownfield
Crowni Cerealienriegel Special Flakes,1 Riegel ,127.0,3.3,21.4,2.5,Crownfield
Linessa Rote Früchte,100.0,396.0,1.6,85.0,6.9,Crownfield
Rote Frucht #01,100.0,428.0,13.3,64.7,8.1,Crownfield
Multigrain Hoops,100.0,378.0,2.4,73.9,10.5,Crownfield
Special Flakes Natur,1 Portion mit 125ml fettarme Milch ,172.0,2.3,29.6,7.8,Crownfield
Choco Rings,100.0,382.0,3.0,78.2,7.0,Crownfield
Linessa Schokolade,100.0,407.0,7.7,74.4,6.5,Crownfield
Linessa Natur,100.0,376.0,1.5,81.0,6.5,Crownfield
Special Flakes Joghurt,100.0,393.0,5.1,74.7,10.4,Crownfield
Multigrain Rings,1 Portion mit 125ml milch ,173.0,2.9,29.3,6.4,Crownfield
Nuss Lieblinge,100.0,529.0,35.2,30.9,17.8,Crownfield
Super Food Topping,100.0,370.0,11.0,45.5,14.2,Crownfield
Frucht Lieblinge #03,100.0,419.0,11.1,71.0,5.8,Crownfield
Bio Knusper Müsli Quinoa Heidelbeere,100.0,424.0,14.2,60.1,9.7,Crownfield
Special Flakes Rote Früchte,100.0,378.0,1.0,78.3,12.0,Crownfield
Special Flakes Natur,100.0,378.0,1.0,78.6,12.2,Crownfield
Müsli Haselnuss + Mandel  ,1 Riegel ,105.0,4.4,15.2,2.1,Crownfield
Mandel-Nuss-Flakes ,1 Portion mit 125ml fettarmer milch ,180.0,4.8,25.3,7.3,Crownfield
Crispy Cubes ,1 Riegel ,89.0,2.5,14.6,1.8,Crownfield
Special Flakes Mandel ,100.0,405.0,8.0,67.2,10.8,Crownfield
Salzbrezeln,1 Portion ,117.0,2.2,20.4,3.3,Crusti Croc
Erdnuss Flips,1 Portion ,147.0,7.2,15.6,4.2,Crusti Croc
Mini Brotchips Knoblauch,100.0,447.0,15.0,62.0,14.0,Crusti Croc
Snack-Mix,100.0,454.0,18.0,62.0,9.0,Crusti Croc
Salzbrezeln,100.0,376.0,3.9,72.0,11.0,Crusti Croc
Salz Chips ,1 Portion ,162.0,10.2,15.2,1.8,Crusti Croc
Popcorn Süß,100.0,417.0,5.9,84.0,4.4,Crusti Croc
Kessel Chips Sweet Chili,100.0,501.0,27.0,55.0,6.1,Crusti Croc
Bacon Snacks,1 Portion ,145.0,6.6,18.5,2.5,Crusti Croc
Salzstangen,100.0,374.0,4.2,71.0,11.0,Crusti Croc
Erdnuss Flips ,100.0,491.0,24.0,52.0,14.0,Crusti Croc
Mini Brotchips Pizza,100.0,459.0,14.8,66.0,13.0,Crusti Croc
Salz Chips,100.0,540.0,34.0,50.5,6.0,Crusti Croc
Stapelchips Paprika,100.0,527.0,30.0,58.0,4.3,Crusti Croc
Salsa Dip Medium,100.0,53.0,0.1,11.5,0.9,Crusti Croc
Teddy's Hit,100.0,513.0,28.0,61.0,3.1,Crusti Croc
Käse Flips ,1 Portion ,152.0,8.4,16.5,2.1,Crusti Croc
Chips Paprika,1 portion ,136.0,8.8,12.3,1.5,Crusti Croc
Sesam Sticks,100.0,468.0,19.8,58.3,11.9,Crusti Croc
Sour Cream & Cheese Chips,100.0,546.0,35.0,49.0,6.0,Crusti Croc
Barbecue Chips,100.0,546.0,34.0,52.0,6.0,Crusti Croc
Cracker,100.0,486.0,22.0,63.0,8.0,Crusti Croc
Salsa Dip Hot,100.0,55.0,0.2,12.0,0.9,Crusti Croc
Mini Brotchips,100.0,447.0,15.0,63.0,13.0,Crusti Croc
Salsa Dip Spicy Cheese,100.0,147.0,11.5,7.0,3.8,Crusti Croc
Paprika Chips,100.0,540.0,34.0,50.5,6.0,Crusti Croc
Tortilla Mais-Chips Chili,100.0,472.0,20.0,64.4,6.6,Crusti Croc
Rosmarin Chips,100.0,546.0,34.0,52.0,6.0,Crusti Croc
Käse Sticks,100.0,512.0,28.0,57.0,6.0,Crusti Croc
Stapelchips Sourcream & Onion,100.0,512.0,27.0,60.6,4.6,Crusti Croc
Tortilla Mais-Chips Cheese,100.0,472.0,20.0,64.4,6.6,Crusti Croc
Tortilla Mais-Chips Classic,100.0,472.0,20.0,64.4,6.6,Crusti Croc
Chips Oriental,100.0,540.0,34.0,50.5,6.0,Crusti Croc
Paprika Chips Geriffelt,100.0,546.0,34.0,52.0,6.0,Crusti Croc
Salz Sticks ,100.0,401.0,6.8,74.6,9.0,Crusti Croc
Käse Stängli mit Butter,100.0,512.0,27.0,53.5,11.8,Crusti Croc
Hot Chili Chips,100.0,523.0,30.0,57.0,4.2,Crusti Croc
Baked Chips Sauerrahm & Zwiebel,1 Portion ,123.0,2.6,22.5,1.8,Crusti Croc
Sesamstangen,1 ,409.0,9.7,66.0,12.0,Crusti Croc
Mini Brotchips Zwiebel,100.0,447.0,15.0,62.0,14.0,Crusti Croc
Ringel Kringel,100.0,486.0,25.0,60.0,4.0,Crusti Croc
Splashys,100.0,483.0,24.1,59.0,5.9,Crusti Croc
Inferno,100.0,540.0,34.0,50.5,6.0,Crusti Croc
Craks,1 Portion ,145.0,6.6,18.0,2.9,Crusti Croc
Deep Rift Sweet Chili,100.0,520.0,30.0,54.5,6.0,Crusti Croc
Lights Cheese & Onion Crisps ,1 Tüte ,121.0,5.4,15.4,2.2,Crusti Croc
Cheese & Onion,100.0,540.0,34.0,50.5,6.0,Crusti Croc
Crusti Choc,100.0,515.0,26.4,61.6,6.8,Crusti Croc
Olivenöl,1 EL ,83.0,9.2,0.0,0.0,Cucina
Grana Padano,100.0,398.0,29.0,0.0,33.0,Cucina
Balsamico Creme,1 EL ,28.0,0.0,6.5,0.1,Cucina
Parmesan ,1 Portion ,118.0,8.5,0.0,9.9,Cucina
Parmigiano Reggiano,100.0,402.0,30.0,0.0,32.0,Cucina
Pizzabrot,1 Stück ,149.0,2.1,27.1,4.7,Cucina
Cantuccini,1 Stück ,37.0,1.4,5.1,0.9,Cucina
Tomatenmark,1 EL ,19.0,0.2,3.1,0.9,Cucina
Mozzarella Minis,100.0,240.0,19.0,1.5,18.0,Cucina
Pesto Rosso,1 Portion ,124.0,10.6,4.9,1.6,Cucina
Gnocchi di Patate,100.0,156.0,0.3,33.0,3.7,Cucina
Pesto Alla Genovese,100.0,488.0,49.0,6.8,4.0,Cucina
Tomatensoße,100.0,61.0,2.6,7.6,1.7,Cucina
Milano Original Italienische Salami,100.0,439.0,37.1,0.5,26.3,Cucina
Grissotti,100.0,444.0,16.0,61.0,12.0,Cucina
Südtiroler Schinkenspeck,100.0,251.0,12.7,0.5,33.6,Cucina
Risotto Reis,100.0,351.0,0.5,79.0,7.0,Cucina
Pizzateig,100.0,206.0,2.8,35.0,6.1,Cucina
Blätterteiggebäck,1 Stück,80.0,4.4,8.9,1.0,Cucina
Grissini Torinesi,1 Portion ,121.0,2.1,21.8,3.1,Cucina
Mozzarella Leicht ,100.0,167.0,8.5,1.5,21.0,Cucina
Meeresfrüchtesalat,100.0,377.0,35.0,3.2,13.0,Cucina
Prosciutto Cotto,1 Scheibe ,32.0,0.9,0.3,5.7,Cucina
Steinofen Pizza Diavolo,1 Pizza ,101.0,43.0,112.0,43.0,Cucina
Mozzarella Di Bufala Campana Minis,100.0,288.0,25.0,0.8,15.0,Cucina
Ravioli mit Sauce Bolognese ,1 Portion ,371.0,12.8,44.4,15.6,Cucina
Tortelloni Prosciutto,100.0,306.0,5.5,52.0,12.0,Cucina
Prosciutto Cotto,100.0,103.0,2.0,1.0,20.0,Cucina
Nudel Sauce Alla Bolognese,100.0,93.0,4.6,8.3,4.0,Cucina
Tomatenmark Dreifach Konzentriert,100.0,105.0,0.7,18.0,5.5,Cucina
Käse Tortellini,100.0,230.0,7.5,30.5,9.0,Cucina
Nudelsoße Alla Bolognese ,100.0,95.0,4.9,7.7,4.6,Cucina
Tortellini Ziegenfrischkäse mit Honig,100.0,233.0,8.5,28.0,10.0,Cucina
Creme mit Balsamico,100.0,280.0,0.0,67.0,0.3,Cucina
Gorgonzola Pikant,100.0,350.0,30.0,0.0,20.0,Cucina
Spaghetti mit Pilz-Rahm-Sauce,1 Portion ,473.0,14.8,69.9,12.5,Cucina
Amarettini,15 Stück ,87.0,2.0,15.5,1.4,Cucina
Penne Arrabbiata,100.0,115.0,5.3,12.0,4.3,Cucina
Tortelloni Frischkäse Kräuter,100.0,217.0,5.0,33.0,9.2,Cucina
Steinofen Pizza Gemüse ,1 Pizza  ,955.0,38.0,112.0,35.0,Cucina
Gnocchi Spinat,100.0,150.0,0.5,30.5,3.8,Cucina
Nudelsoße All' Arrabbiata,100.0,57.0,1.9,8.2,1.4,Cucina
Tortellini Paprika und Chili,100.0,197.0,5.5,29.5,6.0,Cucina
Profiteroles,100.0,276.0,14.0,30.0,4.4,Cucina
Kalbsleber,100.0,125.0,2.6,11.0,14.0,Cucina
Suppennudeln Muscheln,100.0,345.0,2.0,68.0,12.5,Cucina
Büffelmozzarella,100.0,288.0,25.0,0.8,15.0,Cucina
Carpaccio,1/2 Packung ,113.0,6.8,0.3,12.6,Cucina
Tortellini Waldpilz,100.0,223.0,6.7,32.0,7.7,Cucina
Tortellini Spinat-Ricotta,100.0,232.0,5.0,35.0,10.5,Cucina
Vitello Tonnato,1/2 Packung ,213.0,18.2,0.7,11.6,Cucina
Pesto Calabrese,100.0,298.0,26.0,13.0,3.1,Cucina
Asiago DOP,100.0,382.0,32.0,0.5,23.0,Cucina
Meeresfrüchtesalat mit Gemüse,100.0,133.0,7.4,1.8,14.9,Cucina
Baci Di Dama,1 Stück ,73.0,4.7,6.6,1.0,Cucina
Steinofen Pizza Mozzarella,1 Pizza ,110.0,52.0,111.8,43.0,Cucina
Tagliatelle,100.0,255.0,2.9,45.0,11.0,Cucina
Südtiroler Speck,100.0,292.0,17.1,0.8,33.6,Cucina
Focaccia Mozzarella und Kräuter,100.0,294.0,12.0,38.0,8.0,Cucina
Tortelloni Tomaten-Mozzarella,100.0,221.0,5.0,33.0,10.0,Cucina
Risotto,100.0,119.0,6.2,13.0,2.5,Cucina
Tortiglioni,100.0,354.0,1.3,72.0,12.0,Cucina
Baby Peperoni ,100.0,73.0,4.4,0.9,1.4,Cucina
Spaghetti ,1 Portion ,239.0,1.0,48.8,7.8,Cucina
Ciabatta Olive ,100.0,265.0,4.0,47.0,8.0,Cucina
Prosciutto Di San Daniele ,100.0,257.0,15.9,0.5,28.0,Cucina
Ballaststoff-Nudeln,100.0,354.0,1.8,69.1,11.3,Cucina
Antipasti Gegrillte Paprika,100.0,339.0,34.3,6.4,0.6,Cucina
Traditionelle Fladen Pizzageschmack,1 Fladen ,434.0,10.0,72.2,12.8,Cucina
Brokkoli-Zucchini Cremesuppe,100.0,54.0,3.9,3.4,0.7,Cucina
Torciglioni,100.0,353.0,1.2,72.0,12.0,Cucina
Panini Classic,1 Portion ,200.0,1.5,38.3,7.4,Cucina
Nudel-Sauce,100.0,51.0,0.4,9.7,1.5,Cucina
Ciabatta Classic,100.0,254.0,2.4,48.0,8.2,Cucina
Bruschetta,1 Stück ,56.0,1.8,8.2,1.4,Cucina
Culatello di Parma ,100.0,281.0,19.0,0.5,27.0,Cucina
Tortelli Paprika und Chili,100.0,199.0,4.6,30.0,7.8,Cucina
Gigli,100.0,355.0,1.2,72.0,12.5,Cucina
Steinofen Pizza Salami ,100.0,256.0,11.3,26.4,11.2,Cucina
Tortelli Käse und Rucola,100.0,224.0,10.0,21.0,11.0,Cucina
Tortelli Ricotta-Getrocknete Tomate,100.0,227.0,6.5,32.0,9.4,Cucina
Tortelloni Ricotta Tomate ,100.0,205.0,3.7,31.0,10.0,Cucina
Bruschetta Brot,100.0,432.0,14.0,63.0,11.0,Cucina
Spaghetti mit Käsesauce,100.0,137.0,3.5,21.1,4.6,Cucina
Südtiroler Speck G.G.A.,100.0,375.0,26.0,0.5,34.0,Cucina
Premium Pasta Triangoloni ,100.0,216.0,9.5,25.4,5.8,Cucina
Tortellini Mediterranes Gemüse ,100.0,169.0,3.5,28.0,5.0,Cucina
Amarettini,100.0,436.0,10.0,77.6,7.0,Cucina
Pasta Nobile Tortelli Pesto Rosso,100.0,234.0,8.0,31.5,8.0,Cucina
Pasta Sauce Quattro Formaggi,100.0,252.0,26.0,3.2,2.9,Cucina
Fagottini,100.0,238.0,1.2,46.5,8.9,Cucina
Premium Pesto Alla Genovese,100.0,312.0,29.0,6.3,4.4,Cucina
Eishörnchen Choco-Menta,1 Hörnchen ,188.0,8.2,25.6,2.4,Cucina
Tortelli Ziegenfrischkäse mit Honig,100.0,197.0,6.2,27.0,7.7,Cucina
Tortellini Funghi (250g),1 Beutel ,751.0,29.3,94.8,24.3,Cucina
Pasta Nobile Tortelli Ziegenkäse mit Honig,100.0,240.0,9.5,28.5,9.0,Cucina
Tonno per Pasta Pomodori,100.0,186.0,15.0,2.3,9.7,Cucina
Eis Dessert Tiramisu,1 Stück ,220.0,12.1,24.6,3.3,Cucina
Reginette,100.0,349.0,1.5,71.0,12.0,Cucina
Margherita,1 Stück ,62.0,2.2,9.0,1.4,Cucina
Fusilli Lunghi ,100.0,353.0,1.3,72.0,12.0,Cucina
Tagliatelle Tricolore,100.0,353.0,1.3,72.0,12.0,Cucina
Tortellini Gemüse-Ricotta,100.0,197.0,2.7,34.0,8.2,Cucina
Risotto mit Spargel,100.0,382.0,5.8,73.0,8.6,Cucina
Mezzelune Pesto,1/2 Packung ,437.0,9.9,70.0,15.3,Cucina
Pasta Nobile Tortelli Peperonata,100.0,201.0,5.0,29.5,8.0,Cucina
Trottole Al Pomodoro E Spinaci,100.0,355.0,1.2,72.0,12.5,Cucina
Verde Tortelli Paprika und Chili,1 Portion ,295.0,8.3,44.3,9.0,Cucina
Fusilli Glutenfrei,100.0,368.0,2.4,79.0,6.4,Cucina
Spaghetti mit Tomatensauce,100.0,119.0,1.5,21.3,4.0,Cucina
Premium Pasta-Sauce - Gegrilltes Gemüse,100.0,72.0,4.0,6.7,1.2,Cucina
Spaghetti Glutenfrei,100.0,368.0,2.4,79.0,6.4,Cucina
Mini Crispy Pizza,100.0,401.0,11.0,63.0,11.0,Cucina
Traditionelle Fladen Classic,100.0,293.0,6.7,50.0,7.5,Cucina
Riccioli,100.0,349.0,1.5,71.0,12.0,Cucina
Gnocchi Vollkorn,100.0,155.0,0.3,33.0,3.7,Cucina
Tortellini Frühlingskräuter,100.0,419.0,13.0,63.0,12.0,Cucina
Italienische Cracker,100.0,443.0,15.0,65.0,11.0,Cucina
Bruschetta Paprika,100.0,218.0,22.0,4.5,0.8,Cucina
Premium Pasta-Sauce - Tomate-Ricotta,100.0,87.0,5.0,7.6,2.2,Cucina
Lammfleisch-Streifen,100.0,106.0,2.8,0.5,20.3,Culinea
Hähnchen Gyros ,100.0,147.0,7.8,2.7,16.5,Culinea
Dino-Nuggets,100.0,262.0,14.4,19.4,13.1,Culinea
Hähnchen Nuggets Cornflakes,100.0,145.0,1.5,15.0,17.5,Culinea
Nasi Goreng,100.0,97.0,1.9,13.0,5.8,Culinea
Hähnchen Kebab ,100.0,147.0,7.8,2.7,16.5,Culinea
XXL Schnitzel nach Wiener Art,1 Stück ,583.0,30.0,40.0,37.5,Culinea
Chicken Wings Mild,100.0,182.0,11.3,2.5,17.2,Culinea
Bami Goreng,100.0,127.0,3.2,16.9,6.6,Culinea
Drumsticks Texas BBQ,100.0,127.0,5.5,2.3,17.0,Culinea
Chili Cheese Nuggets ,100.0,263.0,13.3,27.6,7.3,Culinea
Chicken Wings ,100.0,213.0,13.3,3.2,20.0,Culinea
Frühlingsrollen,100.0,136.0,5.3,15.5,5.6,Culinea
Mozzarella Sticks,100.0,298.0,14.2,31.0,10.6,Culinea
Hähnchen Nuggets,100.0,134.0,1.5,12.0,17.5,Culinea
Hähnchenbrustfilet Teilstücke ,100.0,95.0,1.4,0.7,20.0,Culinea
Paella,100.0,93.0,1.2,15.0,5.5,Culinea
Hähnchen Minischnitzel,100.0,228.0,11.0,17.0,15.0,Culinea
Fitness Bowl,100.0,98.0,3.8,8.2,5.9,Culinea
