Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Recovery pro,100.0,290.0,0.5,27.0,0.5,Nu+pro
Pro Vitalschnitte ,1 Scheibe ,140.0,3.2,21.5,4.6,Nu+pro
Pro Mix,1 Portion ,105.0,1.0,4.0,20.0,Nu+pro
Electrolytes pro,1 Portion ,140.0,0.0,31.0,0.0,Nu+pro
Nu+Move Brownie Crunch,1 Riegel ,216.0,14.0,9.3,12.0,Nu+pro
pro+,100.0,55.0,1.0,5.5,6.1,Nu+pro
Im Nu Nudeln,100.0,361.0,2.5,70.0,13.0,Nu+pro
Nu Pagadi,100.0,585.0,39.2,52.2,4.7,Nu+pro
Hydrolyzed Collagen,100.0,398.0,0.1,0.1,99.7,Nu3
Vegan Protein 3K,1 Messlöffel ,107.0,1.6,1.3,21.0,Nu3
Vegan Protein 3K Chocolate Flavor,100.0,390.0,8.2,5.3,70.9,Nu3
Vegan Protein 3K,100.0,350.0,4.1,4.8,71.2,Nu3
Performance Whey Chocolate,100.0,367.0,4.7,7.2,71.8,Nu3
Peanut Butter,100.0,597.0,50.0,7.0,29.5,Nu3
Vegan Protein 3K Vanilla Flavor,100.0,389.0,7.4,6.1,72.5,Nu3
Performance Whey Vanilla Flavor,1 Portion ,110.0,1.3,2.1,22.5,Nu3
Protein Bar,1 Riegel ,161.0,3.4,16.0,20.0,Nu3
Fit Shake Iced Coffee,1 Portion ,105.0,0.3,1.5,22.7,Nu3
Bio Mandelmus Braun,100.0,625.0,55.0,5.6,23.0,Nu3
Haselnussmus,100.0,653.0,62.0,5.7,15.7,Nu3
Peanutbutter Crunchy,100.0,597.0,50.0,7.0,29.5,Nu3
Performance Whey Cookies & Cream,100.0,368.0,4.4,7.0,74.3,Nu3
Oat Energy Bar,100.0,425.0,20.2,57.2,6.2,Nu3
Fit Protein Bar Chocolate Brownie,1 Riegel ,194.0,7.2,16.5,18.2,Nu3
Protein Bar Salted Caramel,1 Riegel ,205.0,8.3,18.7,18.2,Nu3
Fit Shake Vanilla-Caramel,1 Portion ,106.0,0.4,1.4,22.7,Nu3
Protein Cookie,1 Cookie ,298.0,9.6,20.0,39.0,Nu3
Bio Protein Bowl Schokolade,1 Portion ,190.0,5.0,19.0,14.0,Nu3
Bio Vegan Protein Shake Kakao Macchiato,100.0,345.0,4.7,20.0,48.5,Nu3
Beef Jerky,100.0,253.0,3.7,4.0,51.0,Nu3
Beef Jerky Pepper,100.0,240.0,2.6,1.6,53.0,Nu3
Fit Protein Creme Hazelnut-Cacao,100.0,524.0,37.0,33.0,21.0,Nu3
Fit Vegan Creme Crunchy Hazelnut-Cacao,100.0,595.0,49.0,21.0,22.0,Nu3
Fit Müsli Coconut Crunch ,100.0,473.0,29.7,7.5,36.7,Nu3
Grass-Fed Collagen,100.0,406.0,0.1,0.1,98.0,Nu3
Erbsenprotein,100.0,427.0,2.0,4.0,80.0,Nu3
Kürbiskernprotein,100.0,381.0,12.3,5.2,55.0,Nu3
Bio Hanf Protein,100.0,377.0,11.0,9.8,50.0,Nu3
Bio Lunch Bowl Lentils,100.0,302.0,1.8,40.8,23.1,Nu3
Fit Vegan Bar Strawberry Crisp,1 Riegel ,180.0,7.6,15.1,11.6,Nu3
Protein Cookie,100.0,397.0,12.8,26.0,52.0,Nu3
Bio Mandelmehl,100.0,426.0,13.2,24.0,53.0,Nu3
Fit Bread,100.0,150.0,7.5,2.4,14.0,Nu3
Pea Protein Unflavored,1 Portion ,121.0,2.1,1.1,23.7,Nu3
Protein Mug Cake Mix,100.0,369.0,6.0,28.0,47.0,Nu3
Vegan Protein 3K Salted Caramel,100.0,348.0,6.0,20.0,61.6,Nu3
Protein Pancake Mix,100.0,358.0,2.0,27.0,55.0,Nu3
Reisprotein,100.0,427.0,4.8,15.0,81.0,Nu3
Fit Protein Crossies ,100.0,506.0,35.3,25.7,23.4,Nu3
Low Carb Fettuccine,100.0,7.0,0.0,0.0,0.0,Nu3
Bio Lunch Bowl Quinoa,100.0,334.0,4.6,48.6,16.9,Nu3
Fit Porridge ,1 Portion ,182.0,7.1,12.2,17.0,Nu3
Fit Water,100.0,330.0,0.7,5.8,71.2,Nu3
Fit Vegan Bar Almond Choc Crisp,1 Riegel ,180.0,7.7,14.8,12.2,Nu3
Protein Complex Chocolate Flavor,100.0,365.0,4.3,2.7,76.0,Nu3
Yonnaise,100.0,20.0,0.5,2.2,0.4,Nu3
Smart Low Carb BBQ Sauce,100.0,10.0,0.1,1.2,0.1,Nu3
Protein Bar Peanut Butter Chocolate Flavor,100.0,366.0,10.0,29.0,50.0,Nu3
Fit Soup Creamy Mushroom,100.0,345.0,4.6,9.3,59.8,Nu3
Bio Reis Protein,100.0,423.0,8.7,4.1,80.0,Nu3
Bio Superfood Trail Mix,100.0,464.0,28.0,32.0,14.9,Nu3
Peanut Butter Smooth ,100.0,616.0,50.0,7.0,29.5,Nu3
Protein Pancake Mix Vanilla,100.0,379.0,4.1,27.7,55.3,Nu3
Fit Pancakes Unsweetened,100.0,347.0,7.3,34.4,28.3,Nu3
Rice Protein Unflavored,1 Portion ,116.0,1.7,1.2,23.0,Nu3
Fit Falafel,100.0,335.0,5.7,34.9,30.0,Nu3
Fit Muffins Chocolate,1 Portion ,132.0,8.9,9.1,5.6,Nu3
Smart Nuts Cashew,100.0,492.0,28.0,48.0,10.0,Nu3
Low Carb Reis,100.0,7.0,0.0,0.0,0.0,Nu3
Fit Pizza,100.0,357.0,16.0,4.4,31.0,Nu3
Smart Low Carb Müsli,100.0,425.0,20.0,20.0,33.0,Nu3
Bio Chia,100.0,530.0,31.4,25.0,21.0,Nu3
Bio Cocoa Nibs,100.0,570.0,47.0,32.0,14.0,Nu3
Kokosmehl,100.0,368.0,16.4,18.7,16.2,Nu3
Low Carb Spaghetti,100.0,7.0,0.0,0.0,0.0,Nu3
Rice Protein Unflavored,100.0,385.0,5.5,4.1,77.0,Nu3
Fit Protein Bar Chocolate Brownie,100.0,353.0,13.0,30.0,33.0,Nu3
Fit Sauce Yonnaise,100.0,20.0,0.5,2.2,0.4,Nu3
Fit Protein Bites,100.0,493.0,29.3,30.0,24.2,Nu3
Crunchy Strawberries,100.0,547.0,40.0,35.0,7.0,Nucao
Almond Sea Salt,1 Riegel ,245.0,20.0,9.1,5.4,Nucao
Almond Sea Salt,100.0,579.0,45.0,31.0,9.0,Nucao
Crunchy Raspberries,100.0,553.0,41.0,34.0,7.0,Nucao
Crisp & Crunch,100.0,547.0,36.0,46.0,5.9,Nucao
Creamy Hazelnut,100.0,577.0,42.0,41.0,6.5,Nucao
Dark Nougat,100.0,600.0,49.0,25.0,9.2,Nucao
Salted Caramel,100.0,559.0,40.0,39.0,6.9,Nucao
White Crunchy Hazelnut,100.0,640.0,51.0,37.0,6.1,Nucao
Salted Almonds,100.0,578.0,47.0,24.0,13.0,Nucao
Creamy Coconut,100.0,571.0,42.0,37.0,6.7,Nucao
Roasted Hazelnut,100.0,624.0,52.0,23.0,12.0,Nucao
Haselnuss,100.0,611.0,52.5,18.3,14.2,Nucao
Creamy Chocolate,100.0,566.0,40.0,41.0,6.8,Nucao
Raspberry Crisp,100.0,606.0,50.0,26.0,10.0,Nucao
Kokos Zimt,100.0,596.0,50.9,17.5,14.2,Nucao
Espresso Crunch,1 Riegel ,241.0,19.8,7.9,5.9,Nucao
White Raspberry Crisp,100.0,621.0,50.1,27.0,12.1,Nucao
Creamy Noisette,1 Riegel  ,256.0,22.0,9.8,3.7,Nucao
Spread Creamy Noisette,1 Portion ,85.0,6.1,5.7,1.5,Nucao
Nuseed Brownie,100.0,533.0,38.0,20.0,23.0,Nucao
Snowy,100.0,584.0,44.0,35.0,6.7,Nucao
Nuseed Brownie,1 Riegel ,186.0,13.4,7.1,8.1,Nucao
Creamy Noisette,100.0,631.0,53.0,24.0,11.0,Nucao
Winter Spice,1 Riegel  ,249.0,21.0,8.8,4.4,Nucao
Nuseed Hazelnut Vanilla,1 Riegel ,196.0,14.8,6.9,8.0,Nucao
Coconut Cinnamon,100.0,611.0,50.0,24.0,12.0,Nucao
Cashew Vanilla,100.0,604.0,48.0,25.4,14.2,Nucao
Numove Brownie Crunch,100.0,480.0,30.0,21.0,26.0,Nucao
Nuseed Carrot Cake,100.0,526.0,38.0,21.0,23.0,Nucao
Eiernudeln,100.0,365.0,2.6,70.0,14.0,Nudelglück
Feine Bandnudeln,100.0,365.0,2.6,70.0,14.0,Nudelhof
Spiralnudeln,100.0,365.0,2.6,70.0,14.0,Nudelhof
Suppennudeln,100.0,367.0,3.2,69.0,14.0,Nudelhof
Geschabte Spätzle,100.0,369.0,3.3,68.0,15.0,Nudelhof
Röhrchen-Nudeln,100.0,365.0,2.6,70.0,14.0,Nudelhof
Schwäbische Spätzle,100.0,372.0,3.7,68.0,15.0,Nudelhof
Nuss-Nougat-Creme,100.0,574.0,37.0,52.0,6.6,Nudossi
Nuss-Nougat-Creme ohne Palmöl,100.0,569.0,36.0,52.0,7.6,Nudossi
Kalter Hund Brotaufstrich,1 Portion ,113.0,7.42,10.26,0.76,Nudossi
Kakao Crème,100.0,603.0,44.0,46.0,3.7,Nudossi
Naschi ,100.0,572.0,37.0,53.0,5.0,Nudossi
Hexenbecher,100.0,171.0,7.5,22.0,3.1,Nudossi
Jumbo Waffeln,100.0,501.0,24.5,60.7,8.0,Nudossi
Nuss-Nougat- und Magermilch-Creme,100.0,553.0,34.0,54.0,6.2,Nudossi
Nu Pagadi,100.0,585.0,39.2,52.2,4.7,Nudossi
Whey pro ,1 Portion ,154.0,2.0,3.9,30.0,NUFOC
Complex pro Kokos,100.0,393.0,4.5,4.8,82.4,NUFOC
Big Gain,100.0,374.0,4.7,43.3,34.1,NUFOC
Salted Caramel & Australian Macadamia,1 Eis ,245.0,15.0,26.0,2.6,Nuii
New York Cookies & Cream,1 Eis ,246.0,14.0,26.0,3.4,Nuii
Texan Pecan,1 Eis ,247.0,15.0,24.0,3.4,Nuii
Coconut & Indian Mango,1 Portion ,238.0,14.0,25.0,2.7,Nuii
Dark Chocolate & Nordic Berry ,1 Eis ,234.0,15.0,22.0,2.6,Nuii
Almond & Java Vanilla,1 Stück ,248.0,16.0,23.0,3.7,Nuii
"Salted Hazelnut, Dark Chocolate & Tanzanian Coffee",100.0,376.0,25.0,32.0,4.5,Nuii
